coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	143	138
2.000000e-01	113	152
3.000000e-01	148	135
4.000000e-01	114	150
5.000000e-01	150	137
6.000000e-01	113	147
7.000000e-01	143	128
8.000000e-01	115	169
9.000000e-01	151	136
1	114	157
1.100000e+00	139	129
1.200000e+00	113	153
1.300000e+00	138	135
1.400000e+00	115	150
1.500000e+00	144	140
1.600000e+00	114	154
1.700000e+00	147	137
1.800000e+00	114	145
1.900000e+00	155	144
2	115	151
2.100000e+00	153	133
2.200000e+00	115	150
2.300000e+00	147	135
2.400000e+00	113	147
2.500000e+00	147	140
2.600000e+00	113	151
2.700000e+00	142	142
2.800000e+00	113	150
2.900000e+00	145	133
3	114	153
3.100000e+00	137	140
3.200000e+00	115	155
3.300000e+00	147	138
3.400000e+00	116	142
3.500000e+00	155	138
3.600000e+00	113	156
3.700000e+00	144	142
3.800000e+00	116	147
3.900000e+00	145	136
4	113	157
4.100000e+00	148	133
4.200000e+00	114	146
4.300000e+00	137	140
4.400000e+00	115	152
4.500000e+00	137	135
4.600000e+00	114	155
4.700000e+00	152	145
4.800000e+00	114	142
4.900000e+00	148	134
5	114	157
5.100000e+00	140	139
5.200000e+00	114	155
5.300000e+00	143	137
5.400000e+00	114	156
5.500000e+00	140	143
5.600000e+00	114	159
5.700000e+00	155	143
5.800000e+00	115	150
5.900000e+00	150	135
6	114	162
6.100000e+00	145	133
6.200000e+00	113	142
6.300000e+00	142	142
6.400000e+00	113	140
6.500000e+00	155	144
6.600000e+00	114	153
6.700000e+00	149	134
6.800000e+00	113	146
6.900000e+00	152	137
7	115	159
7.100000e+00	151	141
7.200000e+00	114	157
7.300000e+00	156	133
7.400000e+00	115	156
7.500000e+00	155	145
7.600000e+00	115	151
7.700000e+00	150	134
7.800000e+00	113	156
7.900000e+00	153	132
8	113	160
8.100000e+00	149	132
8.200000e+00	115	144
8.300000e+00	146	141
8.400000e+00	114	158
8.500000e+00	149	136
8.600000e+00	113	167
8.700000e+00	160	132
8.800000e+00	113	146
8.900000e+00	153	133
9	115	154
9.100000e+00	148	142
9.200000e+00	115	154
9.300000e+00	141	140
9.400000e+00	116	155
9.500000e+00	163	142
9.600000e+00	116	151
9.700000e+00	143	140
9.800000e+00	113	159
9.900000e+00	146	135
10	113	145
1.010000e+01	137	141
1.020000e+01	114	153
1.030000e+01	136	145
1.040000e+01	113	152
1.050000e+01	135	153
1.060000e+01	113	150
1.070000e+01	152	130
1.080000e+01	113	149
1.090000e+01	144	139
11	113	158
1.110000e+01	148	140
1.120000e+01	114	147
1.130000e+01	143	137
1.140000e+01	114	146
1.150000e+01	143	143
