coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	148	147
2.000000e-01	115	152
3.000000e-01	151	152
4.000000e-01	114	154
5.000000e-01	131	142
6.000000e-01	114	154
7.000000e-01	137	137
8.000000e-01	113	141
9.000000e-01	139	151
1	115	153
1.100000e+00	171	124
1.200000e+00	114	160
1.300000e+00	165	128
1.400000e+00	115	148
1.500000e+00	156	123
1.600000e+00	113	161
1.700000e+00	157	128
1.800000e+00	117	146
1.900000e+00	167	122
2	113	148
2.100000e+00	162	132
2.200000e+00	113	159
2.300000e+00	147	127
2.400000e+00	115	157
2.500000e+00	163	121
2.600000e+00	115	150
2.700000e+00	157	126
2.800000e+00	114	140
2.900000e+00	162	129
3	115	158
3.100000e+00	162	128
3.200000e+00	114	152
3.300000e+00	145	129
3.400000e+00	114	147
3.500000e+00	169	121
3.600000e+00	114	149
3.700000e+00	161	123
3.800000e+00	114	160
3.900000e+00	169	123
4	114	156
4.100000e+00	166	131
4.200000e+00	115	149
4.300000e+00	167	132
4.400000e+00	113	151
4.500000e+00	160	125
4.600000e+00	114	152
4.700000e+00	169	122
4.800000e+00	113	153
4.900000e+00	154	130
5	114	160
5.100000e+00	155	128
5.200000e+00	114	155
5.300000e+00	167	130
5.400000e+00	115	168
5.500000e+00	167	128
5.600000e+00	114	147
5.700000e+00	162	124
5.800000e+00	113	148
5.900000e+00	159	123
6	113	159
6.100000e+00	156	135
6.200000e+00	116	163
6.300000e+00	165	116
6.400000e+00	113	161
6.500000e+00	164	130
6.600000e+00	113	163
6.700000e+00	158	125
6.800000e+00	115	154
6.900000e+00	168	129
7	113	153
7.100000e+00	163	125
7.200000e+00	113	149
7.300000e+00	168	119
7.400000e+00	114	169
7.500000e+00	159	127
7.600000e+00	113	159
7.700000e+00	157	120
7.800000e+00	113	169
7.900000e+00	163	128
8	113	139
8.100000e+00	171	128
8.200000e+00	114	166
8.300000e+00	151	131
8.400000e+00	115	162
8.500000e+00	158	128
8.600000e+00	116	152
8.700000e+00	157	121
8.800000e+00	114	144
8.900000e+00	172	128
9	115	155
9.100000e+00	150	130
9.200000e+00	117	150
9.300000e+00	163	121
9.400000e+00	114	156
9.500000e+00	170	126
9.600000e+00	115	166
9.700000e+00	162	131
9.800000e+00	113	150
9.900000e+00	170	126
10	117	161
1.010000e+01	163	128
1.020000e+01	115	145
1.030000e+01	167	125
1.040000e+01	115	151
1.050000e+01	163	126
1.060000e+01	115	146
1.070000e+01	158	126
1.080000e+01	117	151
1.090000e+01	165	122
11	113	155
1.110000e+01	176	123
1.120000e+01	117	152
1.130000e+01	149	125
1.140000e+01	116	146
1.150000e+01	153	127
1.160000e+01	115	154
1.170000e+01	164	123
1.180000e+01	114	156
1.190000e+01	169	133
12	114	158
1.210000e+01	169	134
1.220000e+01	113	159
1.230000e+01	168	117
1.240000e+01	115	157
1.250000e+01	169	124
1.260000e+01	115	148
1.270000e+01	166	124
1.280000e+01	113	147
1.290000e+01	157	125
13	116	154
1.310000e+01	167	126
1.320000e+01	114	148
1.330000e+01	163	117
1.340000e+01	115	154
1.350000e+01	160	123
1.360000e+01	115	148
1.370000e+01	163	131
1.380000e+01	114	152
1.390000e+01	156	123
14	113	153
1.410000e+01	162	128
1.420000e+01	113	148
1.430000e+01	153	132
1.440000e+01	114	148
1.450000e+01	166	135
1.460000e+01	114	154
1.470000e+01	158	123
