coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	135	145
2.000000e-01	117	150
3.000000e-01	137	142
4.000000e-01	117	158
5.000000e-01	138	140
6.000000e-01	114	159
7.000000e-01	141	137
8.000000e-01	113	156
9.000000e-01	126	152
1	115	152
1.100000e+00	130	150
1.200000e+00	115	150
1.300000e+00	145	138
1.400000e+00	113	152
1.500000e+00	142	152
1.600000e+00	115	161
1.700000e+00	146	137
1.800000e+00	115	143
1.900000e+00	132	141
2	113	156
2.100000e+00	146	150
2.200000e+00	114	154
2.300000e+00	127	139
2.400000e+00	115	154
2.500000e+00	135	149
2.600000e+00	115	159
2.700000e+00	135	142
2.800000e+00	114	155
2.900000e+00	136	143
3	116	156
3.100000e+00	135	147
3.200000e+00	114	149
3.300000e+00	139	130
3.400000e+00	115	140
3.500000e+00	139	141
3.600000e+00	115	158
3.700000e+00	146	135
3.800000e+00	114	160
3.900000e+00	140	140
4	115	160
4.100000e+00	137	136
4.200000e+00	116	153
4.300000e+00	139	142
4.400000e+00	117	151
4.500000e+00	145	137
4.600000e+00	114	148
4.700000e+00	137	134
4.800000e+00	114	145
4.900000e+00	129	133
5	117	164
5.100000e+00	143	133
5.200000e+00	113	142
5.300000e+00	157	131
5.400000e+00	115	146
5.500000e+00	145	136
5.600000e+00	115	144
5.700000e+00	157	143
5.800000e+00	114	146
5.900000e+00	147	132
6	115	149
6.100000e+00	142	137
6.200000e+00	113	139
6.300000e+00	143	144
6.400000e+00	115	141
6.500000e+00	147	135
6.600000e+00	114	153
6.700000e+00	146	142
6.800000e+00	113	147
6.900000e+00	142	147
7	114	145
7.100000e+00	157	143
7.200000e+00	115	153
7.300000e+00	153	149
7.400000e+00	115	153
7.500000e+00	144	140
7.600000e+00	115	143
7.700000e+00	144	143
7.800000e+00	114	158
7.900000e+00	151	139
8	116	152
8.100000e+00	146	144
8.200000e+00	114	163
8.300000e+00	143	145
8.400000e+00	114	149
8.500000e+00	147	142
8.600000e+00	113	155
8.700000e+00	139	140
8.800000e+00	113	147
8.900000e+00	146	132
9	114	148
9.100000e+00	150	141
9.200000e+00	116	171
9.300000e+00	149	135
9.400000e+00	116	150
9.500000e+00	143	135
9.600000e+00	114	153
9.700000e+00	150	137
9.800000e+00	114	162
9.900000e+00	154	138
10	116	147
1.010000e+01	144	138
1.020000e+01	115	150
1.030000e+01	139	134
1.040000e+01	117	147
1.050000e+01	150	146
1.060000e+01	114	152
1.070000e+01	147	141
1.080000e+01	114	150
1.090000e+01	140	137
11	114	157
1.110000e+01	148	129
1.120000e+01	113	140
1.130000e+01	146	139
1.140000e+01	113	148
1.150000e+01	150	136
1.160000e+01	113	153
1.170000e+01	150	133
1.180000e+01	115	138
1.190000e+01	153	140
12	115	150
1.210000e+01	147	137
1.220000e+01	115	141
1.230000e+01	144	133
1.240000e+01	115	152
1.250000e+01	154	136
1.260000e+01	113	147
1.270000e+01	160	145
1.280000e+01	114	155
1.290000e+01	149	143
13	114	159
1.310000e+01	141	139
1.320000e+01	116	147
1.330000e+01	136	137
1.340000e+01	114	154
1.350000e+01	148	136
1.360000e+01	113	155
1.370000e+01	142	132
1.380000e+01	114	163
1.390000e+01	142	138
14	115	146
1.410000e+01	149	137
1.420000e+01	116	150
1.430000e+01	143	139
1.440000e+01	113	155
1.450000e+01	138	137
1.460000e+01	114	144
1.470000e+01	148	135
1.480000e+01	113	154
1.490000e+01	154	140
15	113	164
1.510000e+01	144	133
1.520000e+01	114	164
1.530000e+01	162	130
1.540000e+01	116	150
1.550000e+01	153	123
1.560000e+01	115	161
1.570000e+01	165	125
1.580000e+01	116	148
1.590000e+01	178	122
16	113	158
1.610000e+01	161	124
1.620000e+01	114	159
1.630000e+01	154	127
1.640000e+01	113	156
1.650000e+01	148	128
1.660000e+01	114	157
1.670000e+01	154	124
1.680000e+01	116	152
1.690000e+01	153	124
17	113	151
1.710000e+01	168	130
1.720000e+01	113	151
1.730000e+01	175	123
1.740000e+01	114	158
1.750000e+01	147	127
1.760000e+01	115	161
1.770000e+01	165	128
1.780000e+01	115	152
1.790000e+01	156	126
18	114	152
1.810000e+01	155	125
1.820000e+01	113	147
1.830000e+01	164	126
1.840000e+01	114	150
1.850000e+01	159	114
1.860000e+01	114	148
1.870000e+01	163	122
1.880000e+01	115	154
1.890000e+01	156	127
19	113	149
1.910000e+01	165	127
1.920000e+01	113	147
1.930000e+01	170	125
1.940000e+01	115	164
1.950000e+01	152	124
1.960000e+01	114	145
1.970000e+01	160	126
1.980000e+01	113	151
1.990000e+01	162	125
20	113	156
2.010000e+01	160	137
2.020000e+01	113	143
2.030000e+01	164	126
2.040000e+01	115	139
2.050000e+01	168	126
2.060000e+01	113	153
2.070000e+01	157	127
2.080000e+01	118	155
2.090000e+01	177	126
21	114	148
2.110000e+01	168	129
2.120000e+01	114	145
2.130000e+01	162	124
2.140000e+01	116	159
2.150000e+01	165	124
2.160000e+01	115	148
