coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	152	133
2.000000e-01	116	144
3.000000e-01	142	140
4.000000e-01	116	145
5.000000e-01	144	145
6.000000e-01	116	159
7.000000e-01	150	144
8.000000e-01	114	142
9.000000e-01	142	140
1	113	154
1.100000e+00	158	139
1.200000e+00	115	158
1.300000e+00	148	128
1.400000e+00	114	160
1.500000e+00	153	151
1.600000e+00	115	149
1.700000e+00	150	139
1.800000e+00	114	159
1.900000e+00	148	139
2	116	150
2.100000e+00	146	141
2.200000e+00	113	157
2.300000e+00	148	143
2.400000e+00	117	160
2.500000e+00	144	144
2.600000e+00	113	147
2.700000e+00	149	145
2.800000e+00	115	159
2.900000e+00	146	138
3	114	140
3.100000e+00	153	138
3.200000e+00	115	157
3.300000e+00	145	134
3.400000e+00	113	147
3.500000e+00	139	134
3.600000e+00	113	148
3.700000e+00	142	147
3.800000e+00	114	157
3.900000e+00	129	145
4	114	152
4.100000e+00	138	140
4.200000e+00	118	148
4.300000e+00	146	133
4.400000e+00	113	146
4.500000e+00	154	134
4.600000e+00	113	155
4.700000e+00	152	134
4.800000e+00	113	165
4.900000e+00	148	135
5	116	163
5.100000e+00	154	138
5.200000e+00	114	146
5.300000e+00	136	144
5.400000e+00	116	154
5.500000e+00	142	138
5.600000e+00	113	149
5.700000e+00	144	145
5.800000e+00	116	150
5.900000e+00	145	137
6	114	151
6.100000e+00	145	140
6.200000e+00	113	149
6.300000e+00	143	136
6.400000e+00	114	166
6.500000e+00	165	125
6.600000e+00	114	148
6.700000e+00	157	120
6.800000e+00	117	159
6.900000e+00	164	131
7	115	160
7.100000e+00	154	130
7.200000e+00	113	149
7.300000e+00	159	123
7.400000e+00	116	162
7.500000e+00	170	125
7.600000e+00	115	153
7.700000e+00	149	119
7.800000e+00	114	151
7.900000e+00	158	123
8	113	157
8.100000e+00	153	122
8.200000e+00	114	158
8.300000e+00	168	123
8.400000e+00	116	155
8.500000e+00	163	129
8.600000e+00	119	149
8.700000e+00	162	126
8.800000e+00	115	156
8.900000e+00	158	122
9	117	150
9.100000e+00	147	120
9.200000e+00	114	148
9.300000e+00	163	128
9.400000e+00	114	153
9.500000e+00	155	127
9.600000e+00	113	144
9.700000e+00	158	125
9.800000e+00	116	149
9.900000e+00	164	129
10	116	153
1.010000e+01	158	129
1.020000e+01	114	146
1.030000e+01	161	122
1.040000e+01	115	145
1.050000e+01	175	127
1.060000e+01	115	152
1.070000e+01	159	126
1.080000e+01	115	153
1.090000e+01	167	122
11	115	154
1.110000e+01	167	127
1.120000e+01	116	158
1.130000e+01	163	130
1.140000e+01	113	156
1.150000e+01	152	127
1.160000e+01	113	150
1.170000e+01	168	122
1.180000e+01	114	148
1.190000e+01	152	126
12	114	148
1.210000e+01	160	124
1.220000e+01	114	157
1.230000e+01	157	129
1.240000e+01	114	164
1.250000e+01	157	122
1.260000e+01	113	154
1.270000e+01	175	126
1.280000e+01	116	151
1.290000e+01	146	126
13	115	160
1.310000e+01	166	133
1.320000e+01	113	160
1.330000e+01	165	124
1.340000e+01	117	144
1.350000e+01	158	132
1.360000e+01	116	159
1.370000e+01	141	147
1.380000e+01	115	150
1.390000e+01	143	144
14	113	144
1.410000e+01	136	147
1.420000e+01	115	164
1.430000e+01	141	147
1.440000e+01	113	154
1.450000e+01	143	137
1.460000e+01	115	161
1.470000e+01	141	146
1.480000e+01	115	160
1.490000e+01	133	137
15	115	159
1.510000e+01	142	146
1.520000e+01	115	145
1.530000e+01	134	152
1.540000e+01	115	160
1.550000e+01	141	141
1.560000e+01	113	153
1.570000e+01	140	141
1.580000e+01	114	146
1.590000e+01	141	140
16	113	146
1.610000e+01	141	142
1.620000e+01	114	157
1.630000e+01	140	144
1.640000e+01	116	148
1.650000e+01	146	148
1.660000e+01	115	162
1.670000e+01	143	148
1.680000e+01	114	150
1.690000e+01	133	144
17	114	150
1.710000e+01	134	139
1.720000e+01	115	144
1.730000e+01	134	139
1.740000e+01	114	150
1.750000e+01	144	150
1.760000e+01	114	149
1.770000e+01	136	156
1.780000e+01	113	147
1.790000e+01	135	154
18	113	143
1.810000e+01	139	146
1.820000e+01	114	159
1.830000e+01	133	152
1.840000e+01	114	155
1.850000e+01	135	143
1.860000e+01	114	144
1.870000e+01	136	148
1.880000e+01	115	154
1.890000e+01	146	150
19	114	149
1.910000e+01	150	145
1.920000e+01	114	148
1.930000e+01	141	145
1.940000e+01	114	154
1.950000e+01	146	145
1.960000e+01	115	141
1.970000e+01	141	140
1.980000e+01	116	143
1.990000e+01	132	150
20	117	152
2.010000e+01	144	139
2.020000e+01	113	158
2.030000e+01	143	145
2.040000e+01	116	152
2.050000e+01	136	140
2.060000e+01	113	155
2.070000e+01	141	145
2.080000e+01	116	150
2.090000e+01	126	145
21	117	157
2.110000e+01	139	147
2.120000e+01	113	150
2.130000e+01	145	138
2.140000e+01	114	151
2.150000e+01	139	153
2.160000e+01	113	144
2.170000e+01	145	143
2.180000e+01	114	151
2.190000e+01	138	152
22	114	150
2.210000e+01	132	139
2.220000e+01	115	131
2.230000e+01	140	140
2.240000e+01	114	151
2.250000e+01	153	145
2.260000e+01	114	140
2.270000e+01	146	149
2.280000e+01	113	153
2.290000e+01	142	136
23	114	157
2.310000e+01	138	144
2.320000e+01	113	152
2.330000e+01	133	143
2.340000e+01	113	153
2.350000e+01	138	146
2.360000e+01	114	152
2.370000e+01	136	146
2.380000e+01	113	146
2.390000e+01	131	141
