coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	147	138
2.000000e-01	114	141
3.000000e-01	137	132
4.000000e-01	113	155
5.000000e-01	148	138
6.000000e-01	114	154
7.000000e-01	159	141
8.000000e-01	113	155
9.000000e-01	156	139
1	114	147
1.100000e+00	146	140
1.200000e+00	114	146
1.300000e+00	146	146
1.400000e+00	116	158
1.500000e+00	147	141
1.600000e+00	114	156
1.700000e+00	146	140
1.800000e+00	117	160
1.900000e+00	147	136
2	113	165
2.100000e+00	149	131
2.200000e+00	114	149
2.300000e+00	146	138
2.400000e+00	115	157
2.500000e+00	152	141
2.600000e+00	114	158
2.700000e+00	142	142
2.800000e+00	114	150
2.900000e+00	160	139
3	113	159
3.100000e+00	140	146
3.200000e+00	117	157
3.300000e+00	158	139
3.400000e+00	115	153
3.500000e+00	158	137
3.600000e+00	113	154
3.700000e+00	138	135
3.800000e+00	114	153
3.900000e+00	140	135
4	116	144
4.100000e+00	141	144
4.200000e+00	116	151
4.300000e+00	146	139
4.400000e+00	113	153
4.500000e+00	139	132
4.600000e+00	114	159
4.700000e+00	149	149
4.800000e+00	115	149
4.900000e+00	155	141
5	113	143
5.100000e+00	138	143
5.200000e+00	114	154
5.300000e+00	139	143
5.400000e+00	115	148
5.500000e+00	138	133
5.600000e+00	118	156
5.700000e+00	145	149
5.800000e+00	114	153
5.900000e+00	148	128
6	113	143
6.100000e+00	143	136
6.200000e+00	114	137
6.300000e+00	158	137
6.400000e+00	113	146
6.500000e+00	153	135
6.600000e+00	114	151
6.700000e+00	152	147
6.800000e+00	113	154
6.900000e+00	156	140
7	113	155
7.100000e+00	132	140
7.200000e+00	113	155
7.300000e+00	149	146
7.400000e+00	116	146
7.500000e+00	147	134
7.600000e+00	115	149
7.700000e+00	148	138
7.800000e+00	116	163
7.900000e+00	137	136
8	114	148
8.100000e+00	142	135
8.200000e+00	114	149
8.300000e+00	147	137
8.400000e+00	115	149
8.500000e+00	141	141
8.600000e+00	114	157
8.700000e+00	151	136
8.800000e+00	113	165
8.900000e+00	150	142
9	115	158
9.100000e+00	147	138
9.200000e+00	114	164
9.300000e+00	144	135
9.400000e+00	113	164
9.500000e+00	150	142
9.600000e+00	115	154
9.700000e+00	146	139
9.800000e+00	113	161
9.900000e+00	151	135
10	113	155
1.010000e+01	157	137
1.020000e+01	114	174
1.030000e+01	138	141
1.040000e+01	113	170
1.050000e+01	153	137
1.060000e+01	113	144
1.070000e+01	143	144
1.080000e+01	115	144
1.090000e+01	152	141
11	113	152
1.110000e+01	136	129
1.120000e+01	113	163
1.130000e+01	146	142
1.140000e+01	116	154
1.150000e+01	140	145
1.160000e+01	114	159
1.170000e+01	148	139
1.180000e+01	114	155
1.190000e+01	140	136
12	114	145
1.210000e+01	147	137
1.220000e+01	116	149
1.230000e+01	150	135
1.240000e+01	117	151
1.250000e+01	144	140
1.260000e+01	114	158
1.270000e+01	143	134
1.280000e+01	115	155
1.290000e+01	149	134
13	115	145
1.310000e+01	151	138
1.320000e+01	115	145
1.330000e+01	142	134
1.340000e+01	115	159
1.350000e+01	140	140
1.360000e+01	117	153
1.370000e+01	144	133
1.380000e+01	113	141
1.390000e+01	154	142
14	117	151
1.410000e+01	144	135
1.420000e+01	114	149
1.430000e+01	156	137
1.440000e+01	115	152
1.450000e+01	149	141
1.460000e+01	113	153
1.470000e+01	143	137
1.480000e+01	115	162
1.490000e+01	156	146
15	114	149
1.510000e+01	158	134
1.520000e+01	113	171
1.530000e+01	154	131
1.540000e+01	115	142
1.550000e+01	147	135
1.560000e+01	115	151
1.570000e+01	146	147
1.580000e+01	114	145
1.590000e+01	148	134
16	113	150
1.610000e+01	150	134
1.620000e+01	113	150
1.630000e+01	141	132
1.640000e+01	114	164
1.650000e+01	144	132
1.660000e+01	113	163
1.670000e+01	149	135
1.680000e+01	113	151
1.690000e+01	146	138
17	114	147
1.710000e+01	136	145
1.720000e+01	114	156
1.730000e+01	150	139
1.740000e+01	113	159
1.750000e+01	149	144
1.760000e+01	113	161
1.770000e+01	151	136
1.780000e+01	114	142
1.790000e+01	148	136
18	116	149
1.810000e+01	152	139
1.820000e+01	114	156
1.830000e+01	144	140
1.840000e+01	114	147
1.850000e+01	140	130
1.860000e+01	115	145
1.870000e+01	148	139
1.880000e+01	116	155
1.890000e+01	150	142
19	117	149
1.910000e+01	150	135
1.920000e+01	113	153
1.930000e+01	146	131
1.940000e+01	113	147
1.950000e+01	152	141
1.960000e+01	115	148
1.970000e+01	148	147
1.980000e+01	116	159
1.990000e+01	139	137
20	115	163
2.010000e+01	150	140
2.020000e+01	113	147
2.030000e+01	146	140
2.040000e+01	113	147
2.050000e+01	140	132
2.060000e+01	114	150
2.070000e+01	143	137
2.080000e+01	117	155
2.090000e+01	146	137
21	114	150
2.110000e+01	142	142
2.120000e+01	113	149
2.130000e+01	142	137
2.140000e+01	113	158
2.150000e+01	153	137
2.160000e+01	114	153
2.170000e+01	147	132
2.180000e+01	114	160
2.190000e+01	148	145
22	113	140
2.210000e+01	145	140
2.220000e+01	114	155
2.230000e+01	145	138
2.240000e+01	113	158
2.250000e+01	139	144
2.260000e+01	115	151
2.270000e+01	159	137
2.280000e+01	114	148
2.290000e+01	148	135
23	114	144
2.310000e+01	145	141
2.320000e+01	113	150
2.330000e+01	155	140
2.340000e+01	115	150
2.350000e+01	139	137
2.360000e+01	114	161
2.370000e+01	147	132
2.380000e+01	113	149
2.390000e+01	152	143
24	117	150
2.410000e+01	144	136
2.420000e+01	117	144
2.430000e+01	149	150
2.440000e+01	117	155
2.450000e+01	130	145
2.460000e+01	114	141
2.470000e+01	140	156
2.480000e+01	114	145
2.490000e+01	136	143
25	113	158
2.510000e+01	141	149
2.520000e+01	114	160
2.530000e+01	143	141
2.540000e+01	115	155
2.550000e+01	142	139
2.560000e+01	115	160
2.570000e+01	147	138
2.580000e+01	113	156
2.590000e+01	170	119
26	116	152
2.610000e+01	150	133
2.620000e+01	115	140
2.630000e+01	150	124
2.640000e+01	116	145
2.650000e+01	164	127
2.660000e+01	115	161
2.670000e+01	151	128
2.680000e+01	115	153
2.690000e+01	168	134
27	115	154
2.710000e+01	158	127
2.720000e+01	113	161
2.730000e+01	152	125
2.740000e+01	114	163
2.750000e+01	167	121
2.760000e+01	116	143
2.770000e+01	160	126
2.780000e+01	114	156
2.790000e+01	152	124
28	113	153
2.810000e+01	168	129
2.820000e+01	114	148
2.830000e+01	155	123
2.840000e+01	114	152
2.850000e+01	156	122
2.860000e+01	114	158
2.870000e+01	170	125
2.880000e+01	113	150
2.890000e+01	158	125
29	113	152
2.910000e+01	146	150
2.920000e+01	113	159
2.930000e+01	143	140
2.940000e+01	113	150
2.950000e+01	133	135
2.960000e+01	113	145
2.970000e+01	144	139
2.980000e+01	113	153
2.990000e+01	128	145
30	114	149
3.010000e+01	143	139
3.020000e+01	114	157
3.030000e+01	138	148
3.040000e+01	115	153
3.050000e+01	135	135
3.060000e+01	113	144
3.070000e+01	138	147
3.080000e+01	115	149
3.090000e+01	135	140
31	114	152
3.110000e+01	129	147
3.120000e+01	115	164
3.130000e+01	136	148
3.140000e+01	115	152
3.150000e+01	152	139
3.160000e+01	115	151
3.170000e+01	133	135
3.180000e+01	115	157
3.190000e+01	144	139
32	115	150
3.210000e+01	139	141
3.220000e+01	113	155
3.230000e+01	137	147
3.240000e+01	116	145
3.250000e+01	143	140
3.260000e+01	114	163
3.270000e+01	137	140
3.280000e+01	113	161
3.290000e+01	145	151
33	115	151
3.310000e+01	134	156
3.320000e+01	115	158
3.330000e+01	143	141
3.340000e+01	113	161
3.350000e+01	136	138
3.360000e+01	115	153
3.370000e+01	137	149
3.380000e+01	113	144
3.390000e+01	135	135
34	114	155
3.410000e+01	145	148
3.420000e+01	115	149
3.430000e+01	140	142
3.440000e+01	114	146
3.450000e+01	135	153
3.460000e+01	114	155
3.470000e+01	150	136
3.480000e+01	114	151
3.490000e+01	149	132
35	114	150
3.510000e+01	144	142
3.520000e+01	117	166
3.530000e+01	152	131
3.540000e+01	114	156
3.550000e+01	140	144
3.560000e+01	115	157
3.570000e+01	150	131
3.580000e+01	113	153
3.590000e+01	148	128
36	114	149
3.610000e+01	149	140
3.620000e+01	114	148
3.630000e+01	136	142
3.640000e+01	115	139
3.650000e+01	138	138
3.660000e+01	115	146
3.670000e+01	148	134
3.680000e+01	113	155
3.690000e+01	150	143
37	115	159
3.710000e+01	140	143
3.720000e+01	114	144
3.730000e+01	144	132
3.740000e+01	115	152
3.750000e+01	140	139
3.760000e+01	114	153
3.770000e+01	151	131
3.780000e+01	113	159
3.790000e+01	144	131
38	114	147
3.810000e+01	139	133
3.820000e+01	116	165
3.830000e+01	149	132
3.840000e+01	114	148
3.850000e+01	145	142
3.860000e+01	114	155
3.870000e+01	148	140
3.880000e+01	114	159
3.890000e+01	158	138
39	114	152
3.910000e+01	152	137
3.920000e+01	115	146
3.930000e+01	145	139
3.940000e+01	116	140
3.950000e+01	142	137
3.960000e+01	114	156
3.970000e+01	151	129
3.980000e+01	113	157
3.990000e+01	143	144
40	115	158
4.010000e+01	149	140
4.020000e+01	114	158
4.030000e+01	145	136
4.040000e+01	115	145
4.050000e+01	154	133
4.060000e+01	113	156
4.070000e+01	149	133
4.080000e+01	114	152
4.090000e+01	147	152
41	117	155
4.110000e+01	138	140
4.120000e+01	115	145
4.130000e+01	149	140
4.140000e+01	115	152
4.150000e+01	146	138
4.160000e+01	116	154
4.170000e+01	139	144
4.180000e+01	115	164
4.190000e+01	142	141
42	115	138
4.210000e+01	150	135
4.220000e+01	113	150
4.230000e+01	144	136
4.240000e+01	115	142
4.250000e+01	151	148
4.260000e+01	114	144
4.270000e+01	148	147
4.280000e+01	114	154
4.290000e+01	146	134
43	114	146
4.310000e+01	144	138
4.320000e+01	114	154
4.330000e+01	139	133
4.340000e+01	115	152
4.350000e+01	146	144
4.360000e+01	115	160
4.370000e+01	142	141
4.380000e+01	114	151
4.390000e+01	141	133
44	115	148
4.410000e+01	143	141
4.420000e+01	113	149
4.430000e+01	146	138
4.440000e+01	113	152
4.450000e+01	154	139
4.460000e+01	113	147
4.470000e+01	138	141
4.480000e+01	113	155
4.490000e+01	156	140
45	117	151
4.510000e+01	145	152
4.520000e+01	113	150
4.530000e+01	148	131
4.540000e+01	115	158
4.550000e+01	152	130
4.560000e+01	115	145
4.570000e+01	143	142
4.580000e+01	116	162
4.590000e+01	142	139
46	117	146
4.610000e+01	148	144
4.620000e+01	115	156
4.630000e+01	147	143
4.640000e+01	115	155
4.650000e+01	164	139
4.660000e+01	115	150
4.670000e+01	151	143
4.680000e+01	116	146
4.690000e+01	144	141
47	115	156
4.710000e+01	152	133
4.720000e+01	115	141
4.730000e+01	147	151
4.740000e+01	114	143
4.750000e+01	146	135
4.760000e+01	114	146
4.770000e+01	156	147
4.780000e+01	114	154
4.790000e+01	145	138
48	114	149
4.810000e+01	149	133
4.820000e+01	113	162
4.830000e+01	139	135
4.840000e+01	114	164
4.850000e+01	143	138
4.860000e+01	114	149
4.870000e+01	153	138
4.880000e+01	114	148
4.890000e+01	142	133
49	116	160
4.910000e+01	147	139
4.920000e+01	114	148
4.930000e+01	148	140
4.940000e+01	113	150
4.950000e+01	149	138
4.960000e+01	115	146
4.970000e+01	141	136
4.980000e+01	114	157
4.990000e+01	144	136
50	114	147
5.010000e+01	145	136
5.020000e+01	113	159
5.030000e+01	149	135
5.040000e+01	114	145
5.050000e+01	150	131
5.060000e+01	114	147
5.070000e+01	147	145
5.080000e+01	114	153
5.090000e+01	146	140
51	114	151
5.110000e+01	150	141
5.120000e+01	114	146
5.130000e+01	157	137
5.140000e+01	114	142
5.150000e+01	155	135
5.160000e+01	115	161
5.170000e+01	146	144
5.180000e+01	115	166
5.190000e+01	134	138
52	113	160
5.210000e+01	142	140
5.220000e+01	116	151
5.230000e+01	147	137
5.240000e+01	113	152
5.250000e+01	140	139
5.260000e+01	114	151
5.270000e+01	144	144
5.280000e+01	115	155
5.290000e+01	145	147
53	114	161
5.310000e+01	144	139
5.320000e+01	113	153
5.330000e+01	145	142
5.340000e+01	114	163
5.350000e+01	144	140
5.360000e+01	116	158
5.370000e+01	150	139
5.380000e+01	113	158
5.390000e+01	143	140
54	114	153
5.410000e+01	157	140
5.420000e+01	114	156
5.430000e+01	147	142
5.440000e+01	115	167
5.450000e+01	156	139
5.460000e+01	114	147
5.470000e+01	160	136
5.480000e+01	114	149
5.490000e+01	148	144
55	116	166
5.510000e+01	142	147
5.520000e+01	115	149
5.530000e+01	133	137
5.540000e+01	116	142
5.550000e+01	142	144
5.560000e+01	115	155
5.570000e+01	140	142
5.580000e+01	115	159
5.590000e+01	135	137
56	113	148
5.610000e+01	154	140
5.620000e+01	115	159
5.630000e+01	151	146
5.640000e+01	115	163
5.650000e+01	147	143
5.660000e+01	115	153
5.670000e+01	148	134
5.680000e+01	114	151
5.690000e+01	147	137
57	114	154
5.710000e+01	143	140
5.720000e+01	115	154
5.730000e+01	140	146
5.740000e+01	113	151
5.750000e+01	154	139
5.760000e+01	116	154
5.770000e+01	143	147
5.780000e+01	113	156
5.790000e+01	139	133
58	113	150
5.810000e+01	148	136
5.820000e+01	115	153
5.830000e+01	143	137
5.840000e+01	114	157
5.850000e+01	138	138
5.860000e+01	117	160
5.870000e+01	151	132
5.880000e+01	114	153
5.890000e+01	148	134
59	117	145
5.910000e+01	144	138
5.920000e+01	113	163
5.930000e+01	137	138
5.940000e+01	116	148
5.950000e+01	146	142
5.960000e+01	113	141
5.970000e+01	149	139
5.980000e+01	115	156
5.990000e+01	143	133
60	115	162
