coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	165	121
2.000000e-01	113	150
3.000000e-01	160	122
4.000000e-01	113	164
5.000000e-01	162	122
6.000000e-01	114	141
7.000000e-01	151	131
8.000000e-01	115	141
9.000000e-01	159	122
1	114	162
1.100000e+00	163	131
1.200000e+00	113	147
1.300000e+00	147	122
1.400000e+00	114	161
1.500000e+00	171	120
1.600000e+00	116	151
1.700000e+00	175	121
1.800000e+00	116	160
1.900000e+00	152	126
2	116	152
2.100000e+00	154	125
2.200000e+00	116	154
2.300000e+00	164	125
2.400000e+00	115	154
2.500000e+00	161	126
2.600000e+00	114	149
2.700000e+00	156	124
2.800000e+00	114	149
2.900000e+00	167	123
3	113	152
3.100000e+00	159	125
3.200000e+00	113	146
3.300000e+00	165	125
3.400000e+00	113	158
3.500000e+00	169	128
3.600000e+00	115	158
3.700000e+00	157	126
3.800000e+00	116	151
3.900000e+00	166	121
4	113	152
4.100000e+00	158	122
4.200000e+00	115	142
4.300000e+00	154	120
4.400000e+00	113	149
4.500000e+00	162	129
4.600000e+00	118	157
4.700000e+00	170	127
4.800000e+00	116	153
4.900000e+00	160	123
5	116	162
5.100000e+00	154	127
5.200000e+00	113	151
5.300000e+00	150	121
5.400000e+00	113	148
5.500000e+00	164	124
5.600000e+00	116	154
5.700000e+00	165	123
5.800000e+00	114	151
5.900000e+00	165	131
6	113	159
6.100000e+00	155	123
6.200000e+00	113	168
6.300000e+00	156	127
6.400000e+00	115	148
6.500000e+00	164	119
6.600000e+00	113	150
6.700000e+00	165	130
6.800000e+00	115	166
6.900000e+00	162	126
7	114	154
7.100000e+00	162	123
7.200000e+00	114	145
7.300000e+00	158	132
7.400000e+00	117	166
7.500000e+00	161	125
7.600000e+00	113	149
7.700000e+00	168	131
7.800000e+00	116	157
7.900000e+00	174	128
8	114	156
8.100000e+00	158	127
8.200000e+00	115	151
8.300000e+00	159	127
8.400000e+00	114	153
8.500000e+00	169	122
8.600000e+00	114	155
8.700000e+00	163	127
8.800000e+00	116	158
8.900000e+00	153	128
9	114	151
9.100000e+00	151	129
9.200000e+00	117	155
9.300000e+00	154	125
9.400000e+00	114	153
9.500000e+00	149	121
9.600000e+00	115	141
9.700000e+00	137	148
9.800000e+00	115	157
9.900000e+00	149	137
10	114	153
1.010000e+01	140	130
1.020000e+01	115	151
1.030000e+01	145	140
1.040000e+01	115	167
1.050000e+01	146	141
1.060000e+01	116	162
1.070000e+01	146	141
1.080000e+01	113	157
1.090000e+01	154	142
11	113	146
1.110000e+01	137	145
1.120000e+01	113	154
1.130000e+01	144	144
1.140000e+01	114	162
1.150000e+01	142	142
1.160000e+01	115	160
1.170000e+01	133	146
1.180000e+01	114	159
1.190000e+01	138	143
12	118	153
1.210000e+01	140	136
1.220000e+01	113	160
1.230000e+01	142	139
1.240000e+01	113	149
1.250000e+01	146	146
1.260000e+01	114	154
1.270000e+01	133	144
1.280000e+01	118	151
1.290000e+01	143	139
13	116	149
1.310000e+01	135	139
1.320000e+01	115	156
1.330000e+01	141	144
1.340000e+01	114	150
1.350000e+01	138	135
1.360000e+01	114	161
1.370000e+01	140	139
1.380000e+01	115	149
1.390000e+01	139	147
14	115	162
1.410000e+01	143	142
1.420000e+01	114	149
1.430000e+01	144	142
1.440000e+01	115	159
1.450000e+01	133	137
1.460000e+01	115	154
1.470000e+01	133	148
1.480000e+01	114	153
1.490000e+01	134	154
15	114	149
1.510000e+01	136	149
1.520000e+01	117	148
1.530000e+01	151	152
1.540000e+01	114	150
1.550000e+01	141	145
1.560000e+01	114	144
1.570000e+01	148	140
1.580000e+01	115	149
1.590000e+01	145	149
16	115	149
1.610000e+01	141	132
1.620000e+01	115	151
1.630000e+01	144	137
1.640000e+01	114	142
1.650000e+01	138	151
1.660000e+01	115	154
1.670000e+01	134	147
1.680000e+01	115	149
1.690000e+01	138	142
17	117	153
1.710000e+01	144	135
1.720000e+01	117	146
1.730000e+01	137	134
1.740000e+01	114	154
1.750000e+01	141	132
1.760000e+01	117	153
1.770000e+01	138	142
1.780000e+01	113	154
1.790000e+01	141	150
18	114	155
1.810000e+01	142	155
1.820000e+01	116	163
1.830000e+01	143	150
1.840000e+01	114	152
1.850000e+01	137	138
1.860000e+01	115	158
1.870000e+01	148	144
1.880000e+01	113	150
1.890000e+01	143	144
19	115	151
1.910000e+01	141	138
1.920000e+01	113	154
1.930000e+01	140	141
1.940000e+01	113	145
1.950000e+01	136	145
1.960000e+01	114	161
1.970000e+01	138	148
1.980000e+01	116	152
1.990000e+01	147	141
20	114	150
2.010000e+01	142	136
2.020000e+01	116	156
