coordinates:	38.8,82.3	88.8,82.3
timeat466nm	I_1at466nm	I_2at466nm
1.000000e-01	147	141
2.000000e-01	113	154
3.000000e-01	152	140
4.000000e-01	113	151
5.000000e-01	153	137
6.000000e-01	113	148
7.000000e-01	150	136
8.000000e-01	113	154
9.000000e-01	149	138
1	114	149
1.100000e+00	157	135
1.200000e+00	114	145
1.300000e+00	164	136
1.400000e+00	115	152
1.500000e+00	148	147
1.600000e+00	114	151
1.700000e+00	139	139
1.800000e+00	114	145
1.900000e+00	147	135
2	113	153
2.100000e+00	150	147
2.200000e+00	114	137
2.300000e+00	153	132
2.400000e+00	113	151
2.500000e+00	163	134
2.600000e+00	113	148
2.700000e+00	158	136
2.800000e+00	114	145
2.900000e+00	154	137
3	113	146
3.100000e+00	151	135
3.200000e+00	113	153
3.300000e+00	147	131
3.400000e+00	113	143
3.500000e+00	158	136
3.600000e+00	115	147
3.700000e+00	157	130
3.800000e+00	114	149
3.900000e+00	145	141
4	113	151
4.100000e+00	147	135
4.200000e+00	113	146
4.300000e+00	151	143
4.400000e+00	113	153
4.500000e+00	155	136
4.600000e+00	115	141
4.700000e+00	150	136
4.800000e+00	113	151
4.900000e+00	156	140
5	113	137
5.100000e+00	145	136
5.200000e+00	113	149
5.300000e+00	151	138
5.400000e+00	113	147
5.500000e+00	141	133
5.600000e+00	113	133
5.700000e+00	156	135
5.800000e+00	115	152
5.900000e+00	149	131
6	113	154
6.100000e+00	156	123
6.200000e+00	114	145
6.300000e+00	161	134
6.400000e+00	115	131
6.500000e+00	146	134
6.600000e+00	115	154
6.700000e+00	147	141
6.800000e+00	113	141
6.900000e+00	146	129
7	115	154
7.100000e+00	149	136
7.200000e+00	113	153
7.300000e+00	145	131
7.400000e+00	114	149
7.500000e+00	147	143
7.600000e+00	114	154
7.700000e+00	149	133
7.800000e+00	114	155
7.900000e+00	162	132
8	115	150
8.100000e+00	164	132
8.200000e+00	114	142
8.300000e+00	153	137
8.400000e+00	113	145
8.500000e+00	160	135
8.600000e+00	115	144
8.700000e+00	153	151
8.800000e+00	114	152
8.900000e+00	151	130
9	113	154
9.100000e+00	148	137
9.200000e+00	114	151
9.300000e+00	144	139
9.400000e+00	113	153
9.500000e+00	143	147
9.600000e+00	114	147
9.700000e+00	153	138
9.800000e+00	114	140
9.900000e+00	144	138
10	115	150
1.010000e+01	158	137
1.020000e+01	113	153
1.030000e+01	143	134
1.040000e+01	113	156
1.050000e+01	149	144
1.060000e+01	113	149
1.070000e+01	148	143
1.080000e+01	116	148
1.090000e+01	158	133
11	113	141
1.110000e+01	143	133
1.120000e+01	114	149
1.130000e+01	139	145
1.140000e+01	113	141
1.150000e+01	150	136
1.160000e+01	114	151
1.170000e+01	149	137
1.180000e+01	113	149
1.190000e+01	149	135
12	113	147
1.210000e+01	147	140
1.220000e+01	113	146
1.230000e+01	154	134
1.240000e+01	113	145
1.250000e+01	157	138
1.260000e+01	114	154
1.270000e+01	150	129
1.280000e+01	113	147
1.290000e+01	149	141
13	113	141
1.310000e+01	146	143
1.320000e+01	116	153
1.330000e+01	162	128
1.340000e+01	113	147
1.350000e+01	151	138
1.360000e+01	115	141
1.370000e+01	144	128
1.380000e+01	114	157
1.390000e+01	145	139
14	115	146
1.410000e+01	159	137
1.420000e+01	113	142
1.430000e+01	162	133
1.440000e+01	114	152
1.450000e+01	158	144
1.460000e+01	113	148
1.470000e+01	159	133
1.480000e+01	116	154
1.490000e+01	154	129
15	114	144
1.510000e+01	149	144
1.520000e+01	114	148
1.530000e+01	163	137
1.540000e+01	114	144
1.550000e+01	160	141
1.560000e+01	115	141
1.570000e+01	145	136
1.580000e+01	113	144
1.590000e+01	144	133
16	113	143
1.610000e+01	154	131
1.620000e+01	114	146
1.630000e+01	159	139
1.640000e+01	113	150
1.650000e+01	149	135
1.660000e+01	113	144
1.670000e+01	158	133
1.680000e+01	114	149
1.690000e+01	151	140
17	113	149
1.710000e+01	152	135
1.720000e+01	113	159
1.730000e+01	157	134
1.740000e+01	114	138
1.750000e+01	159	141
1.760000e+01	113	161
1.770000e+01	146	142
1.780000e+01	113	146
1.790000e+01	143	139
18	113	147
1.810000e+01	146	131
1.820000e+01	113	145
1.830000e+01	147	145
1.840000e+01	113	159
1.850000e+01	146	140
1.860000e+01	114	143
1.870000e+01	150	129
1.880000e+01	113	147
1.890000e+01	148	137
19	114	143
1.910000e+01	143	131
1.920000e+01	113	158
1.930000e+01	150	132
1.940000e+01	114	150
1.950000e+01	154	132
1.960000e+01	114	149
1.970000e+01	147	134
1.980000e+01	113	147
1.990000e+01	158	131
20	114	144
