coordinates:	28.9,65.4	78.9,65.4
2.730000e+01	153	145
2.740000e+01	113	153
2.750000e+01	154	135
2.760000e+01	116	160
2.770000e+01	145	134
2.780000e+01	114	141
2.790000e+01	144	143
28	115	149
2.810000e+01	143	130
2.820000e+01	116	151
2.830000e+01	146	136
2.840000e+01	114	158
2.850000e+01	153	152
2.860000e+01	113	146
2.870000e+01	138	131
2.880000e+01	115	153
2.890000e+01	139	133
29	113	150
2.910000e+01	146	127
2.920000e+01	116	161
2.930000e+01	142	137
2.940000e+01	116	153
2.950000e+01	134	129
2.960000e+01	114	164
2.970000e+01	138	128
2.980000e+01	115	166
2.990000e+01	145	140
30	117	151
3.010000e+01	152	136
3.020000e+01	116	158
3.030000e+01	145	146
3.040000e+01	113	153
3.050000e+01	139	140
3.060000e+01	113	147
3.070000e+01	135	145
3.080000e+01	114	148
3.090000e+01	150	148
31	113	170
3.110000e+01	132	142
3.120000e+01	114	149
3.130000e+01	139	138
3.140000e+01	113	144
3.150000e+01	139	143
3.160000e+01	114	148
3.170000e+01	154	137
3.180000e+01	116	153
3.190000e+01	151	137
32	114	143
3.210000e+01	150	137
3.220000e+01	113	157
3.230000e+01	148	140
3.240000e+01	115	148
3.250000e+01	140	127
3.260000e+01	114	140
3.270000e+01	148	132
3.280000e+01	114	154
3.290000e+01	153	145
33	114	146
3.310000e+01	144	138
3.320000e+01	114	150
3.330000e+01	138	136
3.340000e+01	113	145
3.350000e+01	149	139
3.360000e+01	114	160
3.370000e+01	146	148
3.380000e+01	116	161
3.390000e+01	146	146
34	114	144
3.410000e+01	141	134
3.420000e+01	116	146
3.430000e+01	150	135
3.440000e+01	115	140
3.450000e+01	144	137
3.460000e+01	114	151
3.470000e+01	161	139
3.480000e+01	114	143
3.490000e+01	157	135
35	114	153
3.510000e+01	140	135
3.520000e+01	115	156
3.530000e+01	140	132
3.540000e+01	115	163
3.550000e+01	142	138
3.560000e+01	113	158
3.570000e+01	136	139
3.580000e+01	114	159
3.590000e+01	145	148
36	115	154
3.610000e+01	166	135
3.620000e+01	114	153
3.630000e+01	142	145
3.640000e+01	114	161
3.650000e+01	151	135
3.660000e+01	116	147
3.670000e+01	139	133
3.680000e+01	116	149
3.690000e+01	150	141
37	116	147
3.710000e+01	143	127
3.720000e+01	114	166
3.730000e+01	143	143
3.740000e+01	115	149
3.750000e+01	144	140
3.760000e+01	116	159
3.770000e+01	142	138
3.780000e+01	114	144
3.790000e+01	137	145
38	113	151
3.810000e+01	142	131
3.820000e+01	115	155
3.830000e+01	146	136
3.840000e+01	115	157
3.850000e+01	145	146
3.860000e+01	116	153
3.870000e+01	147	136
3.880000e+01	115	158
3.890000e+01	146	136
39	113	149
3.910000e+01	139	133
3.920000e+01	113	135
3.930000e+01	152	130
3.940000e+01	113	146
3.950000e+01	147	140
3.960000e+01	113	149
3.970000e+01	136	129
3.980000e+01	113	153
3.990000e+01	142	142
40	114	145
4.010000e+01	151	137
4.020000e+01	113	146
4.030000e+01	138	131
4.040000e+01	115	151
4.050000e+01	160	142
4.060000e+01	116	149
4.070000e+01	147	140
4.080000e+01	115	158
4.090000e+01	135	141
41	115	143
4.110000e+01	141	143
4.120000e+01	114	155
4.130000e+01	145	144
4.140000e+01	114	155
4.150000e+01	147	136
4.160000e+01	115	156
4.170000e+01	137	149
4.180000e+01	114	152
4.190000e+01	141	139
42	113	153
4.210000e+01	151	136
4.220000e+01	115	144
4.230000e+01	144	141
4.240000e+01	114	155
4.250000e+01	147	136
4.260000e+01	115	150
4.270000e+01	146	141
4.280000e+01	116	152
4.290000e+01	146	137
43	114	149
4.310000e+01	148	141
4.320000e+01	114	154
4.330000e+01	148	147
4.340000e+01	114	152
4.350000e+01	143	139
4.360000e+01	113	159
4.370000e+01	136	138
4.380000e+01	114	168
4.390000e+01	146	140
44	116	154
4.410000e+01	144	140
4.420000e+01	115	166
4.430000e+01	142	140
4.440000e+01	113	149
4.450000e+01	151	134
4.460000e+01	114	144
4.470000e+01	147	137
4.480000e+01	114	148
4.490000e+01	149	139
45	115	148
4.510000e+01	152	139
4.520000e+01	115	151
4.530000e+01	142	142
4.540000e+01	115	153
4.550000e+01	142	147
4.560000e+01	114	153
4.570000e+01	150	134
4.580000e+01	115	156
4.590000e+01	153	143
46	114	144
4.610000e+01	135	137
4.620000e+01	113	155
4.630000e+01	145	134
4.640000e+01	115	148
4.650000e+01	143	140
4.660000e+01	114	161
4.670000e+01	150	135
4.680000e+01	114	152
4.690000e+01	144	134
47	114	144
4.710000e+01	146	148
4.720000e+01	116	149
4.730000e+01	143	137
4.740000e+01	115	158
4.750000e+01	147	138
4.760000e+01	116	149
4.770000e+01	144	145
4.780000e+01	113	149
4.790000e+01	145	143
48	114	152
4.810000e+01	150	132
4.820000e+01	117	142
4.830000e+01	146	134
4.840000e+01	114	151
4.850000e+01	152	137
4.860000e+01	114	141
4.870000e+01	154	133
4.880000e+01	114	163
4.890000e+01	156	142
49	114	144
4.910000e+01	150	135
4.920000e+01	114	156
4.930000e+01	142	139
4.940000e+01	113	153
4.950000e+01	154	139
4.960000e+01	114	154
4.970000e+01	143	143
4.980000e+01	113	155
4.990000e+01	148	139
50	115	162
5.010000e+01	150	141
5.020000e+01	113	147
5.030000e+01	152	141
5.040000e+01	115	154
5.050000e+01	145	136
5.060000e+01	115	158
5.070000e+01	142	137
5.080000e+01	114	146
5.090000e+01	136	130
51	115	147
5.110000e+01	152	135
5.120000e+01	116	145
5.130000e+01	142	142
5.140000e+01	115	139
5.150000e+01	143	129
5.160000e+01	113	151
5.170000e+01	148	134
5.180000e+01	114	142
5.190000e+01	147	142
52	113	155
5.210000e+01	139	145
5.220000e+01	117	152
5.230000e+01	151	129
5.240000e+01	114	155
5.250000e+01	140	135
5.260000e+01	114	162
5.270000e+01	150	137
5.280000e+01	114	145
5.290000e+01	146	143
53	113	152
5.310000e+01	144	126
5.320000e+01	114	151
5.330000e+01	145	138
5.340000e+01	114	153
5.350000e+01	147	144
5.360000e+01	115	145
5.370000e+01	147	128
5.380000e+01	113	152
5.390000e+01	144	133
54	115	147
5.410000e+01	148	136
5.420000e+01	114	143
5.430000e+01	154	142
5.440000e+01	114	158
5.450000e+01	140	146
5.460000e+01	116	155
5.470000e+01	145	130
5.480000e+01	116	154
5.490000e+01	146	139
55	114	152
5.510000e+01	150	142
5.520000e+01	115	153
5.530000e+01	147	140
5.540000e+01	113	147
5.550000e+01	140	136
5.560000e+01	114	141
5.570000e+01	149	138
5.580000e+01	116	154
5.590000e+01	149	127
56	113	159
5.610000e+01	147	136
5.620000e+01	116	156
5.630000e+01	147	141
5.640000e+01	117	146
5.650000e+01	149	136
5.660000e+01	113	147
5.670000e+01	148	138
5.680000e+01	115	146
5.690000e+01	160	135
57	115	164
5.710000e+01	141	136
5.720000e+01	115	159
5.730000e+01	150	130
5.740000e+01	114	148
5.750000e+01	138	136
5.760000e+01	114	148
5.770000e+01	143	143
5.780000e+01	116	140
5.790000e+01	137	139
58	115	143
5.810000e+01	136	134
5.820000e+01	114	151
5.830000e+01	143	140
5.840000e+01	115	150
5.850000e+01	142	135
5.860000e+01	113	156
5.870000e+01	149	140
5.880000e+01	115	145
5.890000e+01	155	143
59	113	151
5.910000e+01	148	138
5.920000e+01	115	151
5.930000e+01	145	142
5.940000e+01	114	146
5.950000e+01	143	134
5.960000e+01	114	149
5.970000e+01	146	141
5.980000e+01	113	152
5.990000e+01	145	145
60	114	158
