coordinates:	28.9,65.4	78.9,65.4
5.160000e+01	113	150
5.170000e+01	145	144
5.180000e+01	119	159
5.190000e+01	132	145
52	113	152
5.210000e+01	140	141
5.220000e+01	115	152
5.230000e+01	155	140
5.240000e+01	113	152
5.250000e+01	130	156
5.260000e+01	113	150
5.270000e+01	141	145
5.280000e+01	114	160
5.290000e+01	134	147
53	115	148
5.310000e+01	136	141
5.320000e+01	113	149
5.330000e+01	133	146
5.340000e+01	113	147
5.350000e+01	132	149
5.360000e+01	115	164
5.370000e+01	140	142
5.380000e+01	114	154
5.390000e+01	141	147
54	116	146
5.410000e+01	143	143
5.420000e+01	114	151
5.430000e+01	135	148
5.440000e+01	115	150
5.450000e+01	129	135
5.460000e+01	113	165
5.470000e+01	140	141
5.480000e+01	115	160
5.490000e+01	147	141
55	113	152
5.510000e+01	137	140
5.520000e+01	114	151
5.530000e+01	137	133
5.540000e+01	113	145
5.550000e+01	152	140
5.560000e+01	115	142
5.570000e+01	138	139
5.580000e+01	114	157
5.590000e+01	139	143
56	114	152
5.610000e+01	133	150
5.620000e+01	117	159
5.630000e+01	136	148
5.640000e+01	113	157
5.650000e+01	146	144
5.660000e+01	114	158
5.670000e+01	139	154
5.680000e+01	114	148
5.690000e+01	142	144
57	113	145
5.710000e+01	139	152
5.720000e+01	113	149
5.730000e+01	132	142
5.740000e+01	113	153
5.750000e+01	142	142
5.760000e+01	114	148
5.770000e+01	137	154
5.780000e+01	114	149
5.790000e+01	145	142
58	114	155
5.810000e+01	140	140
5.820000e+01	113	153
5.830000e+01	147	148
5.840000e+01	113	168
5.850000e+01	145	135
5.860000e+01	114	152
5.870000e+01	138	154
5.880000e+01	116	150
5.890000e+01	134	141
59	115	152
5.910000e+01	130	154
5.920000e+01	113	163
5.930000e+01	142	138
5.940000e+01	114	156
5.950000e+01	139	140
5.960000e+01	113	153
5.970000e+01	165	125
5.980000e+01	113	154
5.990000e+01	151	127
60	114	147
