coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	134	139
2.000000e-01	115	150
3.000000e-01	143	144
4.000000e-01	114	150
5.000000e-01	141	154
6.000000e-01	114	146
7.000000e-01	140	149
8.000000e-01	113	153
9.000000e-01	138	147
1	113	149
1.100000e+00	135	144
1.200000e+00	113	156
1.300000e+00	140	142
1.400000e+00	114	158
1.500000e+00	137	145
1.600000e+00	115	157
1.700000e+00	141	141
1.800000e+00	116	156
1.900000e+00	146	153
2	114	160
2.100000e+00	140	139
2.200000e+00	113	155
2.300000e+00	141	140
2.400000e+00	114	151
2.500000e+00	144	142
2.600000e+00	113	145
2.700000e+00	138	144
2.800000e+00	115	154
2.900000e+00	145	145
3	113	150
3.100000e+00	153	141
3.200000e+00	113	149
3.300000e+00	134	148
3.400000e+00	113	153
3.500000e+00	142	136
3.600000e+00	114	159
3.700000e+00	143	151
3.800000e+00	115	156
3.900000e+00	137	153
4	115	159
4.100000e+00	138	137
4.200000e+00	115	148
4.300000e+00	139	147
4.400000e+00	114	150
4.500000e+00	145	148
4.600000e+00	116	163
4.700000e+00	142	148
4.800000e+00	114	159
4.900000e+00	143	153
5	116	157
5.100000e+00	143	154
5.200000e+00	114	156
5.300000e+00	157	135
5.400000e+00	118	148
5.500000e+00	139	145
5.600000e+00	117	150
5.700000e+00	132	141
5.800000e+00	114	148
5.900000e+00	143	141
6	113	148
6.100000e+00	133	136
6.200000e+00	116	135
6.300000e+00	132	151
6.400000e+00	114	153
6.500000e+00	147	144
6.600000e+00	115	158
6.700000e+00	142	137
6.800000e+00	114	153
6.900000e+00	138	138
7	114	145
7.100000e+00	141	145
7.200000e+00	117	153
7.300000e+00	147	143
7.400000e+00	113	142
7.500000e+00	129	139
7.600000e+00	114	160
7.700000e+00	153	143
7.800000e+00	115	142
7.900000e+00	140	146
8	115	156
8.100000e+00	146	143
8.200000e+00	114	168
8.300000e+00	140	153
8.400000e+00	115	155
8.500000e+00	141	132
8.600000e+00	117	164
8.700000e+00	139	157
8.800000e+00	114	142
8.900000e+00	143	136
9	115	143
9.100000e+00	140	137
9.200000e+00	115	145
9.300000e+00	135	131
9.400000e+00	115	153
9.500000e+00	147	126
9.600000e+00	115	147
9.700000e+00	164	129
9.800000e+00	114	159
9.900000e+00	162	120
10	115	147
1.010000e+01	161	132
1.020000e+01	113	159
1.030000e+01	155	123
1.040000e+01	113	158
1.050000e+01	162	132
1.060000e+01	116	161
1.070000e+01	166	126
1.080000e+01	115	157
1.090000e+01	149	127
11	115	163
1.110000e+01	157	123
1.120000e+01	113	144
1.130000e+01	165	120
1.140000e+01	114	150
1.150000e+01	154	126
1.160000e+01	114	156
1.170000e+01	160	126
1.180000e+01	114	152
1.190000e+01	152	124
12	115	150
1.210000e+01	162	122
1.220000e+01	114	158
1.230000e+01	165	125
1.240000e+01	115	145
1.250000e+01	162	124
1.260000e+01	113	155
1.270000e+01	168	132
1.280000e+01	115	153
1.290000e+01	161	126
13	113	149
1.310000e+01	172	134
1.320000e+01	115	157
1.330000e+01	156	132
1.340000e+01	115	159
1.350000e+01	152	128
1.360000e+01	114	150
1.370000e+01	163	126
1.380000e+01	115	154
1.390000e+01	169	127
14	113	155
1.410000e+01	164	129
1.420000e+01	115	151
1.430000e+01	164	131
1.440000e+01	113	154
1.450000e+01	155	129
1.460000e+01	113	148
1.470000e+01	157	122
1.480000e+01	114	159
1.490000e+01	162	127
15	113	163
1.510000e+01	166	125
1.520000e+01	114	163
1.530000e+01	160	128
1.540000e+01	113	151
1.550000e+01	154	127
1.560000e+01	114	145
1.570000e+01	151	128
1.580000e+01	113	148
1.590000e+01	159	125
16	113	148
1.610000e+01	165	132
1.620000e+01	115	146
1.630000e+01	160	131
1.640000e+01	113	159
1.650000e+01	161	128
1.660000e+01	113	160
1.670000e+01	167	128
1.680000e+01	115	164
1.690000e+01	179	124
17	114	152
1.710000e+01	168	127
1.720000e+01	114	149
1.730000e+01	151	123
1.740000e+01	114	133
1.750000e+01	153	125
1.760000e+01	115	149
1.770000e+01	167	127
1.780000e+01	116	149
1.790000e+01	183	122
18	117	160
1.810000e+01	160	129
1.820000e+01	117	143
1.830000e+01	151	131
1.840000e+01	114	147
1.850000e+01	171	123
1.860000e+01	115	142
1.870000e+01	158	125
1.880000e+01	114	144
1.890000e+01	151	131
19	114	152
1.910000e+01	142	146
1.920000e+01	115	155
1.930000e+01	138	147
1.940000e+01	113	163
1.950000e+01	137	147
1.960000e+01	114	146
1.970000e+01	138	142
1.980000e+01	114	143
1.990000e+01	140	138
20	114	153
2.010000e+01	133	147
2.020000e+01	114	154
2.030000e+01	148	146
2.040000e+01	113	151
2.050000e+01	141	148
2.060000e+01	117	153
2.070000e+01	128	143
2.080000e+01	114	138
2.090000e+01	136	148
21	116	150
2.110000e+01	135	147
2.120000e+01	114	162
2.130000e+01	137	131
2.140000e+01	116	163
2.150000e+01	145	147
2.160000e+01	113	149
2.170000e+01	139	136
2.180000e+01	114	149
2.190000e+01	132	149
22	115	147
2.210000e+01	136	154
2.220000e+01	114	141
2.230000e+01	137	144
2.240000e+01	116	154
2.250000e+01	143	147
2.260000e+01	113	156
2.270000e+01	146	140
2.280000e+01	113	156
2.290000e+01	129	151
23	117	155
2.310000e+01	142	134
2.320000e+01	113	149
2.330000e+01	138	128
2.340000e+01	115	150
2.350000e+01	144	142
2.360000e+01	115	162
2.370000e+01	130	155
2.380000e+01	113	143
2.390000e+01	136	140
24	116	146
2.410000e+01	145	142
2.420000e+01	114	150
2.430000e+01	142	140
2.440000e+01	116	158
2.450000e+01	132	148
2.460000e+01	113	143
2.470000e+01	146	144
2.480000e+01	114	155
2.490000e+01	141	141
25	113	157
2.510000e+01	141	142
2.520000e+01	114	156
2.530000e+01	148	137
2.540000e+01	113	153
2.550000e+01	146	157
2.560000e+01	116	149
2.570000e+01	141	141
2.580000e+01	116	154
2.590000e+01	135	148
26	114	157
2.610000e+01	139	141
2.620000e+01	114	149
2.630000e+01	146	140
2.640000e+01	115	149
2.650000e+01	133	150
2.660000e+01	116	153
2.670000e+01	138	141
2.680000e+01	115	154
2.690000e+01	146	144
27	114	154
2.710000e+01	141	144
2.720000e+01	115	158
2.730000e+01	138	140
2.740000e+01	115	155
2.750000e+01	141	143
2.760000e+01	113	158
2.770000e+01	151	140
2.780000e+01	115	157
2.790000e+01	134	130
28	114	153
2.810000e+01	134	141
2.820000e+01	115	150
2.830000e+01	144	145
2.840000e+01	116	155
2.850000e+01	148	152
2.860000e+01	113	159
2.870000e+01	136	145
2.880000e+01	114	140
2.890000e+01	136	134
29	116	156
2.910000e+01	145	143
2.920000e+01	116	159
2.930000e+01	133	140
2.940000e+01	116	164
2.950000e+01	133	136
2.960000e+01	115	138
2.970000e+01	144	142
2.980000e+01	116	147
2.990000e+01	139	140
30	113	151
3.010000e+01	146	136
3.020000e+01	113	147
3.030000e+01	134	131
3.040000e+01	115	158
3.050000e+01	136	136
3.060000e+01	114	152
3.070000e+01	138	145
3.080000e+01	115	149
3.090000e+01	139	154
31	116	148
3.110000e+01	144	147
3.120000e+01	115	155
3.130000e+01	140	139
3.140000e+01	114	147
3.150000e+01	128	154
3.160000e+01	114	150
3.170000e+01	139	132
3.180000e+01	115	154
3.190000e+01	140	137
32	115	156
3.210000e+01	143	160
3.220000e+01	116	159
3.230000e+01	136	138
3.240000e+01	114	148
3.250000e+01	141	138
3.260000e+01	114	154
3.270000e+01	143	149
3.280000e+01	114	149
3.290000e+01	147	140
33	114	149
3.310000e+01	129	147
3.320000e+01	115	158
3.330000e+01	137	144
3.340000e+01	115	161
3.350000e+01	143	139
3.360000e+01	114	153
3.370000e+01	148	137
3.380000e+01	117	156
3.390000e+01	139	140
34	116	154
3.410000e+01	138	146
3.420000e+01	114	149
3.430000e+01	137	146
3.440000e+01	117	154
3.450000e+01	131	146
3.460000e+01	114	143
3.470000e+01	136	143
3.480000e+01	115	152
3.490000e+01	143	138
35	114	142
3.510000e+01	154	141
3.520000e+01	114	152
3.530000e+01	137	156
3.540000e+01	113	154
3.550000e+01	138	142
3.560000e+01	115	159
3.570000e+01	143	138
3.580000e+01	113	149
3.590000e+01	134	142
36	114	156
3.610000e+01	141	135
3.620000e+01	113	152
3.630000e+01	140	136
3.640000e+01	114	149
3.650000e+01	144	152
3.660000e+01	113	156
3.670000e+01	143	144
3.680000e+01	116	146
3.690000e+01	136	134
37	115	157
3.710000e+01	139	137
3.720000e+01	114	148
3.730000e+01	135	153
3.740000e+01	117	154
3.750000e+01	140	145
3.760000e+01	113	152
3.770000e+01	134	144
3.780000e+01	113	160
3.790000e+01	141	147
38	116	159
3.810000e+01	149	139
3.820000e+01	113	145
3.830000e+01	145	142
3.840000e+01	114	157
3.850000e+01	137	139
3.860000e+01	114	141
3.870000e+01	138	147
3.880000e+01	114	142
3.890000e+01	140	143
39	113	156
3.910000e+01	142	142
3.920000e+01	114	147
3.930000e+01	139	141
3.940000e+01	113	136
3.950000e+01	129	143
3.960000e+01	114	151
3.970000e+01	150	146
3.980000e+01	114	146
3.990000e+01	142	144
40	114	156
4.010000e+01	143	146
4.020000e+01	115	152
4.030000e+01	141	150
4.040000e+01	114	163
4.050000e+01	145	143
4.060000e+01	114	145
4.070000e+01	136	145
4.080000e+01	115	145
4.090000e+01	144	137
41	115	154
4.110000e+01	146	157
4.120000e+01	115	145
4.130000e+01	144	143
4.140000e+01	116	149
4.150000e+01	142	138
4.160000e+01	113	152
4.170000e+01	138	144
4.180000e+01	114	164
4.190000e+01	139	139
42	114	155
4.210000e+01	151	145
4.220000e+01	116	150
4.230000e+01	143	155
4.240000e+01	115	147
4.250000e+01	137	141
4.260000e+01	116	159
4.270000e+01	135	149
4.280000e+01	116	145
4.290000e+01	140	136
43	115	165
4.310000e+01	133	162
4.320000e+01	113	152
4.330000e+01	144	141
4.340000e+01	114	160
4.350000e+01	132	142
4.360000e+01	115	162
4.370000e+01	134	148
4.380000e+01	115	155
4.390000e+01	141	141
44	115	146
4.410000e+01	137	146
4.420000e+01	116	165
4.430000e+01	146	140
4.440000e+01	115	156
4.450000e+01	144	149
4.460000e+01	114	138
4.470000e+01	141	133
4.480000e+01	114	166
4.490000e+01	137	154
45	113	147
4.510000e+01	144	148
4.520000e+01	115	145
4.530000e+01	143	143
4.540000e+01	114	149
4.550000e+01	142	159
4.560000e+01	113	150
4.570000e+01	147	147
4.580000e+01	117	167
4.590000e+01	142	143
46	114	157
4.610000e+01	141	139
4.620000e+01	114	164
4.630000e+01	143	137
4.640000e+01	115	148
4.650000e+01	141	139
4.660000e+01	114	147
4.670000e+01	144	147
4.680000e+01	115	154
4.690000e+01	138	140
47	114	149
4.710000e+01	129	141
4.720000e+01	115	141
4.730000e+01	150	143
4.740000e+01	116	152
4.750000e+01	146	141
4.760000e+01	115	154
4.770000e+01	130	143
4.780000e+01	114	153
4.790000e+01	145	140
48	114	152
4.810000e+01	151	139
4.820000e+01	114	150
4.830000e+01	152	136
4.840000e+01	113	161
4.850000e+01	145	149
4.860000e+01	114	156
4.870000e+01	140	147
4.880000e+01	114	153
4.890000e+01	138	147
49	115	158
4.910000e+01	142	135
4.920000e+01	115	153
4.930000e+01	139	142
4.940000e+01	115	148
4.950000e+01	136	146
4.960000e+01	115	147
4.970000e+01	145	141
4.980000e+01	113	149
4.990000e+01	139	146
50	115	151
5.010000e+01	141	131
5.020000e+01	117	141
5.030000e+01	137	143
5.040000e+01	115	151
5.050000e+01	142	134
5.060000e+01	114	150
5.070000e+01	148	156
5.080000e+01	113	147
5.090000e+01	147	133
51	118	156
5.110000e+01	137	142
5.120000e+01	114	157
5.130000e+01	129	139
5.140000e+01	113	160
5.150000e+01	146	137
