coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	142	156
2.000000e-01	115	158
3.000000e-01	136	137
4.000000e-01	114	154
5.000000e-01	143	152
6.000000e-01	114	148
7.000000e-01	139	150
8.000000e-01	117	157
9.000000e-01	134	143
1	114	160
1.100000e+00	138	142
1.200000e+00	114	156
1.300000e+00	142	146
1.400000e+00	114	152
1.500000e+00	132	143
1.600000e+00	118	157
1.700000e+00	151	150
1.800000e+00	114	167
1.900000e+00	137	141
2	115	152
2.100000e+00	140	146
2.200000e+00	113	151
2.300000e+00	143	149
2.400000e+00	116	146
2.500000e+00	133	141
2.600000e+00	114	149
2.700000e+00	137	143
2.800000e+00	115	163
2.900000e+00	144	144
3	113	155
3.100000e+00	140	144
3.200000e+00	113	147
3.300000e+00	139	134
3.400000e+00	113	162
3.500000e+00	131	139
3.600000e+00	116	146
3.700000e+00	142	140
3.800000e+00	117	151
3.900000e+00	137	142
4	114	146
4.100000e+00	138	139
4.200000e+00	115	154
4.300000e+00	145	152
4.400000e+00	114	149
4.500000e+00	141	149
4.600000e+00	115	149
4.700000e+00	137	147
4.800000e+00	114	140
4.900000e+00	139	139
5	116	168
5.100000e+00	139	136
5.200000e+00	113	160
5.300000e+00	134	138
5.400000e+00	113	148
5.500000e+00	139	140
5.600000e+00	113	165
5.700000e+00	140	149
5.800000e+00	115	143
5.900000e+00	141	148
6	114	152
6.100000e+00	137	143
6.200000e+00	115	157
6.300000e+00	138	137
6.400000e+00	113	143
6.500000e+00	144	148
6.600000e+00	113	161
6.700000e+00	137	144
6.800000e+00	114	157
6.900000e+00	137	144
7	115	148
7.100000e+00	136	142
7.200000e+00	114	175
7.300000e+00	143	141
7.400000e+00	114	141
7.500000e+00	133	151
7.600000e+00	116	156
7.700000e+00	142	152
7.800000e+00	117	156
7.900000e+00	135	145
8	115	163
8.100000e+00	144	147
8.200000e+00	113	148
8.300000e+00	142	137
8.400000e+00	114	156
8.500000e+00	137	147
8.600000e+00	114	151
8.700000e+00	146	140
8.800000e+00	114	147
8.900000e+00	139	139
9	114	145
9.100000e+00	144	157
9.200000e+00	115	144
9.300000e+00	145	140
9.400000e+00	115	150
9.500000e+00	140	147
9.600000e+00	113	151
9.700000e+00	143	146
9.800000e+00	116	146
9.900000e+00	130	137
10	114	155
1.010000e+01	142	146
1.020000e+01	113	156
1.030000e+01	144	149
1.040000e+01	116	150
1.050000e+01	146	148
1.060000e+01	114	150
1.070000e+01	138	145
1.080000e+01	115	163
1.090000e+01	137	148
11	114	164
1.110000e+01	135	146
1.120000e+01	113	155
1.130000e+01	146	137
1.140000e+01	115	152
1.150000e+01	131	147
1.160000e+01	118	158
1.170000e+01	142	153
1.180000e+01	113	145
1.190000e+01	145	141
12	117	146
1.210000e+01	144	149
1.220000e+01	114	145
1.230000e+01	132	149
1.240000e+01	114	142
1.250000e+01	144	141
1.260000e+01	114	151
1.270000e+01	142	142
1.280000e+01	113	146
1.290000e+01	149	142
13	115	154
1.310000e+01	141	143
