coordinates:	38.8,82.3	88.8,82.3
timeat466nm	I_1at466nm	I_2at466nm
1.000000e-01	143	152
2.000000e-01	115	143
3.000000e-01	134	151
4.000000e-01	113	147
5.000000e-01	139	141
6.000000e-01	114	149
7.000000e-01	142	141
8.000000e-01	114	154
9.000000e-01	144	146
1	113	142
1.100000e+00	146	148
1.200000e+00	114	152
1.300000e+00	150	137
1.400000e+00	113	156
1.500000e+00	145	150
1.600000e+00	113	149
1.700000e+00	140	145
1.800000e+00	114	147
1.900000e+00	135	132
2	113	141
2.100000e+00	132	141
2.200000e+00	113	143
2.300000e+00	140	132
2.400000e+00	113	139
2.500000e+00	137	134
2.600000e+00	114	153
2.700000e+00	140	146
2.800000e+00	113	151
2.900000e+00	138	145
3	114	144
3.100000e+00	147	154
3.200000e+00	113	148
3.300000e+00	137	138
3.400000e+00	113	148
3.500000e+00	131	154
3.600000e+00	113	139
3.700000e+00	145	141
3.800000e+00	113	154
3.900000e+00	140	153
4	113	157
4.100000e+00	143	155
4.200000e+00	115	150
4.300000e+00	133	139
4.400000e+00	113	139
4.500000e+00	139	148
4.600000e+00	113	159
4.700000e+00	140	142
4.800000e+00	114	148
4.900000e+00	144	144
5	114	139
5.100000e+00	137	142
5.200000e+00	114	143
5.300000e+00	146	141
5.400000e+00	114	142
5.500000e+00	153	145
5.600000e+00	114	149
5.700000e+00	148	133
5.800000e+00	114	150
5.900000e+00	154	136
6	114	143
6.100000e+00	154	146
6.200000e+00	113	151
6.300000e+00	142	136
6.400000e+00	114	142
6.500000e+00	137	141
6.600000e+00	114	137
6.700000e+00	151	133
6.800000e+00	113	139
6.900000e+00	151	142
7	114	161
7.100000e+00	150	137
7.200000e+00	113	150
7.300000e+00	149	133
7.400000e+00	114	157
7.500000e+00	149	135
7.600000e+00	114	151
7.700000e+00	145	144
7.800000e+00	113	147
7.900000e+00	142	141
8	113	147
8.100000e+00	143	148
8.200000e+00	114	146
8.300000e+00	152	138
8.400000e+00	114	144
8.500000e+00	148	135
8.600000e+00	113	152
8.700000e+00	146	141
8.800000e+00	114	152
8.900000e+00	153	137
9	114	145
9.100000e+00	153	135
9.200000e+00	113	140
9.300000e+00	149	138
9.400000e+00	113	151
9.500000e+00	162	148
9.600000e+00	113	148
9.700000e+00	150	128
9.800000e+00	114	144
9.900000e+00	147	138
10	113	152
1.010000e+01	145	134
1.020000e+01	113	151
1.030000e+01	151	132
1.040000e+01	113	159
1.050000e+01	150	138
1.060000e+01	113	151
1.070000e+01	152	142
1.080000e+01	114	152
1.090000e+01	147	139
11	114	147
1.110000e+01	150	139
1.120000e+01	114	143
1.130000e+01	145	137
1.140000e+01	113	138
1.150000e+01	138	138
1.160000e+01	114	136
1.170000e+01	134	140
1.180000e+01	113	156
1.190000e+01	149	138
12	113	140
1.210000e+01	137	134
1.220000e+01	113	149
1.230000e+01	143	139
1.240000e+01	114	158
1.250000e+01	147	137
1.260000e+01	113	157
1.270000e+01	142	140
1.280000e+01	113	150
1.290000e+01	152	140
13	113	152
1.310000e+01	143	147
1.320000e+01	113	151
1.330000e+01	144	136
1.340000e+01	114	158
1.350000e+01	151	133
1.360000e+01	114	145
1.370000e+01	155	142
1.380000e+01	114	154
1.390000e+01	146	136
14	113	144
1.410000e+01	164	137
1.420000e+01	113	154
1.430000e+01	140	132
1.440000e+01	113	150
1.450000e+01	148	139
1.460000e+01	113	147
1.470000e+01	143	140
1.480000e+01	113	158
1.490000e+01	148	132
15	114	157
1.510000e+01	143	133
1.520000e+01	113	146
1.530000e+01	155	138
1.540000e+01	113	150
1.550000e+01	142	142
1.560000e+01	115	152
1.570000e+01	136	144
1.580000e+01	114	151
1.590000e+01	138	145
16	113	150
1.610000e+01	146	140
1.620000e+01	114	155
1.630000e+01	153	137
1.640000e+01	114	151
1.650000e+01	141	148
1.660000e+01	114	147
1.670000e+01	130	148
1.680000e+01	113	153
1.690000e+01	134	153
17	114	151
1.710000e+01	147	142
1.720000e+01	113	147
1.730000e+01	146	143
1.740000e+01	114	137
1.750000e+01	142	151
1.760000e+01	115	141
1.770000e+01	141	142
1.780000e+01	114	141
1.790000e+01	137	142
18	114	146
1.810000e+01	138	143
1.820000e+01	113	152
1.830000e+01	143	149
1.840000e+01	113	145
1.850000e+01	150	148
1.860000e+01	113	151
1.870000e+01	148	142
1.880000e+01	115	158
1.890000e+01	156	137
19	114	142
1.910000e+01	160	133
1.920000e+01	115	146
1.930000e+01	143	138
1.940000e+01	113	143
1.950000e+01	147	141
1.960000e+01	113	153
1.970000e+01	148	141
1.980000e+01	114	140
1.990000e+01	143	143
20	114	151
