coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	168	129
2.000000e-01	115	140
3.000000e-01	170	126
4.000000e-01	116	153
5.000000e-01	171	126
6.000000e-01	116	161
7.000000e-01	165	130
8.000000e-01	114	154
9.000000e-01	167	123
1	113	150
1.100000e+00	165	124
1.200000e+00	115	152
1.300000e+00	161	124
1.400000e+00	113	157
1.500000e+00	158	120
1.600000e+00	114	159
1.700000e+00	168	127
1.800000e+00	114	155
1.900000e+00	156	130
2	114	147
2.100000e+00	157	122
2.200000e+00	115	157
2.300000e+00	166	124
2.400000e+00	115	158
2.500000e+00	163	121
2.600000e+00	114	142
2.700000e+00	152	128
2.800000e+00	114	151
2.900000e+00	165	130
3	115	156
3.100000e+00	169	130
3.200000e+00	114	147
3.300000e+00	151	123
3.400000e+00	117	153
3.500000e+00	157	128
3.600000e+00	114	157
3.700000e+00	159	119
3.800000e+00	115	158
3.900000e+00	167	124
4	113	143
4.100000e+00	156	131
4.200000e+00	113	159
4.300000e+00	168	131
4.400000e+00	113	151
4.500000e+00	158	126
4.600000e+00	116	151
4.700000e+00	173	130
4.800000e+00	116	154
4.900000e+00	165	124
5	117	143
5.100000e+00	150	120
5.200000e+00	115	155
5.300000e+00	164	132
5.400000e+00	114	156
5.500000e+00	161	132
5.600000e+00	113	157
5.700000e+00	153	118
5.800000e+00	113	157
5.900000e+00	168	122
6	114	152
6.100000e+00	160	130
6.200000e+00	114	146
6.300000e+00	150	128
6.400000e+00	114	152
6.500000e+00	177	131
6.600000e+00	114	161
6.700000e+00	154	129
6.800000e+00	114	151
6.900000e+00	148	123
7	114	146
7.100000e+00	160	125
7.200000e+00	115	155
7.300000e+00	158	135
7.400000e+00	114	146
7.500000e+00	164	125
7.600000e+00	115	156
7.700000e+00	157	123
7.800000e+00	114	159
7.900000e+00	167	119
8	115	148
8.100000e+00	153	123
8.200000e+00	115	146
8.300000e+00	165	127
8.400000e+00	114	152
8.500000e+00	160	126
8.600000e+00	115	149
8.700000e+00	160	127
8.800000e+00	115	154
8.900000e+00	153	126
9	113	153
9.100000e+00	157	124
9.200000e+00	114	155
9.300000e+00	157	124
9.400000e+00	115	154
9.500000e+00	154	128
9.600000e+00	117	159
9.700000e+00	159	127
9.800000e+00	117	154
9.900000e+00	152	130
10	115	148
1.010000e+01	168	126
1.020000e+01	113	150
1.030000e+01	165	126
1.040000e+01	114	150
1.050000e+01	154	122
1.060000e+01	114	146
1.070000e+01	146	137
1.080000e+01	115	144
1.090000e+01	142	133
11	114	150
1.110000e+01	141	144
1.120000e+01	114	162
1.130000e+01	137	145
1.140000e+01	114	146
1.150000e+01	135	137
1.160000e+01	114	149
1.170000e+01	131	141
1.180000e+01	114	167
1.190000e+01	134	141
12	114	150
1.210000e+01	136	142
1.220000e+01	114	161
1.230000e+01	150	138
1.240000e+01	118	148
1.250000e+01	141	148
1.260000e+01	114	168
1.270000e+01	135	148
1.280000e+01	116	165
1.290000e+01	137	145
13	113	151
1.310000e+01	144	136
1.320000e+01	114	151
1.330000e+01	137	141
1.340000e+01	115	152
1.350000e+01	147	145
1.360000e+01	113	155
1.370000e+01	134	146
1.380000e+01	115	148
1.390000e+01	136	150
14	113	141
1.410000e+01	146	149
1.420000e+01	115	153
1.430000e+01	143	140
1.440000e+01	114	152
1.450000e+01	142	155
1.460000e+01	113	144
1.470000e+01	139	149
1.480000e+01	114	157
1.490000e+01	133	138
15	114	155
1.510000e+01	141	138
1.520000e+01	114	152
1.530000e+01	137	150
1.540000e+01	117	155
1.550000e+01	133	137
1.560000e+01	114	157
1.570000e+01	139	146
1.580000e+01	114	151
1.590000e+01	134	144
16	114	145
1.610000e+01	136	144
1.620000e+01	115	149
1.630000e+01	143	137
1.640000e+01	115	144
1.650000e+01	147	147
1.660000e+01	113	149
1.670000e+01	138	143
1.680000e+01	113	157
1.690000e+01	136	139
17	115	156
1.710000e+01	144	137
1.720000e+01	113	153
1.730000e+01	139	141
1.740000e+01	113	157
1.750000e+01	136	138
1.760000e+01	115	152
1.770000e+01	135	141
1.780000e+01	115	151
1.790000e+01	152	135
18	116	144
1.810000e+01	140	147
1.820000e+01	115	151
1.830000e+01	143	140
1.840000e+01	115	145
1.850000e+01	146	141
1.860000e+01	115	145
1.870000e+01	130	148
1.880000e+01	115	156
1.890000e+01	138	143
19	113	153
1.910000e+01	141	145
1.920000e+01	115	155
1.930000e+01	145	148
1.940000e+01	113	155
1.950000e+01	126	141
1.960000e+01	113	148
1.970000e+01	139	139
1.980000e+01	114	141
1.990000e+01	129	143
20	116	156
2.010000e+01	144	137
2.020000e+01	114	146
2.030000e+01	134	143
2.040000e+01	113	153
2.050000e+01	142	148
2.060000e+01	114	148
2.070000e+01	145	148
2.080000e+01	114	147
2.090000e+01	151	142
21	113	138
2.110000e+01	140	140
2.120000e+01	115	149
2.130000e+01	137	146
2.140000e+01	114	157
2.150000e+01	142	140
2.160000e+01	114	155
2.170000e+01	147	134
2.180000e+01	114	156
2.190000e+01	144	157
22	115	152
2.210000e+01	136	148
2.220000e+01	116	142
2.230000e+01	143	143
2.240000e+01	113	150
2.250000e+01	133	146
2.260000e+01	116	150
2.270000e+01	141	144
2.280000e+01	116	154
2.290000e+01	143	141
23	114	166
2.310000e+01	139	143
2.320000e+01	114	149
2.330000e+01	141	148
2.340000e+01	115	152
2.350000e+01	138	147
2.360000e+01	113	162
2.370000e+01	144	141
2.380000e+01	116	148
2.390000e+01	146	149
24	116	153
2.410000e+01	139	141
2.420000e+01	114	157
2.430000e+01	145	144
2.440000e+01	114	155
2.450000e+01	143	142
2.460000e+01	114	165
2.470000e+01	149	148
2.480000e+01	115	144
2.490000e+01	140	135
25	114	159
2.510000e+01	149	138
2.520000e+01	115	159
2.530000e+01	143	144
2.540000e+01	114	152
2.550000e+01	131	138
2.560000e+01	114	153
2.570000e+01	143	139
2.580000e+01	114	157
2.590000e+01	134	150
26	114	145
2.610000e+01	133	152
2.620000e+01	115	160
2.630000e+01	131	150
2.640000e+01	115	164
2.650000e+01	134	153
2.660000e+01	115	153
2.670000e+01	150	132
2.680000e+01	114	155
2.690000e+01	137	140
27	114	149
2.710000e+01	135	145
2.720000e+01	115	144
2.730000e+01	136	152
2.740000e+01	115	160
2.750000e+01	139	142
2.760000e+01	113	154
2.770000e+01	148	148
2.780000e+01	114	153
2.790000e+01	137	139
28	113	146
2.810000e+01	136	139
2.820000e+01	113	155
2.830000e+01	146	146
2.840000e+01	115	151
2.850000e+01	140	153
2.860000e+01	116	157
2.870000e+01	131	143
2.880000e+01	113	144
2.890000e+01	138	141
29	115	156
2.910000e+01	143	147
2.920000e+01	118	155
2.930000e+01	147	149
2.940000e+01	115	155
2.950000e+01	137	135
2.960000e+01	115	152
2.970000e+01	140	145
2.980000e+01	114	158
2.990000e+01	135	141
30	115	142
3.010000e+01	136	142
3.020000e+01	116	149
3.030000e+01	150	140
3.040000e+01	116	141
3.050000e+01	132	138
3.060000e+01	113	153
3.070000e+01	137	139
3.080000e+01	114	147
3.090000e+01	141	149
31	115	143
3.110000e+01	166	131
