coordinates:	28.9,65.4	78.9,65.4
timeat253nm	I_1at253nm	I_2at253nm
1.000000e-01	147	137
2.000000e-01	115	161
3.000000e-01	148	138
4.000000e-01	118	157
5.000000e-01	140	138
6.000000e-01	114	151
7.000000e-01	145	136
8.000000e-01	114	146
9.000000e-01	145	135
1	114	155
1.100000e+00	155	139
1.200000e+00	113	153
1.300000e+00	148	132
1.400000e+00	114	149
1.500000e+00	139	137
1.600000e+00	114	151
1.700000e+00	147	140
1.800000e+00	113	155
1.900000e+00	147	135
2	113	156
2.100000e+00	146	132
2.200000e+00	114	158
2.300000e+00	137	137
2.400000e+00	113	158
2.500000e+00	150	130
2.600000e+00	115	143
2.700000e+00	134	134
2.800000e+00	114	158
2.900000e+00	145	141
3	114	154
3.100000e+00	140	140
3.200000e+00	114	150
3.300000e+00	140	144
3.400000e+00	116	154
3.500000e+00	158	141
3.600000e+00	113	148
3.700000e+00	142	138
3.800000e+00	113	145
3.900000e+00	157	145
4	116	144
4.100000e+00	139	146
4.200000e+00	114	144
4.300000e+00	137	131
4.400000e+00	113	157
4.500000e+00	139	139
4.600000e+00	115	147
4.700000e+00	144	141
4.800000e+00	115	150
4.900000e+00	153	143
5	114	153
5.100000e+00	137	138
5.200000e+00	115	152
5.300000e+00	159	132
5.400000e+00	113	154
5.500000e+00	159	137
5.600000e+00	113	146
5.700000e+00	140	140
5.800000e+00	115	153
5.900000e+00	146	139
6	115	143
6.100000e+00	147	136
6.200000e+00	113	151
6.300000e+00	137	145
6.400000e+00	116	147
6.500000e+00	146	132
6.600000e+00	114	145
6.700000e+00	149	144
6.800000e+00	114	145
6.900000e+00	136	143
7	114	153
7.100000e+00	141	133
7.200000e+00	115	152
7.300000e+00	142	141
7.400000e+00	114	152
7.500000e+00	144	145
7.600000e+00	115	154
7.700000e+00	146	138
7.800000e+00	113	158
7.900000e+00	146	144
8	114	149
8.100000e+00	158	127
8.200000e+00	114	152
8.300000e+00	147	143
8.400000e+00	119	146
8.500000e+00	157	136
8.600000e+00	114	148
8.700000e+00	146	138
8.800000e+00	114	161
8.900000e+00	148	131
9	114	157
9.100000e+00	153	138
9.200000e+00	115	159
9.300000e+00	155	134
9.400000e+00	113	152
9.500000e+00	150	140
9.600000e+00	114	152
9.700000e+00	147	140
9.800000e+00	113	151
9.900000e+00	141	140
10	114	156
1.010000e+01	145	136
1.020000e+01	113	159
1.030000e+01	149	140
1.040000e+01	114	149
1.050000e+01	148	139
1.060000e+01	115	148
1.070000e+01	154	143
1.080000e+01	114	156
1.090000e+01	149	135
11	114	150
1.110000e+01	142	134
1.120000e+01	115	141
1.130000e+01	143	147
1.140000e+01	114	148
1.150000e+01	143	139
1.160000e+01	115	156
1.170000e+01	148	136
1.180000e+01	115	158
1.190000e+01	145	139
12	117	147
1.210000e+01	148	133
1.220000e+01	115	150
1.230000e+01	141	125
1.240000e+01	114	154
1.250000e+01	152	144
1.260000e+01	115	162
1.270000e+01	137	138
1.280000e+01	114	153
1.290000e+01	149	137
13	114	169
1.310000e+01	147	142
1.320000e+01	116	147
1.330000e+01	141	134
1.340000e+01	115	143
1.350000e+01	152	140
1.360000e+01	113	144
1.370000e+01	134	138
1.380000e+01	115	151
1.390000e+01	143	138
14	114	159
1.410000e+01	146	134
1.420000e+01	116	158
1.430000e+01	152	148
1.440000e+01	113	152
1.450000e+01	143	139
1.460000e+01	114	147
1.470000e+01	133	136
1.480000e+01	113	140
1.490000e+01	148	137
15	113	148
1.510000e+01	147	135
1.520000e+01	113	158
1.530000e+01	144	139
1.540000e+01	114	150
1.550000e+01	143	145
1.560000e+01	114	156
1.570000e+01	133	133
1.580000e+01	115	151
1.590000e+01	151	136
16	113	155
1.610000e+01	146	138
1.620000e+01	118	153
1.630000e+01	139	135
1.640000e+01	114	154
1.650000e+01	145	133
1.660000e+01	115	155
1.670000e+01	143	139
1.680000e+01	113	155
1.690000e+01	154	135
17	114	157
1.710000e+01	143	143
1.720000e+01	114	161
1.730000e+01	149	136
1.740000e+01	113	156
1.750000e+01	148	135
1.760000e+01	116	150
1.770000e+01	166	142
1.780000e+01	116	147
1.790000e+01	145	136
18	113	156
1.810000e+01	141	141
1.820000e+01	114	148
1.830000e+01	145	140
1.840000e+01	114	158
1.850000e+01	154	135
1.860000e+01	113	158
1.870000e+01	143	141
1.880000e+01	114	168
1.890000e+01	144	138
19	114	146
1.910000e+01	142	139
1.920000e+01	115	152
1.930000e+01	150	138
1.940000e+01	114	147
1.950000e+01	150	130
1.960000e+01	116	159
1.970000e+01	147	133
1.980000e+01	113	147
1.990000e+01	136	136
20	113	139
2.010000e+01	152	138
2.020000e+01	113	142
