coordinates:	51.3,32.1
timeat741nm	I_1at741nm
1.000000e-01	159
3.000000e-01	138
5.000000e-01	154
7.000000e-01	145
9.000000e-01	138
1.100000e+00	149
1.300000e+00	143
1.500000e+00	135
1.700000e+00	137
1.900000e+00	140
2.100000e+00	161
2.300000e+00	148
2.500000e+00	178
2.700000e+00	156
2.900000e+00	141
3.100000e+00	139
3.300000e+00	144
3.500000e+00	140
3.700000e+00	148
3.900000e+00	153
4.100000e+00	142
4.300000e+00	144
4.500000e+00	148
4.700000e+00	154
4.900000e+00	140
5.100000e+00	166
5.300000e+00	159
5.500000e+00	177
5.700000e+00	165
5.900000e+00	166
6.100000e+00	120
6.300000e+00	114
6.500000e+00	114
6.700000e+00	116
6.900000e+00	114
7.100000e+00	116
7.300000e+00	113
7.500000e+00	115
7.700000e+00	114
7.900000e+00	113
8.100000e+00	113
8.300000e+00	113
8.500000e+00	116
8.700000e+00	113
8.900000e+00	113
9.100000e+00	118
9.300000e+00	114
9.500000e+00	115
9.700000e+00	114
9.900000e+00	116
1.010000e+01	114
1.030000e+01	115
1.050000e+01	114
1.070000e+01	115
1.090000e+01	113
1.110000e+01	115
1.130000e+01	113
1.150000e+01	116
1.170000e+01	115
1.190000e+01	115
1.210000e+01	117
1.230000e+01	115
1.250000e+01	114
1.270000e+01	115
1.290000e+01	113
1.310000e+01	115
1.330000e+01	113
1.350000e+01	116
1.370000e+01	114
1.390000e+01	114
1.410000e+01	114
1.430000e+01	115
1.450000e+01	113
1.470000e+01	117
1.490000e+01	115
1.510000e+01	114
1.530000e+01	116
1.550000e+01	114
1.570000e+01	115
1.590000e+01	113
1.610000e+01	114
1.630000e+01	114
1.650000e+01	113
1.670000e+01	116
1.690000e+01	117
1.710000e+01	115
1.730000e+01	114
1.750000e+01	113
1.770000e+01	115
1.790000e+01	114
1.810000e+01	113
1.830000e+01	114
1.850000e+01	116
1.870000e+01	115
1.890000e+01	113
1.910000e+01	116
1.930000e+01	115
1.950000e+01	114
1.970000e+01	114
1.990000e+01	114
