coordinates:	3.4,33.4
timeat741nm	I_1at741nm
1.000000e-01	163
3.000000e-01	151
5.000000e-01	191
7.000000e-01	178
9.000000e-01	184
1.100000e+00	175
1.300000e+00	180
1.500000e+00	167
1.700000e+00	186
1.900000e+00	183
2.100000e+00	115
2.300000e+00	163
2.500000e+00	164
2.700000e+00	178
2.900000e+00	169
3.100000e+00	170
3.300000e+00	158
3.500000e+00	185
3.700000e+00	172
3.900000e+00	178
4.100000e+00	164
4.300000e+00	169
4.500000e+00	171
4.700000e+00	162
4.900000e+00	173
5.100000e+00	173
5.300000e+00	175
5.500000e+00	171
5.700000e+00	163
5.900000e+00	162
6.100000e+00	165
6.300000e+00	175
6.500000e+00	114
6.700000e+00	175
6.900000e+00	165
7.100000e+00	176
7.300000e+00	166
7.500000e+00	172
7.700000e+00	163
7.900000e+00	173
8.100000e+00	174
8.300000e+00	187
8.500000e+00	164
8.700000e+00	182
8.900000e+00	114
9.100000e+00	214
9.300000e+00	177
9.500000e+00	188
9.700000e+00	162
9.900000e+00	164
1.010000e+01	169
1.030000e+01	164
1.050000e+01	163
1.070000e+01	163
1.090000e+01	181
1.110000e+01	167
1.130000e+01	164
1.150000e+01	186
1.170000e+01	212
1.190000e+01	164
1.210000e+01	171
1.230000e+01	183
1.250000e+01	114
1.270000e+01	162
1.290000e+01	190
1.310000e+01	165
1.330000e+01	148
1.350000e+01	171
1.370000e+01	167
1.390000e+01	168
1.410000e+01	182
1.430000e+01	162
1.450000e+01	175
1.470000e+01	162
1.490000e+01	165
1.510000e+01	183
1.530000e+01	172
1.550000e+01	211
1.570000e+01	170
1.590000e+01	169
1.610000e+01	178
1.630000e+01	178
1.650000e+01	174
1.670000e+01	194
1.690000e+01	146
1.710000e+01	166
1.730000e+01	181
1.750000e+01	186
1.770000e+01	172
1.790000e+01	165
1.810000e+01	213
1.830000e+01	113
1.850000e+01	113
1.870000e+01	114
1.890000e+01	113
1.910000e+01	116
1.930000e+01	114
1.950000e+01	117
1.970000e+01	114
1.990000e+01	114
