coordinates:	26.3,9.0
timeat741nm	I_1at741nm
1.000000e-01	218
3.000000e-01	213
5.000000e-01	159
7.000000e-01	219
9.000000e-01	213
1.100000e+00	198
1.300000e+00	227
1.500000e+00	219
1.700000e+00	225
1.900000e+00	204
2.100000e+00	222
2.300000e+00	195
2.500000e+00	205
2.700000e+00	197
2.900000e+00	213
3.100000e+00	204
3.300000e+00	221
3.500000e+00	224
3.700000e+00	224
3.900000e+00	226
4.100000e+00	225
4.300000e+00	204
4.500000e+00	115
4.700000e+00	118
4.900000e+00	116
5.100000e+00	115
5.300000e+00	113
5.500000e+00	118
5.700000e+00	115
5.900000e+00	115
6.100000e+00	115
6.300000e+00	114
6.500000e+00	115
6.700000e+00	116
6.900000e+00	116
7.100000e+00	113
7.300000e+00	115
7.500000e+00	116
7.700000e+00	115
7.900000e+00	113
8.100000e+00	114
8.300000e+00	115
8.500000e+00	114
8.700000e+00	114
8.900000e+00	113
9.100000e+00	113
9.300000e+00	114
9.500000e+00	115
9.700000e+00	113
9.900000e+00	114
1.010000e+01	114
1.030000e+01	115
1.050000e+01	115
1.070000e+01	114
1.090000e+01	114
1.110000e+01	116
1.130000e+01	114
1.150000e+01	113
1.170000e+01	115
1.190000e+01	113
1.210000e+01	113
1.230000e+01	114
1.250000e+01	114
1.270000e+01	113
1.290000e+01	114
1.310000e+01	113
1.330000e+01	114
1.350000e+01	116
1.370000e+01	113
1.390000e+01	113
1.410000e+01	113
1.430000e+01	115
1.450000e+01	115
1.470000e+01	115
1.490000e+01	113
1.510000e+01	115
1.530000e+01	113
1.550000e+01	113
1.570000e+01	115
1.590000e+01	114
1.610000e+01	114
1.630000e+01	113
1.650000e+01	115
1.670000e+01	114
1.690000e+01	115
1.710000e+01	116
1.730000e+01	114
1.750000e+01	114
1.770000e+01	116
1.790000e+01	115
1.810000e+01	116
1.830000e+01	117
1.850000e+01	114
1.870000e+01	113
1.890000e+01	115
1.910000e+01	113
1.930000e+01	114
1.950000e+01	119
1.970000e+01	116
1.990000e+01	116
