coordinates:	26.6,9.4
timeat741nm	I_1at741nm
1.000000e-01	179
3.000000e-01	210
5.000000e-01	168
7.000000e-01	141
9.000000e-01	148
1.100000e+00	168
1.300000e+00	170
1.500000e+00	167
1.700000e+00	171
1.900000e+00	165
2.100000e+00	166
2.300000e+00	183
2.500000e+00	176
2.700000e+00	218
2.900000e+00	170
3.100000e+00	162
3.300000e+00	174
3.500000e+00	181
3.700000e+00	113
3.900000e+00	115
4.100000e+00	113
4.300000e+00	116
4.500000e+00	114
4.700000e+00	115
4.900000e+00	113
5.100000e+00	114
5.300000e+00	114
5.500000e+00	114
5.700000e+00	116
5.900000e+00	114
6.100000e+00	113
6.300000e+00	114
6.500000e+00	118
6.700000e+00	113
6.900000e+00	116
7.100000e+00	117
7.300000e+00	114
7.500000e+00	113
7.700000e+00	114
7.900000e+00	115
8.100000e+00	114
8.300000e+00	113
8.500000e+00	115
8.700000e+00	114
8.900000e+00	114
9.100000e+00	114
9.300000e+00	116
9.500000e+00	116
9.700000e+00	114
9.900000e+00	115
1.010000e+01	119
1.030000e+01	113
1.050000e+01	113
1.070000e+01	115
1.090000e+01	113
1.110000e+01	116
1.130000e+01	113
1.150000e+01	115
1.170000e+01	113
1.190000e+01	113
1.210000e+01	114
1.230000e+01	113
1.250000e+01	113
1.270000e+01	116
1.290000e+01	115
1.310000e+01	116
1.330000e+01	115
1.350000e+01	115
1.370000e+01	116
1.390000e+01	114
1.410000e+01	113
1.430000e+01	113
1.450000e+01	115
1.470000e+01	113
1.490000e+01	116
1.510000e+01	116
1.530000e+01	113
1.550000e+01	114
1.570000e+01	115
1.590000e+01	114
1.610000e+01	115
1.630000e+01	115
1.650000e+01	114
1.670000e+01	114
1.690000e+01	115
1.710000e+01	115
1.730000e+01	113
1.750000e+01	115
1.770000e+01	114
1.790000e+01	115
1.810000e+01	114
1.830000e+01	113
1.850000e+01	114
1.870000e+01	113
1.890000e+01	116
1.910000e+01	114
1.930000e+01	116
1.950000e+01	115
1.970000e+01	114
1.990000e+01	114
