coordinates:	55.8,114.4	140.8,114.4	225.8,114.4
14	113	140	119
1.410000e+01	133	125	127
1.420000e+01	113	137	118
1.430000e+01	132	123	119
1.440000e+01	113	135	116
1.450000e+01	133	125	127
1.460000e+01	113	135	119
1.470000e+01	134	124	120
1.480000e+01	113	143	117
1.490000e+01	131	126	122
15	113	141	118
1.510000e+01	131	123	126
1.520000e+01	113	148	115
1.530000e+01	130	134	124
1.540000e+01	113	139	114
1.550000e+01	136	122	124
1.560000e+01	113	135	117
1.570000e+01	128	133	129
1.580000e+01	113	133	119
1.590000e+01	137	126	123
16	113	148	117
1.610000e+01	127	120	119
1.620000e+01	113	146	113
1.630000e+01	128	123	122
1.640000e+01	113	145	121
1.650000e+01	137	125	119
1.660000e+01	113	144	116
1.670000e+01	131	128	119
1.680000e+01	113	135	117
1.690000e+01	129	122	121
17	113	139	117
1.710000e+01	133	127	124
1.720000e+01	113	136	114
1.730000e+01	130	123	126
1.740000e+01	113	132	116
1.750000e+01	135	129	124
1.760000e+01	113	142	115
1.770000e+01	128	124	124
1.780000e+01	113	134	118
1.790000e+01	139	119	129
18	113	149	119
1.810000e+01	128	125	123
1.820000e+01	113	148	117
1.830000e+01	129	119	123
1.840000e+01	113	140	114
1.850000e+01	134	127	125
1.860000e+01	113	144	117
1.870000e+01	127	120	119
1.880000e+01	113	136	124
1.890000e+01	141	124	122
19	113	148	117
1.910000e+01	139	123	130
1.920000e+01	113	152	119
1.930000e+01	131	123	127
1.940000e+01	113	142	121
1.950000e+01	128	123	121
1.960000e+01	113	132	116
1.970000e+01	137	120	123
1.980000e+01	113	142	121
1.990000e+01	130	130	121
20	113	133	118
2.010000e+01	135	125	125
2.020000e+01	113	131	116
2.030000e+01	135	129	134
2.040000e+01	113	145	120
2.050000e+01	137	124	121
2.060000e+01	113	136	115
2.070000e+01	137	124	127
2.080000e+01	113	133	119
2.090000e+01	138	131	124
21	113	135	119
2.110000e+01	134	124	124
2.120000e+01	113	142	117
2.130000e+01	127	120	121
2.140000e+01	113	151	121
2.150000e+01	130	118	127
2.160000e+01	113	135	113
2.170000e+01	136	126	127
2.180000e+01	113	140	119
2.190000e+01	135	123	124
22	113	144	113
2.210000e+01	136	123	125
2.220000e+01	113	144	119
2.230000e+01	134	124	126
2.240000e+01	113	132	115
2.250000e+01	137	123	123
2.260000e+01	113	138	114
2.270000e+01	142	124	119
2.280000e+01	113	140	117
2.290000e+01	132	122	121
23	113	145	117
2.310000e+01	137	129	124
2.320000e+01	113	139	119
2.330000e+01	139	126	126
2.340000e+01	113	137	115
2.350000e+01	137	122	126
2.360000e+01	113	141	119
2.370000e+01	132	117	129
2.380000e+01	113	142	116
2.390000e+01	146	126	125
24	113	126	120
2.410000e+01	138	126	127
2.420000e+01	113	138	120
2.430000e+01	133	125	129
2.440000e+01	113	139	119
2.450000e+01	136	119	121
2.460000e+01	113	139	117
2.470000e+01	126	119	122
2.480000e+01	113	140	119
2.490000e+01	132	125	123
25	113	150	120
2.510000e+01	130	123	124
2.520000e+01	113	132	123
2.530000e+01	130	122	126
2.540000e+01	113	141	119
2.550000e+01	134	121	133
2.560000e+01	113	138	121
2.570000e+01	136	122	131
2.580000e+01	113	128	116
2.590000e+01	139	121	125
26	113	138	117
2.610000e+01	134	122	125
2.620000e+01	113	137	117
2.630000e+01	132	123	126
2.640000e+01	113	133	115
2.650000e+01	138	119	126
2.660000e+01	113	134	125
2.670000e+01	134	131	123
2.680000e+01	113	139	120
2.690000e+01	133	126	118
27	113	131	120
2.710000e+01	131	123	130
2.720000e+01	113	145	117
2.730000e+01	127	122	126
2.740000e+01	113	134	118
2.750000e+01	131	120	133
2.760000e+01	113	138	118
2.770000e+01	140	120	126
2.780000e+01	113	149	116
2.790000e+01	129	119	127
28	113	134	122
2.810000e+01	130	127	120
2.820000e+01	113	132	120
2.830000e+01	132	122	126
2.840000e+01	113	140	117
2.850000e+01	129	121	127
2.860000e+01	113	140	123
2.870000e+01	127	121	128
2.880000e+01	113	141	120
2.890000e+01	139	123	123
29	113	137	122
2.910000e+01	134	121	132
2.920000e+01	113	136	119
2.930000e+01	132	120	125
2.940000e+01	113	128	123
2.950000e+01	134	121	126
2.960000e+01	113	148	120
2.970000e+01	136	119	123
2.980000e+01	113	145	123
2.990000e+01	132	127	128
30	113	145	118
3.010000e+01	132	122	124
3.020000e+01	113	144	118
3.030000e+01	137	119	127
3.040000e+01	113	129	120
3.050000e+01	137	128	129
3.060000e+01	113	137	125
3.070000e+01	132	120	127
3.080000e+01	113	130	117
3.090000e+01	129	121	125
31	113	129	123
3.110000e+01	135	118	131
3.120000e+01	113	131	118
3.130000e+01	139	120	123
3.140000e+01	113	139	117
3.150000e+01	136	126	128
3.160000e+01	113	137	119
3.170000e+01	136	124	130
3.180000e+01	113	133	122
3.190000e+01	134	123	123
32	113	138	120
3.210000e+01	132	123	123
3.220000e+01	113	148	116
3.230000e+01	125	121	126
3.240000e+01	113	136	120
3.250000e+01	127	126	130
3.260000e+01	113	137	119
3.270000e+01	141	122	123
3.280000e+01	113	138	121
3.290000e+01	130	120	127
33	113	137	120
3.310000e+01	126	122	123
3.320000e+01	113	142	115
3.330000e+01	128	120	127
3.340000e+01	113	135	122
3.350000e+01	138	124	122
3.360000e+01	113	131	117
3.370000e+01	138	123	128
3.380000e+01	113	141	121
3.390000e+01	139	122	129
34	113	135	124
3.410000e+01	141	122	129
3.420000e+01	113	139	119
3.430000e+01	140	124	121
3.440000e+01	113	140	118
3.450000e+01	126	127	124
3.460000e+01	113	146	118
3.470000e+01	135	116	125
3.480000e+01	113	143	121
3.490000e+01	143	128	129
35	113	151	121
3.510000e+01	129	128	127
3.520000e+01	113	146	116
3.530000e+01	133	124	128
3.540000e+01	113	146	120
3.550000e+01	130	124	123
3.560000e+01	113	138	120
3.570000e+01	132	124	123
3.580000e+01	113	137	121
3.590000e+01	129	127	127
36	113	138	118
3.610000e+01	134	122	121
3.620000e+01	113	153	124
3.630000e+01	138	126	127
3.640000e+01	113	139	118
3.650000e+01	137	125	134
3.660000e+01	113	146	119
3.670000e+01	131	128	127
3.680000e+01	113	146	122
3.690000e+01	138	118	130
37	113	140	119
3.710000e+01	131	123	130
3.720000e+01	113	138	121
3.730000e+01	129	121	127
3.740000e+01	113	130	119
3.750000e+01	131	124	126
3.760000e+01	113	132	120
3.770000e+01	134	123	124
3.780000e+01	113	134	119
3.790000e+01	130	120	126
38	113	137	120
3.810000e+01	128	122	123
3.820000e+01	113	141	122
3.830000e+01	137	125	128
3.840000e+01	113	133	120
3.850000e+01	141	122	127
3.860000e+01	113	143	120
3.870000e+01	131	122	122
3.880000e+01	113	138	120
3.890000e+01	135	122	128
39	113	133	119
3.910000e+01	134	120	124
3.920000e+01	113	136	119
3.930000e+01	134	126	125
3.940000e+01	113	141	124
3.950000e+01	133	121	132
3.960000e+01	113	142	120
3.970000e+01	133	122	132
3.980000e+01	113	142	119
3.990000e+01	135	123	124
40	113	136	123
4.010000e+01	137	125	126
4.020000e+01	113	141	118
4.030000e+01	134	125	127
4.040000e+01	113	139	122
4.050000e+01	137	124	125
4.060000e+01	113	140	125
4.070000e+01	128	123	135
4.080000e+01	113	145	118
4.090000e+01	138	126	129
41	113	139	119
4.110000e+01	140	121	125
4.120000e+01	113	138	127
4.130000e+01	133	128	133
4.140000e+01	113	136	125
4.150000e+01	135	123	132
4.160000e+01	113	134	122
4.170000e+01	136	124	124
4.180000e+01	113	138	114
4.190000e+01	130	123	126
42	113	135	119
4.210000e+01	143	130	125
4.220000e+01	113	145	121
4.230000e+01	144	118	120
4.240000e+01	113	134	115
4.250000e+01	132	127	122
4.260000e+01	113	139	119
4.270000e+01	132	126	126
4.280000e+01	113	142	125
4.290000e+01	126	123	120
43	113	142	114
4.310000e+01	134	123	124
4.320000e+01	113	138	125
4.330000e+01	128	122	126
4.340000e+01	113	133	119
4.350000e+01	137	124	122
4.360000e+01	113	138	117
4.370000e+01	137	123	126
4.380000e+01	113	142	123
4.390000e+01	128	126	128
44	113	149	118
4.410000e+01	136	130	128
4.420000e+01	113	140	117
4.430000e+01	130	120	123
4.440000e+01	113	145	122
4.450000e+01	140	119	125
4.460000e+01	113	142	120
4.470000e+01	132	130	131
4.480000e+01	113	138	117
4.490000e+01	129	124	128
45	113	139	124
4.510000e+01	132	126	122
4.520000e+01	113	140	119
4.530000e+01	138	127	125
4.540000e+01	113	137	119
4.550000e+01	127	120	127
4.560000e+01	113	139	117
4.570000e+01	132	126	126
4.580000e+01	113	134	121
4.590000e+01	138	119	123
46	113	142	120
4.610000e+01	133	123	124
4.620000e+01	113	135	122
4.630000e+01	140	134	127
4.640000e+01	113	137	122
4.650000e+01	135	127	121
4.660000e+01	113	130	128
4.670000e+01	132	125	126
4.680000e+01	113	142	121
4.690000e+01	136	118	126
47	113	133	117
4.710000e+01	132	121	125
4.720000e+01	113	135	120
4.730000e+01	128	120	126
4.740000e+01	113	138	121
4.750000e+01	131	120	121
4.760000e+01	113	137	116
4.770000e+01	138	128	124
4.780000e+01	113	154	125
4.790000e+01	139	120	126
48	113	140	121
4.810000e+01	131	125	123
4.820000e+01	113	137	117
4.830000e+01	140	122	125
4.840000e+01	113	137	115
4.850000e+01	137	123	128
4.860000e+01	113	144	118
4.870000e+01	134	125	124
4.880000e+01	113	137	120
4.890000e+01	137	122	128
49	113	142	119
4.910000e+01	133	122	133
4.920000e+01	113	141	117
4.930000e+01	137	122	126
4.940000e+01	113	141	122
4.950000e+01	140	122	127
4.960000e+01	113	139	117
4.970000e+01	136	123	129
4.980000e+01	113	139	120
4.990000e+01	134	127	126
50	113	143	123
5.010000e+01	134	129	125
5.020000e+01	113	146	122
5.030000e+01	134	126	124
5.040000e+01	113	135	120
5.050000e+01	135	126	128
5.060000e+01	113	137	122
5.070000e+01	134	124	130
5.080000e+01	113	136	120
5.090000e+01	133	120	127
51	113	143	118
5.110000e+01	141	123	123
5.120000e+01	113	141	120
5.130000e+01	133	125	126
5.140000e+01	113	135	120
5.150000e+01	137	123	130
5.160000e+01	113	131	123
5.170000e+01	134	124	129
5.180000e+01	113	144	123
5.190000e+01	138	126	128
52	113	140	123
5.210000e+01	129	120	121
5.220000e+01	113	135	118
5.230000e+01	135	128	122
5.240000e+01	113	141	121
5.250000e+01	125	129	127
5.260000e+01	113	135	121
5.270000e+01	133	124	122
5.280000e+01	113	130	118
5.290000e+01	139	122	130
53	113	135	115
5.310000e+01	131	124	125
5.320000e+01	113	140	121
5.330000e+01	129	127	123
5.340000e+01	113	138	123
5.350000e+01	137	122	118
5.360000e+01	113	141	116
5.370000e+01	136	130	126
5.380000e+01	113	140	122
5.390000e+01	144	124	123
54	113	143	121
5.410000e+01	131	127	130
5.420000e+01	113	131	118
5.430000e+01	137	126	126
5.440000e+01	113	137	123
5.450000e+01	131	123	124
5.460000e+01	113	134	121
5.470000e+01	134	124	118
5.480000e+01	113	135	117
5.490000e+01	143	127	125
55	113	139	119
5.510000e+01	140	125	125
5.520000e+01	113	142	116
5.530000e+01	129	125	123
5.540000e+01	113	151	119
5.550000e+01	137	122	125
5.560000e+01	113	129	114
5.570000e+01	136	119	119
5.580000e+01	113	137	122
5.590000e+01	137	121	121
56	113	140	123
5.610000e+01	136	121	132
5.620000e+01	113	130	120
5.630000e+01	139	121	124
5.640000e+01	113	143	117
5.650000e+01	131	117	133
5.660000e+01	113	131	122
5.670000e+01	132	124	123
5.680000e+01	113	140	121
5.690000e+01	128	127	135
57	113	139	118
5.710000e+01	132	126	128
5.720000e+01	113	138	120
5.730000e+01	132	125	125
5.740000e+01	113	140	119
5.750000e+01	134	125	123
5.760000e+01	113	151	123
5.770000e+01	130	125	127
5.780000e+01	113	134	122
5.790000e+01	139	125	124
58	113	138	119
5.810000e+01	132	123	126
5.820000e+01	113	135	119
5.830000e+01	130	122	127
5.840000e+01	113	134	122
5.850000e+01	133	124	121
5.860000e+01	113	134	115
5.870000e+01	139	126	127
5.880000e+01	113	144	121
5.890000e+01	135	123	122
59	113	131	122
5.910000e+01	133	125	123
5.920000e+01	113	131	124
5.930000e+01	137	126	129
5.940000e+01	113	138	120
5.950000e+01	128	125	129
5.960000e+01	113	135	121
5.970000e+01	139	123	122
5.980000e+01	113	137	131
5.990000e+01	124	124	125
60	113	140	118
6.010000e+01	139	126	128
6.020000e+01	113	135	116
6.030000e+01	133	125	127
6.040000e+01	113	128	123
6.050000e+01	133	125	125
6.060000e+01	113	140	119
6.070000e+01	134	121	122
6.080000e+01	113	140	120
6.090000e+01	131	121	129
61	113	141	119
6.110000e+01	133	124	120
6.120000e+01	113	138	123
6.130000e+01	134	120	134
6.140000e+01	113	146	116
6.150000e+01	132	127	128
6.160000e+01	113	147	122
6.170000e+01	133	127	126
6.180000e+01	113	137	117
6.190000e+01	134	129	127
62	113	137	121
6.210000e+01	133	127	132
6.220000e+01	113	141	125
6.230000e+01	133	119	129
6.240000e+01	113	144	120
6.250000e+01	133	125	125
6.260000e+01	113	137	116
6.270000e+01	131	125	129
6.280000e+01	113	139	122
6.290000e+01	137	121	124
63	113	138	123
6.310000e+01	135	121	128
6.320000e+01	113	135	121
6.330000e+01	143	121	128
6.340000e+01	113	142	119
6.350000e+01	136	119	121
6.360000e+01	113	130	120
6.370000e+01	128	128	125
6.380000e+01	113	143	121
6.390000e+01	132	124	125
64	113	136	120
6.410000e+01	137	118	123
6.420000e+01	113	138	119
6.430000e+01	135	122	120
6.440000e+01	113	136	125
6.450000e+01	136	124	127
6.460000e+01	113	132	118
6.470000e+01	130	125	123
6.480000e+01	113	131	120
6.490000e+01	131	125	130
65	113	129	120
6.510000e+01	136	130	132
6.520000e+01	113	131	120
6.530000e+01	146	129	129
6.540000e+01	113	142	120
6.550000e+01	140	124	123
6.560000e+01	113	141	121
6.570000e+01	130	124	124
6.580000e+01	113	141	125
6.590000e+01	143	120	125
66	113	133	119
6.610000e+01	132	123	123
6.620000e+01	113	140	121
6.630000e+01	133	118	121
6.640000e+01	113	140	120
6.650000e+01	133	129	126
6.660000e+01	113	137	114
6.670000e+01	135	120	122
6.680000e+01	113	134	122
6.690000e+01	129	119	124
67	113	151	117
6.710000e+01	129	126	124
6.720000e+01	113	136	113
6.730000e+01	130	123	134
6.740000e+01	113	137	119
6.750000e+01	133	129	125
6.760000e+01	113	133	123
6.770000e+01	131	120	131
6.780000e+01	113	141	122
6.790000e+01	145	124	124
68	113	148	117
6.810000e+01	137	121	126
6.820000e+01	113	143	119
6.830000e+01	132	120	125
6.840000e+01	113	139	116
6.850000e+01	135	124	128
6.860000e+01	113	138	123
6.870000e+01	130	130	126
6.880000e+01	113	136	119
6.890000e+01	131	122	133
69	113	131	119
6.910000e+01	132	121	127
6.920000e+01	113	132	118
6.930000e+01	127	126	121
6.940000e+01	113	132	122
6.950000e+01	127	129	126
6.960000e+01	113	141	123
6.970000e+01	145	125	125
6.980000e+01	113	131	123
6.990000e+01	130	125	130
70	113	126	119
7.010000e+01	127	128	127
7.020000e+01	113	135	120
7.030000e+01	141	129	124
7.040000e+01	113	138	120
7.050000e+01	130	128	123
7.060000e+01	113	144	126
7.070000e+01	135	129	126
7.080000e+01	113	134	122
7.090000e+01	137	127	123
71	113	133	124
7.110000e+01	138	125	129
7.120000e+01	113	139	120
7.130000e+01	132	127	126
7.140000e+01	113	144	121
7.150000e+01	127	120	124
7.160000e+01	113	142	116
7.170000e+01	136	117	125
7.180000e+01	113	133	117
7.190000e+01	138	126	125
72	113	143	124
7.210000e+01	137	119	121
7.220000e+01	113	149	119
7.230000e+01	146	121	123
7.240000e+01	113	136	123
7.250000e+01	137	134	123
7.260000e+01	113	146	121
7.270000e+01	137	123	130
7.280000e+01	113	135	117
7.290000e+01	129	120	123
73	113	143	120
7.310000e+01	138	123	125
7.320000e+01	113	141	124
7.330000e+01	139	121	121
7.340000e+01	113	147	118
7.350000e+01	133	123	131
7.360000e+01	113	146	119
7.370000e+01	129	118	127
7.380000e+01	113	144	122
7.390000e+01	137	124	126
74	113	131	120
7.410000e+01	137	126	128
7.420000e+01	113	135	122
7.430000e+01	140	124	127
7.440000e+01	113	143	119
7.450000e+01	130	120	125
7.460000e+01	113	143	118
7.470000e+01	126	126	124
7.480000e+01	113	134	115
7.490000e+01	134	123	126
75	113	138	123
7.510000e+01	134	129	128
7.520000e+01	113	147	120
7.530000e+01	124	119	123
7.540000e+01	113	142	119
7.550000e+01	126	124	129
7.560000e+01	113	141	125
7.570000e+01	122	122	128
7.580000e+01	113	136	118
7.590000e+01	137	127	125
76	113	134	120
7.610000e+01	140	127	123
7.620000e+01	113	142	116
7.630000e+01	135	123	125
7.640000e+01	113	142	118
7.650000e+01	132	125	121
7.660000e+01	113	143	120
7.670000e+01	131	125	128
7.680000e+01	113	134	119
7.690000e+01	134	128	127
77	113	139	123
7.710000e+01	136	123	124
7.720000e+01	113	138	120
7.730000e+01	136	125	125
7.740000e+01	113	134	124
7.750000e+01	139	121	126
7.760000e+01	113	145	117
7.770000e+01	138	124	128
7.780000e+01	113	136	120
7.790000e+01	132	120	129
78	113	133	119
7.810000e+01	127	123	128
7.820000e+01	113	139	124
7.830000e+01	139	120	123
7.840000e+01	113	138	121
7.850000e+01	135	122	128
7.860000e+01	113	137	118
7.870000e+01	126	123	129
7.880000e+01	113	137	122
7.890000e+01	136	125	124
79	113	142	120
7.910000e+01	135	121	124
7.920000e+01	113	139	121
7.930000e+01	134	121	130
7.940000e+01	113	129	121
7.950000e+01	137	125	126
7.960000e+01	113	142	121
7.970000e+01	138	125	125
7.980000e+01	113	130	118
7.990000e+01	129	121	122
80	113	133	124
8.010000e+01	130	124	123
8.020000e+01	113	148	119
8.030000e+01	129	125	128
8.040000e+01	113	139	116
8.050000e+01	133	123	123
8.060000e+01	113	141	122
8.070000e+01	133	121	124
8.080000e+01	113	130	119
8.090000e+01	133	125	131
81	113	130	123
8.110000e+01	132	119	124
8.120000e+01	113	141	118
8.130000e+01	130	121	122
8.140000e+01	113	147	118
8.150000e+01	139	122	126
8.160000e+01	113	135	125
8.170000e+01	123	121	131
8.180000e+01	113	141	118
8.190000e+01	128	115	125
82	113	137	119
8.210000e+01	132	122	129
8.220000e+01	113	135	120
8.230000e+01	132	131	127
8.240000e+01	113	140	120
8.250000e+01	134	124	130
8.260000e+01	113	131	122
8.270000e+01	130	125	123
8.280000e+01	113	144	120
8.290000e+01	139	131	126
83	113	135	120
8.310000e+01	136	123	128
8.320000e+01	113	139	123
8.330000e+01	134	122	126
8.340000e+01	113	140	121
8.350000e+01	144	125	124
8.360000e+01	113	136	120
8.370000e+01	130	124	131
8.380000e+01	113	137	128
8.390000e+01	130	119	124
84	113	145	123
8.410000e+01	137	125	122
8.420000e+01	113	134	120
8.430000e+01	140	123	123
8.440000e+01	113	142	122
8.450000e+01	146	121	134
8.460000e+01	113	133	124
8.470000e+01	133	123	127
8.480000e+01	113	136	120
8.490000e+01	128	124	127
85	113	127	119
8.510000e+01	120	122	127
8.520000e+01	113	137	124
8.530000e+01	133	122	127
8.540000e+01	113	135	118
8.550000e+01	129	120	123
8.560000e+01	113	139	123
8.570000e+01	129	128	119
8.580000e+01	113	137	119
8.590000e+01	137	124	136
86	113	131	120
8.610000e+01	133	119	128
8.620000e+01	113	135	121
8.630000e+01	144	122	129
8.640000e+01	113	140	119
8.650000e+01	135	122	124
8.660000e+01	113	142	124
8.670000e+01	132	125	128
8.680000e+01	113	144	120
8.690000e+01	142	126	125
87	113	138	122
8.710000e+01	132	123	122
8.720000e+01	113	137	127
8.730000e+01	141	127	126
8.740000e+01	113	131	127
8.750000e+01	126	118	128
8.760000e+01	113	137	121
8.770000e+01	131	122	129
8.780000e+01	113	132	124
8.790000e+01	139	124	128
88	113	130	124
8.810000e+01	146	124	128
8.820000e+01	113	132	119
8.830000e+01	137	129	127
8.840000e+01	113	144	118
8.850000e+01	129	125	120
8.860000e+01	113	134	119
8.870000e+01	130	120	121
8.880000e+01	113	143	117
8.890000e+01	133	125	122
89	113	140	122
8.910000e+01	142	122	127
8.920000e+01	113	139	119
8.930000e+01	133	122	127
8.940000e+01	113	141	121
8.950000e+01	132	120	122
8.960000e+01	113	139	117
8.970000e+01	134	122	123
8.980000e+01	113	145	121
8.990000e+01	135	126	124
90	113	139	119
9.010000e+01	140	125	127
9.020000e+01	113	137	118
9.030000e+01	127	122	122
9.040000e+01	113	143	119
9.050000e+01	139	122	123
9.060000e+01	113	143	121
9.070000e+01	139	123	124
9.080000e+01	113	137	122
9.090000e+01	129	127	129
91	113	137	117
9.110000e+01	137	125	129
9.120000e+01	113	147	118
9.130000e+01	134	120	130
9.140000e+01	113	137	118
9.150000e+01	129	126	122
9.160000e+01	113	142	123
9.170000e+01	139	119	126
9.180000e+01	113	138	118
9.190000e+01	143	121	125
92	113	131	122
9.210000e+01	135	127	126
9.220000e+01	113	129	122
9.230000e+01	132	132	120
9.240000e+01	113	146	124
9.250000e+01	127	121	125
9.260000e+01	113	131	124
9.270000e+01	126	126	128
9.280000e+01	113	138	119
9.290000e+01	144	123	131
93	113	143	122
9.310000e+01	135	125	127
9.320000e+01	113	129	120
9.330000e+01	129	121	127
9.340000e+01	113	140	116
9.350000e+01	130	124	123
9.360000e+01	113	133	118
9.370000e+01	135	127	125
9.380000e+01	113	129	120
9.390000e+01	138	124	132
94	113	145	118
9.410000e+01	130	126	132
9.420000e+01	113	141	122
9.430000e+01	137	122	124
9.440000e+01	113	138	120
9.450000e+01	137	120	125
9.460000e+01	113	134	120
9.470000e+01	128	127	128
9.480000e+01	113	141	121
9.490000e+01	142	120	127
95	113	139	118
9.510000e+01	129	126	121
9.520000e+01	113	137	123
9.530000e+01	131	125	124
9.540000e+01	113	138	118
9.550000e+01	126	126	124
9.560000e+01	113	144	123
9.570000e+01	128	129	129
9.580000e+01	113	132	118
9.590000e+01	128	122	126
96	113	145	117
9.610000e+01	129	127	126
9.620000e+01	113	139	120
9.630000e+01	131	127	124
9.640000e+01	113	135	121
9.650000e+01	133	119	124
9.660000e+01	113	149	120
9.670000e+01	133	119	125
9.680000e+01	113	141	122
9.690000e+01	134	126	130
97	113	139	122
9.710000e+01	126	125	125
9.720000e+01	113	140	118
9.730000e+01	136	127	124
9.740000e+01	113	141	121
9.750000e+01	137	118	121
9.760000e+01	113	135	118
9.770000e+01	130	121	121
9.780000e+01	113	140	124
9.790000e+01	131	125	121
98	113	134	127
9.810000e+01	127	123	129
9.820000e+01	113	137	125
9.830000e+01	135	120	125
9.840000e+01	113	134	122
9.850000e+01	141	125	124
9.860000e+01	113	135	117
9.870000e+01	143	127	121
9.880000e+01	113	141	120
9.890000e+01	133	125	123
99	113	138	121
9.910000e+01	128	123	125
9.920000e+01	113	141	124
9.930000e+01	138	122	127
9.940000e+01	113	136	118
9.950000e+01	119	123	129
9.960000e+01	113	137	119
9.970000e+01	132	124	128
9.980000e+01	113	142	120
9.990000e+01	134	122	121
100	113	141	118
