timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	1794	1.222420e+03	4.052552e-01	4.052552e-01	4.339767e-01	6.326080e-01
2.000000e-01	2	1011	3.934230e+03	NaN	NaN	NaN	NaN
3.000000e-01	3	2386	1.361980e+03	NaN	NaN	NaN	NaN
4.000000e-01	4	1125	3.828250e+03	7.728764e-01	7.728764e-01	7.979178e-01	6.326080e-01
5.000000e-01	5	2179	1.254470e+03	NaN	NaN	NaN	NaN
6.000000e-01	6	1211	4.709230e+03	NaN	NaN	NaN	NaN
7.000000e-01	7	2395	1.371350e+03	3.641058e-01	3.641058e-01	4.904223e-01	6.326080e-01
8.000000e-01	8	1122	3.913460e+03	NaN	NaN	NaN	NaN
9.000000e-01	9	2245	1.167850e+03	NaN	NaN	NaN	NaN
1	10	1157	3.785010e+03	7.658847e-01	7.658847e-01	7.832736e-01	6.326080e-01
1.100000e+00	11	2394	1.367420e+03	NaN	NaN	NaN	NaN
1.200000e+00	12	1047	4.426710e+03	NaN	NaN	NaN	NaN
1.300000e+00	13	2296	1.274280e+03	3.569132e-01	3.569132e-01	5.038932e-01	6.326080e-01
1.400000e+00	14	1127	3.515110e+03	NaN	NaN	NaN	NaN
1.500000e+00	15	2177	1.485610e+03	NaN	NaN	NaN	NaN
1.600000e+00	16	1160	3.555800e+03	7.540184e-01	7.540184e-01	7.861645e-01	6.326080e-01
1.700000e+00	17	2733	1.282690e+03	NaN	NaN	NaN	NaN
1.800000e+00	18	1128	3.527040e+03	NaN	NaN	NaN	NaN
