timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	2780	2.713400e+03	4.939382e-01	4.939382e-01	4.884720e-01	6.221299e-01
2.000000e-01	2	1133	5.752690e+03	NaN	NaN	NaN	NaN
3.000000e-01	3	2298	2.227140e+03	NaN	NaN	NaN	NaN
4.000000e-01	4	1279	4.994470e+03	7.961256e-01	7.961256e-01	7.655802e-01	6.221299e-01
5.000000e-01	5	2401	1.920930e+03	NaN	NaN	NaN	NaN
6.000000e-01	6	1316	5.098880e+03	NaN	NaN	NaN	NaN
7.000000e-01	7	2713	2.095090e+03	4.357427e-01	4.357427e-01	4.829247e-01	6.221299e-01
8.000000e-01	8	1170	5.148100e+03	NaN	NaN	NaN	NaN
9.000000e-01	9	2690	1.864700e+03	NaN	NaN	NaN	NaN
1	10	1285	5.163050e+03	8.007149e-01	8.007149e-01	7.305190e-01	6.221299e-01
1.100000e+00	11	2134	2.378620e+03	NaN	NaN	NaN	NaN
1.200000e+00	12	1188	5.389840e+03	NaN	NaN	NaN	NaN
1.300000e+00	13	2637	2.706410e+03	5.064949e-01	5.064949e-01	4.903156e-01	6.221299e-01
1.400000e+00	14	1193	5.554490e+03	NaN	NaN	NaN	NaN
1.500000e+00	15	2458	2.216940e+03	NaN	NaN	NaN	NaN
1.600000e+00	16	1204	6.488720e+03	8.434884e-01	8.434884e-01	7.749680e-01	6.221299e-01
1.700000e+00	17	2546	2.233780e+03	NaN	NaN	NaN	NaN
1.800000e+00	18	1329	5.403970e+03	NaN	NaN	NaN	NaN
