timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	9425	4.542500e+02	4.598021e-02	4.598021e-02	8.540870e-01	8.322838e-01
2.000000e-01	2	1046	1.687780e+03	NaN	NaN	NaN	NaN
3.000000e-01	3	8755	6.361500e+02	NaN	NaN	NaN	NaN
4.000000e-01	4	1174	1.805820e+03	6.060165e-01	6.060165e-01	7.949345e-01	8.322838e-01
5.000000e-01	5	8233	7.686900e+02	NaN	NaN	NaN	NaN
6.000000e-01	6	1175	1.548750e+03	NaN	NaN	NaN	NaN
7.000000e-01	7	8690	5.627000e+02	6.081468e-02	6.081468e-02	8.367653e-01	8.322838e-01
8.000000e-01	8	1300	1805	NaN	NaN	NaN	NaN
9.000000e-01	9	9249	8.655700e+02	NaN	NaN	NaN	NaN
1	10	1183	1.915190e+03	6.181642e-01	6.181642e-01	8.135490e-01	8.322838e-01
1.100000e+00	11	8385	7.100500e+02	NaN	NaN	NaN	NaN
1.200000e+00	12	1183	1.954190e+03	NaN	NaN	NaN	NaN
1.300000e+00	13	9789	6.947700e+02	6.627101e-02	6.627101e-02	8.560094e-01	8.322838e-01
1.400000e+00	14	1093	1.763490e+03	NaN	NaN	NaN	NaN
1.500000e+00	15	8161	7.717300e+02	NaN	NaN	NaN	NaN
1.600000e+00	16	1182	1.855260e+03	6.108334e-01	6.108334e-01	8.383574e-01	8.322838e-01
1.700000e+00	17	9777	5.856100e+02	NaN	NaN	NaN	NaN
1.800000e+00	18	1243	2.083990e+03	NaN	NaN	NaN	NaN
