timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	6338	6.623400e+02	9.461540e-02	9.461540e-02	8.799394e-01	8.100259e-01
2.000000e-01	2	1198	9.551400e+02	NaN	NaN	NaN	NaN
3.000000e-01	3	5288	7.968400e+02	NaN	NaN	NaN	NaN
4.000000e-01	4	1203	1.084790e+03	4.741650e-01	4.741650e-01	7.630647e-01	8.100259e-01
5.000000e-01	5	5609	7.103700e+02	NaN	NaN	NaN	NaN
6.000000e-01	6	1198	1.006140e+03	NaN	NaN	NaN	NaN
7.000000e-01	7	6427	6.281100e+02	8.902909e-02	8.902909e-02	8.920334e-01	8.100259e-01
8.000000e-01	8	1187	8.539100e+02	NaN	NaN	NaN	NaN
9.000000e-01	9	6070	9.301000e+02	NaN	NaN	NaN	NaN
1	10	1302	9.388600e+02	4.189731e-01	4.189731e-01	7.623762e-01	8.100259e-01
1.100000e+00	11	5565	6.984500e+02	NaN	NaN	NaN	NaN
1.200000e+00	12	1114	1.063020e+03	NaN	NaN	NaN	NaN
1.300000e+00	13	6595	5.723500e+02	7.985518e-02	7.985518e-02	8.664906e-01	8.100259e-01
1.400000e+00	14	1095	1.104350e+03	NaN	NaN	NaN	NaN
1.500000e+00	15	5514	6.270200e+02	NaN	NaN	NaN	NaN
1.600000e+00	16	1164	1.019520e+03	4.669158e-01	4.669158e-01	6.962511e-01	8.100259e-01
1.700000e+00	17	4963	9.525900e+02	NaN	NaN	NaN	NaN
1.800000e+00	18	1150	1.128500e+03	NaN	NaN	NaN	NaN
