timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	2562	1.513660e+03	3.713902e-01	3.713902e-01	4.503283e-01	6.401636e-01
2.000000e-01	2	1132	4.974760e+03	NaN	NaN	NaN	NaN
3.000000e-01	3	3095	1.670350e+03	NaN	NaN	NaN	NaN
4.000000e-01	4	1264	4.329520e+03	7.740242e-01	7.740242e-01	8.090604e-01	6.401636e-01
5.000000e-01	5	2956	1.320080e+03	NaN	NaN	NaN	NaN
6.000000e-01	6	1207	4.136510e+03	NaN	NaN	NaN	NaN
7.000000e-01	7	2726	1.298180e+03	3.225949e-01	3.225949e-01	4.653883e-01	6.401636e-01
8.000000e-01	8	1175	4.622750e+03	NaN	NaN	NaN	NaN
9.000000e-01	9	2394	1.498420e+03	NaN	NaN	NaN	NaN
1	10	1214	4.959020e+03	8.033378e-01	8.033378e-01	8.085828e-01	6.401636e-01
1.100000e+00	11	2695	1.461350e+03	NaN	NaN	NaN	NaN
1.200000e+00	12	1197	4.358210e+03	NaN	NaN	NaN	NaN
1.300000e+00	13	2722	1.561460e+03	3.645324e-01	3.645324e-01	4.430761e-01	6.401636e-01
1.400000e+00	14	1213	5.384090e+03	NaN	NaN	NaN	NaN
1.500000e+00	15	2954	1.376220e+03	NaN	NaN	NaN	NaN
1.600000e+00	16	1368	5.321240e+03	7.954925e-01	7.954925e-01	8.645456e-01	6.401636e-01
1.700000e+00	17	2785	1.048050e+03	NaN	NaN	NaN	NaN
1.800000e+00	18	1249	5.047570e+03	NaN	NaN	NaN	NaN
