timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	2789	1.102770e+03	2.833595e-01	2.833595e-01	4.002137e-01	6.249232e-01
2.000000e-01	2	1022	5.832460e+03	NaN	NaN	NaN	NaN
3.000000e-01	3	3057	1.252010e+03	NaN	NaN	NaN	NaN
4.000000e-01	4	1272	5.470960e+03	8.113588e-01	8.113588e-01	8.513516e-01	6.249232e-01
5.000000e-01	5	2238	1.177340e+03	NaN	NaN	NaN	NaN
6.000000e-01	6	1153	5.877290e+03	NaN	NaN	NaN	NaN
7.000000e-01	7	2470	1.322100e+03	3.486459e-01	3.486459e-01	3.782809e-01	6.249232e-01
8.000000e-01	8	1222	6.232460e+03	NaN	NaN	NaN	NaN
9.000000e-01	9	3174	1.057820e+03	NaN	NaN	NaN	NaN
1	10	1241	5.634130e+03	8.194943e-01	8.194943e-01	8.386391e-01	6.249232e-01
1.100000e+00	11	2831	1.322830e+03	NaN	NaN	NaN	NaN
1.200000e+00	12	1235	6.046550e+03	NaN	NaN	NaN	NaN
1.300000e+00	13	2601	1.242930e+03	3.233488e-01	3.233488e-01	4.383384e-01	6.249232e-01
1.400000e+00	14	1123	4.925390e+03	NaN	NaN	NaN	NaN
1.500000e+00	15	2846	1.250780e+03	NaN	NaN	NaN	NaN
1.600000e+00	16	1123	5.327390e+03	8.259020e-01	8.259020e-01	8.427157e-01	6.249232e-01
1.700000e+00	17	2430	1.203900e+03	NaN	NaN	NaN	NaN
1.800000e+00	18	1044	5.172920e+03	NaN	NaN	NaN	NaN
