timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	6160	1.050800e+03	1.457259e-01	1.457259e-01	7.719607e-01	7.790990e-01
2.000000e-01	2	1213	2.130090e+03	NaN	NaN	NaN	NaN
3.000000e-01	3	7067	6.973100e+02	NaN	NaN	NaN	NaN
4.000000e-01	4	1045	1.898850e+03	6.450227e-01	6.450227e-01	7.717748e-01	7.790990e-01
5.000000e-01	5	5678	8.705400e+02	NaN	NaN	NaN	NaN
6.000000e-01	6	1088	2.041840e+03	NaN	NaN	NaN	NaN
7.000000e-01	7	6285	9.210500e+02	1.278162e-01	1.278162e-01	7.780458e-01	7.790990e-01
8.000000e-01	8	1076	2.055680e+03	NaN	NaN	NaN	NaN
9.000000e-01	9	7259	7.108700e+02	NaN	NaN	NaN	NaN
1	10	1270	2.232100e+03	6.373604e-01	6.373604e-01	8.176612e-01	7.790990e-01
1.100000e+00	11	6129	7.809700e+02	NaN	NaN	NaN	NaN
1.200000e+00	12	1081	2.208330e+03	NaN	NaN	NaN	NaN
1.300000e+00	13	6067	8.853100e+02	1.273404e-01	1.273404e-01	7.767354e-01	7.790990e-01
1.400000e+00	14	1109	1.998370e+03	NaN	NaN	NaN	NaN
1.500000e+00	15	6699	8.860700e+02	NaN	NaN	NaN	NaN
1.600000e+00	16	1210	1.966300e+03	6.190536e-01	6.190536e-01	7.584162e-01	7.790990e-01
1.700000e+00	17	5389	1.011770e+03	NaN	NaN	NaN	NaN
1.800000e+00	18	1228	2.356040e+03	NaN	NaN	NaN	NaN
