timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	FRET_1>2	discr.FRET_1>2	S_1>2	discr.S_1>2
1.000000e-01	1	5836	1.138480e+03	1.632351e-01	1.632351e-01	8.207260e-01	7.553771e-01
2.000000e-01	2	1122	1.523460e+03	NaN	NaN	NaN	NaN
3.000000e-01	3	7347	1.251710e+03	NaN	NaN	NaN	NaN
4.000000e-01	4	1142	1.601060e+03	5.836766e-01	5.836766e-01	6.964238e-01	7.553771e-01
5.000000e-01	5	6304	1.195720e+03	NaN	NaN	NaN	NaN
6.000000e-01	6	1286	1.404980e+03	NaN	NaN	NaN	NaN
7.000000e-01	7	6176	1.621680e+03	2.079695e-01	2.079695e-01	8.421912e-01	7.553771e-01
8.000000e-01	8	1284	1.461120e+03	NaN	NaN	NaN	NaN
9.000000e-01	9	6307	1.433510e+03	NaN	NaN	NaN	NaN
1	10	1145	1.494850e+03	5.662632e-01	5.662632e-01	7.110228e-01	7.553771e-01
1.100000e+00	11	8130	1.072900e+03	NaN	NaN	NaN	NaN
1.200000e+00	12	1185	1.482050e+03	NaN	NaN	NaN	NaN
1.300000e+00	13	6351	1.058430e+03	1.428490e-01	1.428490e-01	8.207648e-01	7.553771e-01
1.400000e+00	14	1328	1.618040e+03	NaN	NaN	NaN	NaN
1.500000e+00	15	6349	1.569570e+03	NaN	NaN	NaN	NaN
1.600000e+00	16	1212	1.397160e+03	5.354827e-01	5.354827e-01	6.411343e-01	7.553771e-01
1.700000e+00	17	7008	1.460440e+03	NaN	NaN	NaN	NaN
1.800000e+00	18	1402	1.514860e+03	NaN	NaN	NaN	NaN
