timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	7108	1.195440e+03	1074	2.188200e-01	2.188200e-01	3.768897e-02	5.769673e-02	NaN	NaN	7.619035e-01	7.675232e-01
2.000000e-01	2	1079	1.759470e+03	1171	NaN	NaN	NaN	NaN	3.995946e-01	3.960442e-01	NaN	NaN
3.000000e-01	3	7606	1.222580e+03	1110	2.092058e-01	2.092058e-01	4.042207e-02	5.769673e-02	NaN	NaN	7.731957e-01	7.675232e-01
4.000000e-01	4	1124	1.771320e+03	1144	NaN	NaN	NaN	NaN	3.924098e-01	3.960442e-01	NaN	NaN
5.000000e-01	5	7069	9.691700e+02	1136	1.816179e-01	1.816179e-01	7.052827e-02	5.769673e-02	NaN	NaN	7.543282e-01	7.675232e-01
6.000000e-01	6	1259	1.845870e+03	1142	NaN	NaN	NaN	NaN	3.822121e-01	3.960442e-01	NaN	NaN
7.000000e-01	7	7318	8.777400e+02	1262	1.617902e-01	1.617902e-01	9.039259e-02	5.769673e-02	NaN	NaN	7.714181e-01	7.675232e-01
8.000000e-01	8	1222	1.741460e+03	1061	NaN	NaN	NaN	NaN	3.785959e-01	3.960442e-01	NaN	NaN
9.000000e-01	9	6566	1.131380e+03	1176	2.351807e-01	2.351807e-01	4.206757e-02	5.769673e-02	NaN	NaN	7.402336e-01	7.675232e-01
1	10	1173	1.744890e+03	1369	NaN	NaN	NaN	NaN	4.396430e-01	3.960442e-01	NaN	NaN
1.100000e+00	11	8301	8.549300e+02	1091	1.574086e-01	1.574086e-01	4.544291e-02	5.769673e-02	NaN	NaN	7.901625e-01	7.675232e-01
1.200000e+00	12	1240	1.500200e+03	1221	NaN	NaN	NaN	NaN	4.486991e-01	3.960442e-01	NaN	NaN
1.300000e+00	13	7013	8.610900e+02	1061	1.612137e-01	1.612137e-01	7.568006e-02	5.769673e-02	NaN	NaN	7.511623e-01	7.675232e-01
1.400000e+00	14	1301	1.890930e+03	1069	NaN	NaN	NaN	NaN	3.611572e-01	3.960442e-01	NaN	NaN
1.500000e+00	15	7687	1.025910e+03	1200	1.810229e-01	1.810229e-01	6.413728e-02	5.769673e-02	NaN	NaN	7.801184e-01	7.675232e-01
1.600000e+00	16	1314	1.687020e+03	1107	NaN	NaN	NaN	NaN	3.962033e-01	3.960442e-01	NaN	NaN
1.700000e+00	17	6890	1.159700e+03	1156	2.161387e-01	2.161387e-01	5.692395e-02	5.769673e-02	NaN	NaN	7.799187e-01	7.675232e-01
1.800000e+00	18	1247	1.585710e+03	1012	NaN	NaN	NaN	NaN	3.895739e-01	3.960442e-01	NaN	NaN
1.900000e+00	19	7729	1.013970e+03	1040	1.728834e-01	1.728834e-01	5.368365e-02	5.769673e-02	NaN	NaN	7.727910e-01	7.675232e-01
2	20	1110	1.805300e+03	1071	NaN	NaN	NaN	NaN	3.723534e-01	3.960442e-01	NaN	NaN
