timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	2659	1.740870e+03	1181	4.590486e-01	4.590486e-01	2.001699e-01	2.257940e-01	NaN	NaN	4.932524e-01	4.471980e-01
2.000000e-01	2	1292	4.423560e+03	1310	NaN	NaN	NaN	NaN	2.284793e-01	1.984518e-01	NaN	NaN
3.000000e-01	3	2654	1.496220e+03	1108	4.060466e-01	4.060466e-01	2.293521e-01	2.257940e-01	NaN	NaN	4.173876e-01	4.471980e-01
4.000000e-01	4	1047	6.052710e+03	1287	NaN	NaN	NaN	NaN	1.753475e-01	1.984518e-01	NaN	NaN
5.000000e-01	5	2757	1.293010e+03	1000	3.723372e-01	3.723372e-01	1.925668e-01	2.257940e-01	NaN	NaN	4.590814e-01	4.471980e-01
6.000000e-01	6	1168	4.704240e+03	1246	NaN	NaN	NaN	NaN	2.094033e-01	1.984518e-01	NaN	NaN
7.000000e-01	7	2564	1.360520e+03	1238	3.917015e-01	3.917015e-01	2.698245e-01	2.257940e-01	NaN	NaN	3.980008e-01	4.471980e-01
8.000000e-01	8	1177	6.434610e+03	1374	NaN	NaN	NaN	NaN	1.759596e-01	1.984518e-01	NaN	NaN
9.000000e-01	9	2309	1.563370e+03	1076	4.559434e-01	4.559434e-01	2.337370e-01	2.257940e-01	NaN	NaN	4.727573e-01	4.471980e-01
1	10	1219	4.458670e+03	1060	NaN	NaN	NaN	NaN	1.920753e-01	1.984518e-01	NaN	NaN
1.100000e+00	11	2835	1.233550e+03	1048	3.496319e-01	3.496319e-01	2.108516e-01	2.257940e-01	NaN	NaN	4.267768e-01	4.471980e-01
1.200000e+00	12	1239	5.562270e+03	1310	NaN	NaN	NaN	NaN	1.906211e-01	1.984518e-01	NaN	NaN
1.300000e+00	13	2546	1.185780e+03	1104	3.704609e-01	3.704609e-01	2.371653e-01	2.257940e-01	NaN	NaN	4.290527e-01	4.471980e-01
1.400000e+00	14	1085	5.093050e+03	1342	NaN	NaN	NaN	NaN	2.085454e-01	1.984518e-01	NaN	NaN
1.500000e+00	15	2740	1.208200e+03	1039	3.555604e-01	3.555604e-01	2.116115e-01	2.257940e-01	NaN	NaN	4.391370e-01	4.471980e-01
1.600000e+00	16	1334	5.090620e+03	1279	NaN	NaN	NaN	NaN	2.007969e-01	1.984518e-01	NaN	NaN
1.700000e+00	17	2524	1.387320e+03	1102	4.142103e-01	4.142103e-01	2.182387e-01	2.257940e-01	NaN	NaN	4.882541e-01	4.471980e-01
1.800000e+00	18	1121	4.084530e+03	1170	NaN	NaN	NaN	NaN	2.226650e-01	1.984518e-01	NaN	NaN
1.900000e+00	19	2470	1.561100e+03	1187	4.354584e-01	4.354584e-01	2.544227e-01	2.257940e-01	NaN	NaN	4.482800e-01	4.471980e-01
2	20	1269	5.262170e+03	1160	NaN	NaN	NaN	NaN	1.806243e-01	1.984518e-01	NaN	NaN
