timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2
1.000000e-01	1	6230	1.184900e+03	1180	2.859648e-01	2.859648e-01	-2.133837e-02	-1.164905e-02	NaN	NaN	7.919005e-01	7.889486e-01
2.000000e-01	2	1077	1.072610e+03	1186	NaN	NaN	NaN	NaN	5.251017e-01	5.121103e-01	NaN	NaN
3.000000e-01	3	5699	1.734070e+03	1034	3.779090e-01	3.779090e-01	-1.386544e-01	-1.164905e-02	NaN	NaN	7.860893e-01	7.889486e-01
4.000000e-01	4	1142	1.154060e+03	1150	NaN	NaN	NaN	NaN	4.991189e-01	5.121103e-01	NaN	NaN
5.000000e-01	5	6850	1.388500e+03	1204	2.492434e-01	2.492434e-01	4.441324e-02	-1.164905e-02	NaN	NaN	7.938370e-01	7.889486e-01
6.000000e-01	6	1182	1.497260e+03	955	NaN	NaN	NaN	NaN	3.894367e-01	4.250208e-01	NaN	NaN
7.000000e-01	7	5879	1.480470e+03	1190	3.076220e-01	3.076220e-01	9.843181e-03	-1.164905e-02	NaN	NaN	7.845667e-01	7.889486e-01
8.000000e-01	8	1063	1.330590e+03	1017	NaN	NaN	NaN	NaN	4.332102e-01	4.250208e-01	NaN	NaN
9.000000e-01	9	6342	1.587060e+03	1018	3.002291e-01	3.002291e-01	-1.861610e-02	-1.164905e-02	NaN	NaN	7.883497e-01	7.889486e-01
1	10	1228	1.401040e+03	1001	NaN	NaN	NaN	NaN	4.167291e-01	4.250208e-01	NaN	NaN
1.100000e+00	11	5341	1.610130e+03	1066	3.452864e-01	3.452864e-01	-2.704327e-02	-1.164905e-02	NaN	NaN	7.610999e-01	7.774992e-01
1.200000e+00	12	1236	1.438480e+03	1078	NaN	NaN	NaN	NaN	4.283761e-01	4.250208e-01	NaN	NaN
1.300000e+00	13	6465	1.365450e+03	1134	2.757406e-01	2.757406e-01	5.857282e-03	-1.164905e-02	NaN	NaN	7.761738e-01	7.774992e-01
1.400000e+00	14	1013	1.434090e+03	1151	NaN	NaN	NaN	NaN	4.452456e-01	4.250208e-01	NaN	NaN
1.500000e+00	15	6903	1.164790e+03	1186	2.306378e-01	2.306378e-01	3.917133e-02	-1.164905e-02	NaN	NaN	7.765442e-01	7.774992e-01
1.600000e+00	16	1188	1.498840e+03	1164	NaN	NaN	NaN	NaN	4.371273e-01	4.250208e-01	NaN	NaN
1.700000e+00	17	6661	1.399730e+03	1101	2.832269e-01	2.832269e-01	-2.010947e-02	-1.164905e-02	NaN	NaN	7.917851e-01	7.774992e-01
1.800000e+00	18	1025	1.281250e+03	1128	NaN	NaN	NaN	NaN	4.681955e-01	4.712342e-01	NaN	NaN
1.900000e+00	19	6033	1.139690e+03	1089	2.643433e-01	2.643433e-01	9.986122e-03	-1.164905e-02	NaN	NaN	7.818928e-01	7.774992e-01
2	20	1106	1.211580e+03	1093	NaN	NaN	NaN	NaN	4.742730e-01	4.712342e-01	NaN	NaN
