time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	I_3 at 532nm(counts)	discr.I_3 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	I_3 at 638nm(counts)	discr.I_3 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
1.017500e-01	1	7.852952e+03	7.113811e+03	2.321539e+03	2.520670e+03	-1.572412e+02	1.072298e+02	2.035000e-01	2	7.753402e+01	1.299802e+01	6.657576e+03	7.545985e+03	1.168684e+02	3.021419e+02	1.017500e-01	1	2.281725e-01	2.443079e-01	1.017500e-01	1	6.044707e-01	5.724339e-01	
3.052500e-01	3	6.822952e+03	7.113811e+03	2.860659e+03	2.520670e+03	2.487588e+02	1.072298e+02	4.070000e-01	4	2.534023e+00	1.299802e+01	9.006576e+03	7.545985e+03	2.078684e+02	3.021419e+02	3.052500e-01	3	2.954124e-01	2.443079e-01	3.052500e-01	3	5.181120e-01	5.724339e-01	
5.087500e-01	5	6.243952e+03	7.113811e+03	2.975369e+03	2.520670e+03	3.075883e+01	1.072298e+02	6.105000e-01	6	3.653402e+01	1.299802e+01	6.447576e+03	7.545985e+03	6.448684e+02	3.021419e+02	5.087500e-01	5	3.227319e-01	2.443079e-01	5.087500e-01	5	5.884586e-01	5.724339e-01	
7.122500e-01	7	5.753952e+03	7.113811e+03	2.436509e+03	2.520670e+03	1.867588e+02	1.072298e+02	8.140000e-01	8	-1.346598e+01	1.299802e+01	9.955576e+03	7.545985e+03	6.308684e+02	3.021419e+02	7.122500e-01	7	2.974813e-01	2.443079e-01	7.122500e-01	7	4.513636e-01	5.724339e-01	
9.157500e-01	9	8.241952e+03	7.113811e+03	2.343309e+03	2.520670e+03	1.227588e+02	1.072298e+02	1.017500e+00	10	-2.214660e+02	1.299802e+01	8.107576e+03	7.545985e+03	4.448684e+02	3.021419e+02	9.157500e-01	9	2.213747e-01	2.443079e-01	9.157500e-01	9	5.662736e-01	5.724339e-01	
1.119250e+00	11	8.481952e+03	7.113811e+03	2.458869e+03	2.520670e+03	5.975883e+01	1.072298e+02	1.221000e+00	12	-1.434660e+02	1.299802e+01	7.589576e+03	7.545985e+03	4.088684e+02	3.021419e+02	1.119250e+00	11	2.247426e-01	2.443079e-01	1.119250e+00	11	5.904256e-01	5.724339e-01	
1.322750e+00	13	5.779952e+03	7.113811e+03	1.683129e+03	2.520670e+03	2.397588e+02	1.072298e+02	1.424500e+00	14	1.534023e+00	1.299802e+01	8.233576e+03	7.545985e+03	2.718684e+02	3.021419e+02	1.322750e+00	13	2.255273e-01	2.443079e-01	1.322750e+00	13	4.754567e-01	5.724339e-01	
1.526250e+00	15	8.458952e+03	7.113811e+03	2.750599e+03	2.520670e+03	2.557588e+02	1.072298e+02	1.628000e+00	16	4.653402e+01	1.299802e+01	7.683576e+03	7.545985e+03	3.068684e+02	3.021419e+02	1.526250e+00	15	2.453799e-01	2.443079e-01	1.526250e+00	15	5.933137e-01	5.724339e-01	
1.729750e+00	17	7.748952e+03	7.113811e+03	2.255979e+03	2.520670e+03	4.187588e+02	1.072298e+02	1.831500e+00	18	-1.774660e+02	1.299802e+01	6.599576e+03	7.545985e+03	3.348684e+02	3.021419e+02	1.729750e+00	17	2.254867e-01	2.443079e-01	1.729750e+00	17	6.025431e-01	5.724339e-01	
1.933250e+00	19	6.408952e+03	7.113811e+03	2.160359e+03	2.520670e+03	1.137588e+02	1.072298e+02	2.035000e+00	20	7.534023e+00	1.299802e+01	6.970576e+03	7.545985e+03	3.678684e+02	3.021419e+02	1.933250e+00	19	2.521041e-01	2.443079e-01	1.933250e+00	19	5.514397e-01	5.724339e-01	
