time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	I_3 at 532nm(counts)	discr.I_3 at 532nm(counts)	time at 638nm	frame at 638nm	I_1 at 638nm(counts)	discr.I_1 at 638nm(counts)	I_2 at 638nm(counts)	discr.I_2 at 638nm(counts)	I_3 at 638nm(counts)	discr.I_3 at 638nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	time at 532nm	frame at 532nm	S_1>2	discr.S_1>2	
1.017500e-01	1	5.865246e+03	7.270882e+03	5.626361e+02	3.557829e+02	5.316440e+01	4.725990e+01	2.035000e-01	2	-8.645157e+01	1.839293e+01	5.547874e+03	7.009296e+03	3.009193e+02	2.775773e+02	1.017500e-01	1	8.753056e-02	4.606674e-02	1.017500e-01	1	5.367412e-01	5.211572e-01	
3.052500e-01	3	7.198246e+03	7.270882e+03	6.909261e+02	3.557829e+02	-2.583560e+01	4.725990e+01	4.070000e-01	4	-3.945157e+01	1.839293e+01	7.117874e+03	7.009296e+03	4.549193e+02	2.775773e+02	3.052500e-01	3	8.757904e-02	4.606674e-02	3.052500e-01	3	5.256979e-01	5.211572e-01	
5.087500e-01	5	5.646246e+03	7.270882e+03	6.309061e+02	3.557829e+02	-5.583560e+01	4.725990e+01	6.105000e-01	6	-1.104516e+02	1.839293e+01	6.900874e+03	7.009296e+03	3.619193e+02	2.775773e+02	5.087500e-01	5	1.005083e-01	4.606674e-02	5.087500e-01	5	4.763348e-01	5.211572e-01	
7.122500e-01	7	6.631246e+03	7.270882e+03	7.134761e+02	3.557829e+02	2.041644e+02	4.725990e+01	8.140000e-01	8	2.405484e+02	1.839293e+01	6.924874e+03	7.009296e+03	5.459193e+02	2.775773e+02	7.122500e-01	7	9.714134e-02	4.606674e-02	7.122500e-01	7	5.147113e-01	5.211572e-01	
9.157500e-01	9	6.841246e+03	7.270882e+03	5.621961e+02	3.557829e+02	2.431644e+02	4.725990e+01	1.017500e+00	10	5.054843e+01	1.839293e+01	6.553874e+03	7.009296e+03	1.089193e+02	2.775773e+02	9.157500e-01	9	7.593713e-02	4.606674e-02	9.157500e-01	9	5.304345e-01	5.211572e-01	
1.119250e+00	11	6.485246e+03	7.270882e+03	8.284961e+02	3.557829e+02	7.116440e+01	4.725990e+01	1.221000e+00	12	1.854843e+01	1.839293e+01	6.534874e+03	7.009296e+03	3.409193e+02	2.775773e+02	1.119250e+00	11	1.132794e-01	4.606674e-02	1.119250e+00	11	5.281208e-01	5.211572e-01	
1.322750e+00	13	7.050246e+03	7.270882e+03	-1.277139e+02	3.557829e+02	1.181644e+02	4.725990e+01	1.424500e+00	14	2.225484e+02	1.839293e+01	6.067874e+03	7.009296e+03	2.309193e+02	2.775773e+02	1.322750e+00	13	-1.844901e-02	4.606674e-02	1.322750e+00	13	5.328957e-01	5.211572e-01	
1.526250e+00	15	7.124246e+03	7.270882e+03	4.150661e+02	3.557829e+02	-7.835600e+00	4.725990e+01	1.628000e+00	16	1.545484e+02	1.839293e+01	5.669874e+03	7.009296e+03	-8.067685e-02	2.775773e+02	1.526250e+00	15	5.505358e-02	4.606674e-02	1.526250e+00	15	5.707628e-01	5.211572e-01	
1.729750e+00	17	6.719246e+03	7.270882e+03	2.108561e+02	3.557829e+02	1.891644e+02	4.725990e+01	1.831500e+00	18	-6.745157e+01	1.839293e+01	7.047874e+03	7.009296e+03	2.669193e+02	2.775773e+02	1.729750e+00	17	3.042612e-02	4.606674e-02	1.729750e+00	17	4.957872e-01	5.211572e-01	
1.933250e+00	19	5.908246e+03	7.270882e+03	5.993061e+02	3.557829e+02	-8.983560e+01	4.725990e+01	2.035000e+00	20	4.254843e+01	1.839293e+01	7.263874e+03	7.009296e+03	9.691932e+01	2.775773e+02	1.933250e+00	19	9.209394e-02	4.606674e-02	1.933250e+00	19	4.725402e-01	5.211572e-01	
2.136750e+00	21	7.987246e+03	7.270882e+03	6.531961e+02	3.557829e+02	2.751644e+02	4.725990e+01	2.238500e+00	22	-7.451567e+00	1.839293e+01	6.492874e+03	7.009296e+03	3.599193e+02	2.775773e+02	2.136750e+00	21	7.559754e-02	4.606674e-02	2.136750e+00	21	5.709550e-01	5.211572e-01	
2.340250e+00	23	7.794246e+03	7.270882e+03	3.086461e+02	3.557829e+02	2.471644e+02	4.725990e+01	2.442000e+00	24	6.954843e+01	1.839293e+01	6.545874e+03	7.009296e+03	2.979193e+02	2.775773e+02	2.340250e+00	23	3.809086e-02	4.606674e-02	2.340250e+00	23	5.531450e-01	5.211572e-01	
2.543750e+00	25	6.091246e+03	7.270882e+03	5.815161e+02	3.557829e+02	4.516440e+01	4.725990e+01	2.645500e+00	26	-9.145157e+01	1.839293e+01	7.862874e+03	7.009296e+03	2.499193e+02	2.775773e+02	2.543750e+00	25	8.714774e-02	4.606674e-02	2.543750e+00	25	4.590623e-01	5.211572e-01	
2.747250e+00	27	7.909246e+03	7.270882e+03	5.414761e+02	3.557829e+02	1.216440e+01	4.725990e+01	2.849000e+00	28	1.275484e+02	1.839293e+01	7.301874e+03	7.009296e+03	5.139193e+02	2.775773e+02	2.747250e+00	27	6.407454e-02	4.606674e-02	2.747250e+00	27	5.364654e-01	5.211572e-01	
2.950750e+00	29	7.218246e+03	7.270882e+03	5.210613e+01	3.557829e+02	-1.418356e+02	4.725990e+01	3.052500e+00	30	-5.745157e+01	1.839293e+01	7.238874e+03	7.009296e+03	3.819193e+02	2.775773e+02	2.950750e+00	29	7.166934e-03	4.606674e-02	2.950750e+00	29	5.010848e-01	5.211572e-01	
3.154250e+00	31	6.539246e+03	7.270882e+03	5.996961e+02	3.557829e+02	9.916440e+01	4.725990e+01	3.256000e+00	32	-1.745157e+01	1.839293e+01	6.085874e+03	7.009296e+03	3.119193e+02	2.775773e+02	3.154250e+00	31	8.400350e-02	4.606674e-02	3.154250e+00	31	5.398141e-01	5.211572e-01	
3.357750e+00	33	6.892246e+03	7.270882e+03	3.087261e+02	3.557829e+02	1.716440e+01	4.725990e+01	3.459500e+00	34	-4.845157e+01	1.839293e+01	7.448874e+03	7.009296e+03	5.149193e+02	2.775773e+02	3.357750e+00	33	4.287284e-02	4.606674e-02	3.357750e+00	33	4.915391e-01	5.211572e-01	
3.561250e+00	35	6.765246e+03	7.270882e+03	3.857761e+02	3.557829e+02	2.061644e+02	4.725990e+01	3.663000e+00	36	-1.945157e+01	1.839293e+01	6.640874e+03	7.009296e+03	5.139193e+02	2.775773e+02	3.561250e+00	35	5.394699e-02	4.606674e-02	3.561250e+00	35	5.184945e-01	5.211572e-01	
3.764750e+00	37	7.546246e+03	7.270882e+03	-1.909387e+01	3.557829e+02	1.711644e+02	4.725990e+01	3.866500e+00	38	-1.114516e+02	1.839293e+01	7.000874e+03	7.009296e+03	2.929193e+02	2.775773e+02	3.764750e+00	37	-2.536666e-03	4.606674e-02	3.764750e+00	37	5.181125e-01	5.211572e-01	
3.968250e+00	39	7.354246e+03	7.270882e+03	7.505861e+02	3.557829e+02	2.691644e+02	4.725990e+01	4.070000e+00	40	-3.445157e+01	1.839293e+01	5.888874e+03	7.009296e+03	3.691932e+01	2.775773e+02	3.968250e+00	39	9.260971e-02	4.606674e-02	3.968250e+00	39	5.791770e-01	5.211572e-01	
4.171750e+00	41	9.632246e+03	7.270882e+03	8.915861e+02	3.557829e+02	2.301644e+02	4.725990e+01	4.273500e+00	42	-2.414516e+02	1.839293e+01	7.065874e+03	7.009296e+03	2.009193e+02	2.775773e+02	4.171750e+00	41	8.472067e-02	4.606674e-02	4.171750e+00	41	5.982949e-01	5.211572e-01	
4.375250e+00	43	8.267246e+03	7.270882e+03	8.198361e+02	3.557829e+02	2.261644e+02	4.725990e+01	4.477000e+00	44	2.554843e+01	1.839293e+01	5.930874e+03	7.009296e+03	1.159193e+02	2.775773e+02	4.375250e+00	43	9.021996e-02	4.606674e-02	4.375250e+00	43	6.050811e-01	5.211572e-01	
4.578750e+00	45	7.466246e+03	7.270882e+03	3.614061e+02	3.557829e+02	1.621644e+02	4.725990e+01	4.680500e+00	46	-2.154516e+02	1.839293e+01	7.455874e+03	7.009296e+03	3.259193e+02	2.775773e+02	4.578750e+00	45	4.617044e-02	4.606674e-02	4.578750e+00	45	5.121627e-01	5.211572e-01	
