coordinates:	18.8,87.3	68.8,87.3
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	135	145	2.000000e-01	115	146
3.000000e-01	149	145	4.000000e-01	113	147
5.000000e-01	136	146	6.000000e-01	113	137
7.000000e-01	147	139	8.000000e-01	114	144
9.000000e-01	140	144	1	113	146
1.100000e+00	136	155	1.200000e+00	114	135
1.300000e+00	132	142	1.400000e+00	115	150
1.500000e+00	140	140	1.600000e+00	115	138
1.700000e+00	132	148	1.800000e+00	113	141
1.900000e+00	136	150	2	113	145
2.100000e+00	151	143	2.200000e+00	113	157
2.300000e+00	146	141	2.400000e+00	114	152
2.500000e+00	131	139	2.600000e+00	113	149
2.700000e+00	137	144	2.800000e+00	115	151
2.900000e+00	146	148	3	114	148
3.100000e+00	144	142	3.200000e+00	114	147
3.300000e+00	146	137	3.400000e+00	113	139
3.500000e+00	138	150	3.600000e+00	114	155
3.700000e+00	137	147	3.800000e+00	113	141
3.900000e+00	147	140	4	113	146
4.100000e+00	142	150	4.200000e+00	115	149
4.300000e+00	138	146	4.400000e+00	113	150
4.500000e+00	137	144	4.600000e+00	113	156
4.700000e+00	134	147	4.800000e+00	113	147
4.900000e+00	141	148	5	114	145
5.100000e+00	137	150	5.200000e+00	113	146
5.300000e+00	145	162	5.400000e+00	114	150
5.500000e+00	138	152	5.600000e+00	114	149
5.700000e+00	140	142	5.800000e+00	113	149
5.900000e+00	144	145	6	113	144
6.100000e+00	136	150	6.200000e+00	114	139
6.300000e+00	139	144	6.400000e+00	113	158
6.500000e+00	141	137	6.600000e+00	114	147
6.700000e+00	138	143	6.800000e+00	115	156
6.900000e+00	142	144	7	115	156
7.100000e+00	144	135	7.200000e+00	114	148
7.300000e+00	139	152	7.400000e+00	113	154
7.500000e+00	140	142	7.600000e+00	115	141
7.700000e+00	138	140	7.800000e+00	113	146
7.900000e+00	137	155	8	113	156
8.100000e+00	133	145	8.200000e+00	114	154
8.300000e+00	140	154	8.400000e+00	114	148
8.500000e+00	143	148	8.600000e+00	114	156
8.700000e+00	143	149	8.800000e+00	114	149
8.900000e+00	137	141	9	113	154
9.100000e+00	135	148	9.200000e+00	113	152
9.300000e+00	137	140	9.400000e+00	113	146
9.500000e+00	143	150	9.600000e+00	113	150
9.700000e+00	136	144	9.800000e+00	113	143
9.900000e+00	143	148	10	113	135
1.010000e+01	139	140	1.020000e+01	114	162
1.030000e+01	134	141	1.040000e+01	113	158
1.050000e+01	147	152	1.060000e+01	114	155
1.070000e+01	134	162	1.080000e+01	115	150
1.090000e+01	136	149	11	114	146
1.110000e+01	135	149	1.120000e+01	113	151
1.130000e+01	136	150	1.140000e+01	114	154
1.150000e+01	144	160	1.160000e+01	113	150
1.170000e+01	145	143	1.180000e+01	114	144
1.190000e+01	146	140	12	116	149
1.210000e+01	140	143	1.220000e+01	115	145
1.230000e+01	138	146	1.240000e+01	115	147
1.250000e+01	141	139	1.260000e+01	113	153
1.270000e+01	130	135	1.280000e+01	114	156
1.290000e+01	138	151	13	113	153
1.310000e+01	145	150	1.320000e+01	115	150
1.330000e+01	146	132	1.340000e+01	113	147
1.350000e+01	148	155	1.360000e+01	114	162
1.370000e+01	143	142	1.380000e+01	115	155
1.390000e+01	145	137	14	115	143
1.410000e+01	147	129	1.420000e+01	114	147
1.430000e+01	149	130	1.440000e+01	113	149
1.450000e+01	163	134	1.460000e+01	114	136
1.470000e+01	148	135	1.480000e+01	113	142
1.490000e+01	148	131	15	113	143
1.510000e+01	157	145	1.520000e+01	113	155
1.530000e+01	137	129	1.540000e+01	113	146
1.550000e+01	144	134	1.560000e+01	113	151
1.570000e+01	163	138	1.580000e+01	115	150
1.590000e+01	146	130	16	114	135
1.610000e+01	154	135	1.620000e+01	113	153
1.630000e+01	155	127	1.640000e+01	113	151
1.650000e+01	161	132	1.660000e+01	113	149
1.670000e+01	154	139	1.680000e+01	113	134
1.690000e+01	145	135	17	114	150
1.710000e+01	151	130	1.720000e+01	115	145
1.730000e+01	153	134	1.740000e+01	113	147
1.750000e+01	153	131	1.760000e+01	113	156
1.770000e+01	162	132	1.780000e+01	114	150
1.790000e+01	150	134	18	113	144
1.810000e+01	134	141	1.820000e+01	114	155
1.830000e+01	138	149	1.840000e+01	114	153
1.850000e+01	147	145	1.860000e+01	114	152
1.870000e+01	137	154	1.880000e+01	114	158
1.890000e+01	132	157	19	114	152
1.910000e+01	135	156	1.920000e+01	113	151
1.930000e+01	139	145	1.940000e+01	113	162
1.950000e+01	136	135	1.960000e+01	114	147
1.970000e+01	142	152	1.980000e+01	113	155
1.990000e+01	138	134	20	114	160
