coordinates:	12.7,33.8	62.7,33.8
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	143	152	2.000000e-01	114	139
3.000000e-01	135	144	4.000000e-01	113	150
5.000000e-01	138	150	6.000000e-01	114	151
7.000000e-01	136	147	8.000000e-01	113	146
9.000000e-01	142	142	1	113	153
1.100000e+00	144	146	1.200000e+00	113	144
1.300000e+00	132	137	1.400000e+00	114	151
1.500000e+00	142	157	1.600000e+00	115	140
1.700000e+00	142	144	1.800000e+00	113	152
1.900000e+00	134	151	2	115	159
2.100000e+00	139	140	2.200000e+00	113	160
2.300000e+00	137	146	2.400000e+00	115	155
2.500000e+00	137	139	2.600000e+00	113	142
2.700000e+00	134	153	2.800000e+00	114	149
2.900000e+00	147	140	3	113	142
3.100000e+00	136	149	3.200000e+00	113	154
3.300000e+00	129	147	3.400000e+00	113	146
3.500000e+00	138	142	3.600000e+00	114	145
3.700000e+00	131	144	3.800000e+00	113	157
3.900000e+00	142	149	4	114	147
4.100000e+00	140	147	4.200000e+00	114	154
4.300000e+00	140	149	4.400000e+00	113	147
4.500000e+00	140	148	4.600000e+00	114	137
4.700000e+00	139	152	4.800000e+00	114	144
4.900000e+00	141	135	5	113	145
5.100000e+00	139	149	5.200000e+00	114	153
5.300000e+00	139	138	5.400000e+00	114	142
5.500000e+00	144	131	5.600000e+00	115	141
5.700000e+00	136	143	5.800000e+00	114	146
5.900000e+00	140	151	6	113	159
6.100000e+00	138	140	6.200000e+00	113	151
6.300000e+00	151	159	6.400000e+00	114	157
6.500000e+00	131	149	6.600000e+00	114	149
6.700000e+00	125	141	6.800000e+00	114	148
6.900000e+00	131	151	7	114	143
7.100000e+00	140	150	7.200000e+00	114	155
7.300000e+00	140	157	7.400000e+00	114	139
7.500000e+00	144	148	7.600000e+00	113	144
7.700000e+00	145	143	7.800000e+00	114	149
7.900000e+00	138	138	8	113	159
8.100000e+00	140	139	8.200000e+00	113	147
8.300000e+00	137	147	8.400000e+00	113	155
8.500000e+00	146	150	8.600000e+00	115	155
8.700000e+00	153	145	8.800000e+00	114	145
8.900000e+00	139	138	9	113	160
9.100000e+00	144	144	9.200000e+00	113	158
9.300000e+00	138	147	9.400000e+00	113	142
9.500000e+00	139	147	9.600000e+00	113	158
9.700000e+00	134	149	9.800000e+00	113	141
9.900000e+00	136	138	10	114	142
1.010000e+01	133	140	1.020000e+01	113	149
1.030000e+01	142	150	1.040000e+01	113	152
1.050000e+01	132	147	1.060000e+01	113	139
1.070000e+01	142	142	1.080000e+01	115	150
1.090000e+01	146	148	11	113	151
1.110000e+01	137	141	1.120000e+01	114	144
1.130000e+01	131	151	1.140000e+01	113	142
1.150000e+01	141	148	1.160000e+01	116	144
1.170000e+01	145	142	1.180000e+01	113	147
1.190000e+01	134	151	12	113	155
1.210000e+01	140	140	1.220000e+01	114	147
1.230000e+01	138	154	1.240000e+01	114	152
1.250000e+01	139	131	1.260000e+01	113	154
1.270000e+01	135	146	1.280000e+01	114	158
1.290000e+01	141	145	13	113	146
1.310000e+01	134	136	1.320000e+01	113	134
1.330000e+01	139	146	1.340000e+01	113	158
1.350000e+01	138	143	1.360000e+01	114	147
1.370000e+01	142	139	1.380000e+01	113	147
1.390000e+01	139	151	14	115	151
1.410000e+01	146	148	1.420000e+01	114	145
1.430000e+01	144	146	1.440000e+01	114	157
1.450000e+01	138	146	1.460000e+01	113	145
1.470000e+01	133	146	1.480000e+01	116	158
1.490000e+01	138	150	15	113	152
1.510000e+01	143	137	1.520000e+01	113	146
1.530000e+01	134	144	1.540000e+01	115	153
1.550000e+01	128	151	1.560000e+01	114	166
1.570000e+01	144	142	1.580000e+01	113	146
1.590000e+01	141	143	16	113	158
1.610000e+01	137	146	1.620000e+01	113	150
1.630000e+01	141	146	1.640000e+01	113	148
1.650000e+01	128	142	1.660000e+01	114	157
1.670000e+01	143	153	1.680000e+01	113	139
1.690000e+01	144	147	17	114	155
1.710000e+01	140	147	1.720000e+01	113	164
1.730000e+01	143	144	1.740000e+01	113	144
1.750000e+01	142	142	1.760000e+01	113	147
1.770000e+01	134	143	1.780000e+01	114	145
1.790000e+01	135	142	18	114	141
1.810000e+01	140	148	1.820000e+01	114	156
1.830000e+01	141	142	1.840000e+01	113	152
1.850000e+01	142	147	1.860000e+01	113	150
1.870000e+01	136	146	1.880000e+01	113	151
1.890000e+01	138	148	19	113	143
1.910000e+01	139	146	1.920000e+01	115	155
1.930000e+01	141	139	1.940000e+01	113	156
1.950000e+01	143	147	1.960000e+01	114	154
1.970000e+01	132	154	1.980000e+01	113	152
1.990000e+01	139	140	20	115	149
