coordinates:	31.1,2.3	81.1,2.3
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	128	136	2.000000e-01	113	144
3.000000e-01	133	152	4.000000e-01	114	147
5.000000e-01	134	138	6.000000e-01	114	145
7.000000e-01	140	145	8.000000e-01	113	145
9.000000e-01	139	148	1	115	150
1.100000e+00	133	144	1.200000e+00	114	156
1.300000e+00	135	143	1.400000e+00	113	153
1.500000e+00	146	148	1.600000e+00	114	148
1.700000e+00	146	155	1.800000e+00	113	158
1.900000e+00	143	151	2	113	158
2.100000e+00	141	153	2.200000e+00	114	152
2.300000e+00	139	145	2.400000e+00	114	142
2.500000e+00	138	148	2.600000e+00	114	153
2.700000e+00	132	154	2.800000e+00	114	138
2.900000e+00	138	153	3	115	143
3.100000e+00	142	150	3.200000e+00	115	154
3.300000e+00	148	154	3.400000e+00	113	147
3.500000e+00	137	151	3.600000e+00	114	147
3.700000e+00	139	142	3.800000e+00	113	147
3.900000e+00	138	144	4	115	152
4.100000e+00	137	152	4.200000e+00	113	140
4.300000e+00	138	146	4.400000e+00	113	156
4.500000e+00	132	143	4.600000e+00	113	158
4.700000e+00	141	149	4.800000e+00	114	154
4.900000e+00	138	146	5	116	149
5.100000e+00	136	149	5.200000e+00	113	159
5.300000e+00	129	145	5.400000e+00	114	157
5.500000e+00	140	148	5.600000e+00	113	151
5.700000e+00	135	141	5.800000e+00	114	149
5.900000e+00	143	144	6	113	158
6.100000e+00	145	147	6.200000e+00	115	149
6.300000e+00	138	148	6.400000e+00	113	145
6.500000e+00	136	139	6.600000e+00	113	140
6.700000e+00	138	143	6.800000e+00	114	141
6.900000e+00	145	145	7	113	152
7.100000e+00	140	145	7.200000e+00	113	149
7.300000e+00	139	140	7.400000e+00	114	164
7.500000e+00	140	152	7.600000e+00	114	139
7.700000e+00	142	152	7.800000e+00	113	145
7.900000e+00	139	132	8	113	151
8.100000e+00	138	140	8.200000e+00	113	139
8.300000e+00	141	145	8.400000e+00	113	152
8.500000e+00	136	146	8.600000e+00	113	151
8.700000e+00	142	148	8.800000e+00	113	146
8.900000e+00	143	153	9	114	152
9.100000e+00	144	155	9.200000e+00	115	144
9.300000e+00	140	140	9.400000e+00	113	149
9.500000e+00	140	161	9.600000e+00	113	151
9.700000e+00	128	147	9.800000e+00	116	153
9.900000e+00	136	146	10	116	155
1.010000e+01	131	144	1.020000e+01	114	154
1.030000e+01	146	137	1.040000e+01	114	142
1.050000e+01	139	147	1.060000e+01	114	150
1.070000e+01	141	140	1.080000e+01	115	151
1.090000e+01	140	151	11	115	152
1.110000e+01	140	140	1.120000e+01	114	152
1.130000e+01	149	143	1.140000e+01	113	136
1.150000e+01	144	130	1.160000e+01	114	140
1.170000e+01	158	132	1.180000e+01	114	138
1.190000e+01	154	130	12	113	147
1.210000e+01	153	135	1.220000e+01	113	146
1.230000e+01	162	142	1.240000e+01	113	146
1.250000e+01	153	133	1.260000e+01	114	158
1.270000e+01	142	142	1.280000e+01	113	150
1.290000e+01	161	128	13	113	147
1.310000e+01	155	131	1.320000e+01	113	151
1.330000e+01	157	139	1.340000e+01	113	155
1.350000e+01	154	142	1.360000e+01	113	158
1.370000e+01	147	131	1.380000e+01	114	148
1.390000e+01	141	132	14	114	150
1.410000e+01	155	137	1.420000e+01	113	153
1.430000e+01	156	135	1.440000e+01	114	148
1.450000e+01	162	136	1.460000e+01	114	145
1.470000e+01	154	132	1.480000e+01	113	148
1.490000e+01	141	139	15	113	149
1.510000e+01	149	129	1.520000e+01	113	153
1.530000e+01	160	140	1.540000e+01	113	149
1.550000e+01	157	137	1.560000e+01	114	146
1.570000e+01	157	143	1.580000e+01	116	148
1.590000e+01	145	134	16	114	144
1.610000e+01	154	134	1.620000e+01	114	145
1.630000e+01	162	135	1.640000e+01	113	146
1.650000e+01	159	141	1.660000e+01	113	151
1.670000e+01	148	133	1.680000e+01	114	139
1.690000e+01	152	132	17	113	152
1.710000e+01	154	139	1.720000e+01	114	154
1.730000e+01	153	141	1.740000e+01	114	150
1.750000e+01	145	126	1.760000e+01	115	149
1.770000e+01	153	140	1.780000e+01	114	144
1.790000e+01	146	136	18	113	163
1.810000e+01	150	134	1.820000e+01	114	154
1.830000e+01	148	134	1.840000e+01	113	151
1.850000e+01	153	135	1.860000e+01	113	149
1.870000e+01	150	131	1.880000e+01	113	151
1.890000e+01	139	140	19	114	150
1.910000e+01	156	137	1.920000e+01	114	147
1.930000e+01	144	124	1.940000e+01	113	141
1.950000e+01	153	124	1.960000e+01	115	146
1.970000e+01	148	137	1.980000e+01	114	153
1.990000e+01	149	143	20	113	148
