coordinates:	34.4,73.4	84.4,73.4
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	138	146	2.000000e-01	113	145
3.000000e-01	140	143	4.000000e-01	113	141
5.000000e-01	146	133	6.000000e-01	113	148
7.000000e-01	140	140	8.000000e-01	113	146
9.000000e-01	141	150	1	113	148
1.100000e+00	142	146	1.200000e+00	116	162
1.300000e+00	146	137	1.400000e+00	113	148
1.500000e+00	137	142	1.600000e+00	115	150
1.700000e+00	142	142	1.800000e+00	113	154
1.900000e+00	140	145	2	113	146
2.100000e+00	138	143	2.200000e+00	114	152
2.300000e+00	139	140	2.400000e+00	113	149
2.500000e+00	136	141	2.600000e+00	115	146
2.700000e+00	151	138	2.800000e+00	113	139
2.900000e+00	133	151	3	113	147
3.100000e+00	141	133	3.200000e+00	113	153
3.300000e+00	135	138	3.400000e+00	115	148
3.500000e+00	143	142	3.600000e+00	113	150
3.700000e+00	145	146	3.800000e+00	113	140
3.900000e+00	136	140	4	113	152
4.100000e+00	136	146	4.200000e+00	113	155
4.300000e+00	136	153	4.400000e+00	113	146
4.500000e+00	139	146	4.600000e+00	115	144
4.700000e+00	133	146	4.800000e+00	113	148
4.900000e+00	149	147	5	113	154
5.100000e+00	133	151	5.200000e+00	114	144
5.300000e+00	139	142	5.400000e+00	113	144
5.500000e+00	137	146	5.600000e+00	113	145
5.700000e+00	138	139	5.800000e+00	113	150
5.900000e+00	138	144	6	114	158
6.100000e+00	149	137	6.200000e+00	114	148
6.300000e+00	142	144	6.400000e+00	114	148
6.500000e+00	134	153	6.600000e+00	113	160
6.700000e+00	141	138	6.800000e+00	114	156
6.900000e+00	141	141	7	113	147
7.100000e+00	158	140	7.200000e+00	113	150
7.300000e+00	145	141	7.400000e+00	113	160
7.500000e+00	137	149	7.600000e+00	115	144
7.700000e+00	139	144	7.800000e+00	114	152
7.900000e+00	145	140	8	114	153
8.100000e+00	134	141	8.200000e+00	114	146
8.300000e+00	136	147	8.400000e+00	113	156
8.500000e+00	142	148	8.600000e+00	114	153
8.700000e+00	145	142	8.800000e+00	113	152
8.900000e+00	140	142	9	114	161
9.100000e+00	129	142	9.200000e+00	113	143
9.300000e+00	142	156	9.400000e+00	113	151
9.500000e+00	131	136	9.600000e+00	116	148
9.700000e+00	140	143	9.800000e+00	114	138
9.900000e+00	146	142	10	116	145
1.010000e+01	143	141	1.020000e+01	113	141
1.030000e+01	140	149	1.040000e+01	114	150
1.050000e+01	143	159	1.060000e+01	113	157
1.070000e+01	130	156	1.080000e+01	113	145
1.090000e+01	141	138	11	115	145
1.110000e+01	135	148	1.120000e+01	115	157
1.130000e+01	136	152	1.140000e+01	114	159
1.150000e+01	139	146	1.160000e+01	115	152
1.170000e+01	134	151	1.180000e+01	113	152
1.190000e+01	129	144	12	115	143
1.210000e+01	145	143	1.220000e+01	113	154
1.230000e+01	135	137	1.240000e+01	113	143
1.250000e+01	131	149	1.260000e+01	113	146
1.270000e+01	141	139	1.280000e+01	113	149
1.290000e+01	139	152	13	115	146
1.310000e+01	143	151	1.320000e+01	115	135
1.330000e+01	142	145	1.340000e+01	114	149
1.350000e+01	139	153	1.360000e+01	113	154
1.370000e+01	138	154	1.380000e+01	113	151
1.390000e+01	135	145	14	113	163
1.410000e+01	135	149	1.420000e+01	113	140
1.430000e+01	139	142	1.440000e+01	114	143
1.450000e+01	150	146	1.460000e+01	115	151
1.470000e+01	143	150	1.480000e+01	115	148
1.490000e+01	144	153	15	114	150
1.510000e+01	143	148	1.520000e+01	113	140
1.530000e+01	141	151	1.540000e+01	114	164
1.550000e+01	138	158	1.560000e+01	113	158
1.570000e+01	149	143	1.580000e+01	114	147
1.590000e+01	136	148	16	114	148
1.610000e+01	139	145	1.620000e+01	114	143
1.630000e+01	135	153	1.640000e+01	114	155
1.650000e+01	134	141	1.660000e+01	115	145
1.670000e+01	140	137	1.680000e+01	113	155
1.690000e+01	141	137	17	114	152
1.710000e+01	142	151	1.720000e+01	113	150
1.730000e+01	133	149	1.740000e+01	115	154
1.750000e+01	136	145	1.760000e+01	113	152
1.770000e+01	143	146	1.780000e+01	113	144
1.790000e+01	142	145	18	114	140
1.810000e+01	144	139	1.820000e+01	114	141
1.830000e+01	142	154	1.840000e+01	113	157
1.850000e+01	138	152	1.860000e+01	114	151
1.870000e+01	139	146	1.880000e+01	116	144
1.890000e+01	146	150	19	114	156
1.910000e+01	142	154	1.920000e+01	113	158
1.930000e+01	131	141	1.940000e+01	113	143
1.950000e+01	140	155	1.960000e+01	114	152
1.970000e+01	141	144	1.980000e+01	113	153
1.990000e+01	142	142	20	114	161
