coordinates:	45.3,60.6	95.3,60.6
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	136	148	2.000000e-01	113	152
3.000000e-01	134	146	4.000000e-01	113	148
5.000000e-01	140	136	6.000000e-01	115	153
7.000000e-01	141	150	8.000000e-01	113	148
9.000000e-01	141	141	1	113	146
1.100000e+00	145	152	1.200000e+00	113	152
1.300000e+00	136	148	1.400000e+00	113	158
1.500000e+00	136	148	1.600000e+00	113	150
1.700000e+00	141	142	1.800000e+00	113	139
1.900000e+00	137	144	2	113	140
2.100000e+00	143	145	2.200000e+00	115	151
2.300000e+00	137	147	2.400000e+00	113	166
2.500000e+00	136	147	2.600000e+00	113	143
2.700000e+00	132	138	2.800000e+00	113	149
2.900000e+00	142	150	3	113	146
3.100000e+00	145	146	3.200000e+00	114	153
3.300000e+00	145	160	3.400000e+00	113	138
3.500000e+00	137	145	3.600000e+00	114	150
3.700000e+00	140	140	3.800000e+00	114	142
3.900000e+00	149	155	4	113	148
4.100000e+00	137	142	4.200000e+00	113	147
4.300000e+00	135	140	4.400000e+00	113	155
4.500000e+00	141	138	4.600000e+00	113	144
4.700000e+00	145	154	4.800000e+00	113	147
4.900000e+00	143	151	5	114	145
5.100000e+00	141	148	5.200000e+00	113	148
5.300000e+00	146	138	5.400000e+00	113	146
5.500000e+00	130	151	5.600000e+00	114	151
5.700000e+00	137	140	5.800000e+00	113	139
5.900000e+00	143	154	6	113	149
6.100000e+00	138	144	6.200000e+00	115	142
6.300000e+00	129	140	6.400000e+00	113	145
6.500000e+00	141	136	6.600000e+00	114	142
6.700000e+00	139	142	6.800000e+00	114	149
6.900000e+00	142	145	7	114	158
7.100000e+00	130	140	7.200000e+00	113	145
7.300000e+00	139	152	7.400000e+00	113	150
7.500000e+00	146	148	7.600000e+00	114	145
7.700000e+00	142	148	7.800000e+00	114	156
7.900000e+00	136	143	8	115	159
8.100000e+00	139	133	8.200000e+00	115	153
8.300000e+00	138	145	8.400000e+00	113	155
8.500000e+00	142	142	8.600000e+00	113	141
8.700000e+00	143	152	8.800000e+00	113	147
8.900000e+00	146	138	9	114	151
9.100000e+00	139	139	9.200000e+00	115	160
9.300000e+00	144	146	9.400000e+00	114	156
9.500000e+00	145	151	9.600000e+00	113	155
9.700000e+00	147	141	9.800000e+00	114	140
9.900000e+00	142	152	10	114	152
1.010000e+01	143	147	1.020000e+01	114	148
1.030000e+01	142	154	1.040000e+01	113	143
1.050000e+01	144	147	1.060000e+01	113	147
1.070000e+01	139	141	1.080000e+01	115	149
1.090000e+01	142	141	11	114	144
1.110000e+01	147	148	1.120000e+01	113	144
1.130000e+01	138	140	1.140000e+01	115	150
1.150000e+01	136	153	1.160000e+01	114	150
1.170000e+01	141	146	1.180000e+01	113	157
1.190000e+01	140	140	12	114	155
1.210000e+01	144	142	1.220000e+01	114	146
1.230000e+01	138	151	1.240000e+01	114	149
1.250000e+01	147	141	1.260000e+01	113	161
1.270000e+01	141	155	1.280000e+01	114	139
1.290000e+01	128	145	13	115	145
1.310000e+01	136	146	1.320000e+01	115	151
1.330000e+01	146	145	1.340000e+01	113	146
1.350000e+01	130	160	1.360000e+01	115	155
1.370000e+01	142	139	1.380000e+01	113	143
1.390000e+01	137	146	14	113	145
1.410000e+01	131	147	1.420000e+01	113	148
1.430000e+01	144	146	1.440000e+01	114	152
1.450000e+01	136	140	1.460000e+01	114	154
1.470000e+01	136	156	1.480000e+01	113	147
1.490000e+01	147	143	15	113	148
1.510000e+01	143	155	1.520000e+01	113	147
1.530000e+01	137	155	1.540000e+01	114	147
1.550000e+01	140	147	1.560000e+01	115	152
1.570000e+01	145	139	1.580000e+01	115	148
1.590000e+01	146	145	16	114	145
1.610000e+01	140	146	1.620000e+01	115	138
1.630000e+01	151	146	1.640000e+01	113	143
1.650000e+01	132	152	1.660000e+01	113	149
1.670000e+01	138	145	1.680000e+01	115	146
1.690000e+01	140	152	17	113	151
1.710000e+01	135	142	1.720000e+01	114	151
1.730000e+01	133	142	1.740000e+01	114	150
1.750000e+01	142	153	1.760000e+01	113	152
1.770000e+01	132	143	1.780000e+01	114	141
1.790000e+01	135	138	18	113	144
1.810000e+01	136	148	1.820000e+01	113	147
1.830000e+01	140	139	1.840000e+01	117	151
1.850000e+01	149	139	1.860000e+01	113	151
1.870000e+01	139	148	1.880000e+01	114	145
1.890000e+01	141	141	19	115	140
1.910000e+01	149	150	1.920000e+01	114	157
1.930000e+01	136	141	1.940000e+01	113	155
1.950000e+01	141	140	1.960000e+01	113	141
1.970000e+01	135	160	1.980000e+01	113	151
1.990000e+01	145	142	20	113	150
