coordinates:	44.6,91.2	94.6,91.2
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	160	132	2.000000e-01	114	136
3.000000e-01	156	134	4.000000e-01	114	154
5.000000e-01	150	137	6.000000e-01	113	140
7.000000e-01	154	128	8.000000e-01	114	151
9.000000e-01	151	135	1	113	149
1.100000e+00	154	137	1.200000e+00	113	143
1.300000e+00	156	133	1.400000e+00	113	161
1.500000e+00	157	132	1.600000e+00	113	153
1.700000e+00	148	131	1.800000e+00	115	148
1.900000e+00	157	133	2	114	146
2.100000e+00	144	140	2.200000e+00	114	147
2.300000e+00	147	142	2.400000e+00	115	157
2.500000e+00	147	133	2.600000e+00	114	151
2.700000e+00	161	132	2.800000e+00	113	145
2.900000e+00	154	136	3	114	152
3.100000e+00	155	134	3.200000e+00	114	158
3.300000e+00	144	137	3.400000e+00	114	146
3.500000e+00	153	131	3.600000e+00	113	145
3.700000e+00	152	135	3.800000e+00	115	148
3.900000e+00	156	134	4	115	140
4.100000e+00	147	135	4.200000e+00	113	144
4.300000e+00	144	134	4.400000e+00	113	150
4.500000e+00	153	132	4.600000e+00	114	136
4.700000e+00	153	138	4.800000e+00	114	137
4.900000e+00	145	137	5	113	137
5.100000e+00	156	145	5.200000e+00	114	151
5.300000e+00	142	132	5.400000e+00	114	151
5.500000e+00	152	135	5.600000e+00	115	151
5.700000e+00	145	141	5.800000e+00	113	136
5.900000e+00	148	138	6	114	137
6.100000e+00	154	132	6.200000e+00	115	152
6.300000e+00	152	136	6.400000e+00	113	156
6.500000e+00	147	138	6.600000e+00	113	149
6.700000e+00	146	136	6.800000e+00	113	146
6.900000e+00	153	143	7	113	150
7.100000e+00	157	138	7.200000e+00	115	147
7.300000e+00	157	133	7.400000e+00	114	150
7.500000e+00	144	132	7.600000e+00	113	145
7.700000e+00	141	132	7.800000e+00	114	135
7.900000e+00	142	149	8	114	148
8.100000e+00	140	142	8.200000e+00	113	143
8.300000e+00	139	145	8.400000e+00	114	147
8.500000e+00	142	134	8.600000e+00	114	144
8.700000e+00	136	148	8.800000e+00	114	154
8.900000e+00	150	159	9	115	147
9.100000e+00	134	142	9.200000e+00	113	144
9.300000e+00	136	149	9.400000e+00	113	145
9.500000e+00	140	151	9.600000e+00	115	149
9.700000e+00	133	141	9.800000e+00	114	151
9.900000e+00	143	146	10	114	156
1.010000e+01	143	143	1.020000e+01	115	152
1.030000e+01	139	144	1.040000e+01	113	152
1.050000e+01	142	142	1.060000e+01	116	152
1.070000e+01	128	151	1.080000e+01	113	142
1.090000e+01	142	143	11	114	157
1.110000e+01	131	139	1.120000e+01	113	155
1.130000e+01	145	141	1.140000e+01	115	160
1.150000e+01	139	139	1.160000e+01	113	145
1.170000e+01	143	133	1.180000e+01	115	146
1.190000e+01	144	137	12	113	153
1.210000e+01	134	135	1.220000e+01	114	142
1.230000e+01	136	151	1.240000e+01	113	145
1.250000e+01	134	143	1.260000e+01	114	149
1.270000e+01	144	136	1.280000e+01	114	148
1.290000e+01	144	143	13	113	149
1.310000e+01	151	142	1.320000e+01	113	140
1.330000e+01	132	143	1.340000e+01	113	145
1.350000e+01	144	144	1.360000e+01	113	158
1.370000e+01	142	146	1.380000e+01	113	142
1.390000e+01	134	149	14	113	158
1.410000e+01	135	138	1.420000e+01	114	140
1.430000e+01	140	136	1.440000e+01	113	161
1.450000e+01	138	151	1.460000e+01	114	155
1.470000e+01	140	150	1.480000e+01	113	152
1.490000e+01	145	147	15	113	147
1.510000e+01	149	147	1.520000e+01	113	144
1.530000e+01	142	135	1.540000e+01	114	157
1.550000e+01	128	146	1.560000e+01	114	145
1.570000e+01	133	146	1.580000e+01	113	159
1.590000e+01	138	147	16	113	158
1.610000e+01	140	157	1.620000e+01	113	145
1.630000e+01	138	144	1.640000e+01	113	150
1.650000e+01	138	144	1.660000e+01	114	147
1.670000e+01	136	146	1.680000e+01	114	151
1.690000e+01	147	139	17	113	149
1.710000e+01	145	155	1.720000e+01	114	153
1.730000e+01	137	140	1.740000e+01	113	155
1.750000e+01	144	146	1.760000e+01	114	146
1.770000e+01	147	146	1.780000e+01	113	137
1.790000e+01	142	141	18	114	150
1.810000e+01	142	141	1.820000e+01	114	149
1.830000e+01	146	147	1.840000e+01	113	157
1.850000e+01	151	144	1.860000e+01	114	145
1.870000e+01	150	155	1.880000e+01	114	146
1.890000e+01	144	148	19	115	145
1.910000e+01	140	135	1.920000e+01	115	156
1.930000e+01	144	146	1.940000e+01	114	156
1.950000e+01	139	149	1.960000e+01	113	146
1.970000e+01	146	149	1.980000e+01	114	146
1.990000e+01	141	140	20	113	144
