coordinates:	41.7,3.2	91.7,3.2
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	147	131	2.000000e-01	113	150
3.000000e-01	149	134	4.000000e-01	114	148
5.000000e-01	153	132	6.000000e-01	114	157
7.000000e-01	148	132	8.000000e-01	114	150
9.000000e-01	153	134	1	113	138
1.100000e+00	150	133	1.200000e+00	113	157
1.300000e+00	146	135	1.400000e+00	114	151
1.500000e+00	149	147	1.600000e+00	114	149
1.700000e+00	152	136	1.800000e+00	113	148
1.900000e+00	147	145	2	114	151
2.100000e+00	140	142	2.200000e+00	113	155
2.300000e+00	152	142	2.400000e+00	114	157
2.500000e+00	148	135	2.600000e+00	114	157
2.700000e+00	150	134	2.800000e+00	114	150
2.900000e+00	153	143	3	115	147
3.100000e+00	140	142	3.200000e+00	113	149
3.300000e+00	154	142	3.400000e+00	114	150
3.500000e+00	143	136	3.600000e+00	113	149
3.700000e+00	146	135	3.800000e+00	114	151
3.900000e+00	150	145	4	113	145
4.100000e+00	154	132	4.200000e+00	114	146
4.300000e+00	146	129	4.400000e+00	113	140
4.500000e+00	164	140	4.600000e+00	113	152
4.700000e+00	149	138	4.800000e+00	114	143
4.900000e+00	149	135	5	114	147
5.100000e+00	145	141	5.200000e+00	113	152
5.300000e+00	151	140	5.400000e+00	113	150
5.500000e+00	157	141	5.600000e+00	114	156
5.700000e+00	137	140	5.800000e+00	114	141
5.900000e+00	155	140	6	115	154
6.100000e+00	156	140	6.200000e+00	113	144
6.300000e+00	161	144	6.400000e+00	113	149
6.500000e+00	149	144	6.600000e+00	113	142
6.700000e+00	144	138	6.800000e+00	114	149
6.900000e+00	150	137	7	114	146
7.100000e+00	144	142	7.200000e+00	113	160
7.300000e+00	159	137	7.400000e+00	113	139
7.500000e+00	145	142	7.600000e+00	113	147
7.700000e+00	139	144	7.800000e+00	114	153
7.900000e+00	148	146	8	114	151
8.100000e+00	149	148	8.200000e+00	115	151
8.300000e+00	134	140	8.400000e+00	115	144
8.500000e+00	145	149	8.600000e+00	113	149
8.700000e+00	144	144	8.800000e+00	114	150
8.900000e+00	145	132	9	115	151
9.100000e+00	152	140	9.200000e+00	113	156
9.300000e+00	150	131	9.400000e+00	113	152
9.500000e+00	150	138	9.600000e+00	113	151
9.700000e+00	138	136	9.800000e+00	113	144
9.900000e+00	148	128	10	113	146
1.010000e+01	146	136	1.020000e+01	114	143
1.030000e+01	154	136	1.040000e+01	114	135
1.050000e+01	154	130	1.060000e+01	114	141
1.070000e+01	141	131	1.080000e+01	115	142
1.090000e+01	156	148	11	113	151
1.110000e+01	147	149	1.120000e+01	113	144
1.130000e+01	150	135	1.140000e+01	114	147
1.150000e+01	150	131	1.160000e+01	115	151
1.170000e+01	156	129	1.180000e+01	113	147
1.190000e+01	160	138	12	114	150
1.210000e+01	148	133	1.220000e+01	114	151
1.230000e+01	152	133	1.240000e+01	114	150
1.250000e+01	149	141	1.260000e+01	113	143
1.270000e+01	153	136	1.280000e+01	113	144
1.290000e+01	147	141	13	113	146
1.310000e+01	155	129	1.320000e+01	113	152
1.330000e+01	145	136	1.340000e+01	113	153
1.350000e+01	146	134	1.360000e+01	113	149
1.370000e+01	146	133	1.380000e+01	114	154
1.390000e+01	147	141	14	113	155
1.410000e+01	158	146	1.420000e+01	113	138
1.430000e+01	152	130	1.440000e+01	114	141
1.450000e+01	157	129	1.460000e+01	113	142
1.470000e+01	160	136	1.480000e+01	113	151
1.490000e+01	154	143	15	115	155
1.510000e+01	152	138	1.520000e+01	113	154
1.530000e+01	151	129	1.540000e+01	115	148
1.550000e+01	147	133	1.560000e+01	114	149
1.570000e+01	148	140	1.580000e+01	113	154
1.590000e+01	144	138	16	114	153
1.610000e+01	154	128	1.620000e+01	113	157
1.630000e+01	156	131	1.640000e+01	115	155
1.650000e+01	152	133	1.660000e+01	114	148
1.670000e+01	149	130	1.680000e+01	113	150
1.690000e+01	149	128	17	113	148
1.710000e+01	148	135	1.720000e+01	114	148
1.730000e+01	154	140	1.740000e+01	114	142
1.750000e+01	141	129	1.760000e+01	113	149
1.770000e+01	156	143	1.780000e+01	114	138
1.790000e+01	155	133	18	114	144
1.810000e+01	147	132	1.820000e+01	113	145
1.830000e+01	140	131	1.840000e+01	113	150
1.850000e+01	149	136	1.860000e+01	113	153
1.870000e+01	147	138	1.880000e+01	113	155
1.890000e+01	156	143	19	114	166
1.910000e+01	149	128	1.920000e+01	114	159
1.930000e+01	151	141	1.940000e+01	113	153
1.950000e+01	162	127	1.960000e+01	113	150
1.970000e+01	143	127	1.980000e+01	113	155
1.990000e+01	147	149	20	113	153
