coordinates:	38.0,75.3	88.0,75.3
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	145	147	2.000000e-01	113	155
3.000000e-01	146	148	4.000000e-01	114	150
5.000000e-01	136	148	6.000000e-01	113	144
7.000000e-01	143	145	8.000000e-01	113	145
9.000000e-01	138	147	1	113	154
1.100000e+00	156	146	1.200000e+00	113	145
1.300000e+00	133	145	1.400000e+00	113	140
1.500000e+00	138	151	1.600000e+00	114	149
1.700000e+00	134	140	1.800000e+00	114	149
1.900000e+00	138	148	2	113	147
2.100000e+00	138	147	2.200000e+00	115	153
2.300000e+00	140	142	2.400000e+00	113	146
2.500000e+00	144	139	2.600000e+00	115	151
2.700000e+00	135	136	2.800000e+00	116	156
2.900000e+00	141	143	3	113	147
3.100000e+00	146	152	3.200000e+00	113	156
3.300000e+00	138	147	3.400000e+00	114	141
3.500000e+00	143	153	3.600000e+00	113	164
3.700000e+00	135	148	3.800000e+00	115	153
3.900000e+00	139	142	4	115	143
4.100000e+00	148	145	4.200000e+00	113	139
4.300000e+00	142	134	4.400000e+00	114	162
4.500000e+00	147	139	4.600000e+00	113	143
4.700000e+00	151	132	4.800000e+00	113	150
4.900000e+00	141	149	5	113	153
5.100000e+00	153	128	5.200000e+00	113	135
5.300000e+00	141	143	5.400000e+00	113	147
5.500000e+00	146	137	5.600000e+00	114	140
5.700000e+00	147	144	5.800000e+00	113	157
5.900000e+00	139	123	6	113	148
6.100000e+00	145	128	6.200000e+00	114	157
6.300000e+00	152	136	6.400000e+00	113	147
6.500000e+00	151	142	6.600000e+00	113	148
6.700000e+00	160	134	6.800000e+00	113	152
6.900000e+00	149	139	7	113	148
7.100000e+00	142	141	7.200000e+00	113	154
7.300000e+00	144	136	7.400000e+00	113	150
7.500000e+00	147	128	7.600000e+00	113	154
7.700000e+00	152	146	7.800000e+00	114	148
7.900000e+00	141	143	8	114	148
8.100000e+00	144	143	8.200000e+00	113	144
8.300000e+00	150	136	8.400000e+00	114	154
8.500000e+00	146	138	8.600000e+00	113	146
8.700000e+00	143	140	8.800000e+00	113	146
8.900000e+00	146	152	9	114	143
9.100000e+00	152	131	9.200000e+00	113	143
9.300000e+00	149	150	9.400000e+00	113	158
9.500000e+00	151	134	9.600000e+00	113	148
9.700000e+00	146	131	9.800000e+00	113	154
9.900000e+00	147	136	10	114	143
1.010000e+01	135	141	1.020000e+01	113	142
1.030000e+01	144	137	1.040000e+01	114	155
1.050000e+01	136	146	1.060000e+01	113	152
1.070000e+01	134	142	1.080000e+01	113	149
1.090000e+01	141	145	11	114	154
1.110000e+01	136	156	1.120000e+01	114	142
1.130000e+01	142	153	1.140000e+01	113	146
1.150000e+01	135	140	1.160000e+01	113	147
1.170000e+01	145	153	1.180000e+01	113	143
1.190000e+01	142	141	12	113	142
1.210000e+01	139	145	1.220000e+01	113	158
1.230000e+01	134	150	1.240000e+01	113	153
1.250000e+01	145	143	1.260000e+01	114	152
1.270000e+01	137	142	1.280000e+01	114	139
1.290000e+01	142	151	13	113	136
1.310000e+01	149	145	1.320000e+01	115	141
1.330000e+01	136	156	1.340000e+01	114	154
1.350000e+01	150	141	1.360000e+01	115	159
1.370000e+01	138	142	1.380000e+01	114	146
1.390000e+01	148	139	14	114	143
1.410000e+01	135	142	1.420000e+01	114	149
1.430000e+01	138	155	1.440000e+01	113	145
1.450000e+01	140	135	1.460000e+01	116	155
1.470000e+01	138	144	1.480000e+01	114	144
1.490000e+01	136	149	15	115	146
1.510000e+01	137	155	1.520000e+01	113	145
1.530000e+01	143	142	1.540000e+01	114	157
1.550000e+01	133	148	1.560000e+01	113	150
1.570000e+01	141	146	1.580000e+01	114	150
1.590000e+01	151	136	16	113	149
1.610000e+01	148	141	1.620000e+01	113	145
1.630000e+01	148	138	1.640000e+01	113	154
1.650000e+01	153	138	1.660000e+01	114	138
1.670000e+01	152	137	1.680000e+01	113	152
1.690000e+01	153	142	17	114	152
1.710000e+01	143	136	1.720000e+01	114	143
1.730000e+01	160	137	1.740000e+01	114	140
1.750000e+01	152	145	1.760000e+01	114	157
1.770000e+01	144	141	1.780000e+01	113	148
1.790000e+01	155	146	18	113	147
1.810000e+01	148	141	1.820000e+01	113	156
1.830000e+01	150	139	1.840000e+01	114	145
1.850000e+01	151	138	1.860000e+01	113	152
1.870000e+01	159	144	1.880000e+01	113	148
1.890000e+01	156	136	19	113	147
1.910000e+01	161	138	1.920000e+01	115	149
1.930000e+01	144	145	1.940000e+01	113	156
1.950000e+01	143	141	1.960000e+01	114	140
1.970000e+01	142	141	1.980000e+01	113	155
1.990000e+01	149	148	20	113	152
