coordinates:	48.1,55.3	98.1,55.3
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	140	146	2.000000e-01	113	155
3.000000e-01	141	149	4.000000e-01	113	135
5.000000e-01	139	143	6.000000e-01	114	152
7.000000e-01	138	139	8.000000e-01	115	149
9.000000e-01	135	149	1	113	147
1.100000e+00	143	142	1.200000e+00	114	139
1.300000e+00	141	155	1.400000e+00	113	151
1.500000e+00	141	151	1.600000e+00	114	161
1.700000e+00	137	150	1.800000e+00	113	139
1.900000e+00	136	142	2	115	139
2.100000e+00	134	143	2.200000e+00	114	156
2.300000e+00	143	148	2.400000e+00	113	145
2.500000e+00	137	151	2.600000e+00	113	146
2.700000e+00	140	135	2.800000e+00	114	155
2.900000e+00	135	147	3	113	150
3.100000e+00	142	134	3.200000e+00	114	147
3.300000e+00	141	150	3.400000e+00	113	147
3.500000e+00	136	153	3.600000e+00	113	150
3.700000e+00	146	154	3.800000e+00	114	137
3.900000e+00	145	145	4	113	145
4.100000e+00	136	147	4.200000e+00	114	147
4.300000e+00	151	149	4.400000e+00	114	152
4.500000e+00	139	144	4.600000e+00	114	149
4.700000e+00	133	143	4.800000e+00	113	144
4.900000e+00	139	137	5	114	146
5.100000e+00	137	151	5.200000e+00	113	149
5.300000e+00	132	146	5.400000e+00	113	136
5.500000e+00	144	141	5.600000e+00	115	143
5.700000e+00	137	136	5.800000e+00	113	151
5.900000e+00	153	150	6	113	145
6.100000e+00	136	144	6.200000e+00	113	158
6.300000e+00	141	147	6.400000e+00	114	144
6.500000e+00	140	159	6.600000e+00	115	144
6.700000e+00	139	148	6.800000e+00	113	145
6.900000e+00	133	145	7	114	154
7.100000e+00	132	140	7.200000e+00	113	151
7.300000e+00	152	144	7.400000e+00	113	137
7.500000e+00	138	139	7.600000e+00	113	144
7.700000e+00	140	143	7.800000e+00	113	148
7.900000e+00	147	142	8	113	149
8.100000e+00	139	146	8.200000e+00	114	145
8.300000e+00	131	144	8.400000e+00	114	143
8.500000e+00	139	147	8.600000e+00	114	144
8.700000e+00	137	140	8.800000e+00	114	152
8.900000e+00	129	141	9	114	152
9.100000e+00	131	146	9.200000e+00	115	133
9.300000e+00	136	148	9.400000e+00	113	144
9.500000e+00	147	145	9.600000e+00	114	143
9.700000e+00	141	149	9.800000e+00	114	152
9.900000e+00	139	141	10	115	143
1.010000e+01	146	142	1.020000e+01	113	138
1.030000e+01	139	134	1.040000e+01	113	153
1.050000e+01	140	148	1.060000e+01	113	150
1.070000e+01	131	138	1.080000e+01	113	146
1.090000e+01	138	145	11	113	135
1.110000e+01	138	141	1.120000e+01	113	142
1.130000e+01	135	147	1.140000e+01	115	157
1.150000e+01	129	145	1.160000e+01	113	150
1.170000e+01	148	151	1.180000e+01	113	138
1.190000e+01	141	136	12	114	134
1.210000e+01	140	143	1.220000e+01	113	154
1.230000e+01	138	140	1.240000e+01	113	146
1.250000e+01	139	144	1.260000e+01	114	147
1.270000e+01	130	144	1.280000e+01	114	149
1.290000e+01	129	145	13	114	138
1.310000e+01	138	144	1.320000e+01	113	148
1.330000e+01	145	151	1.340000e+01	113	144
1.350000e+01	143	149	1.360000e+01	113	148
1.370000e+01	139	147	1.380000e+01	115	156
1.390000e+01	141	149	14	115	150
1.410000e+01	139	152	1.420000e+01	114	155
1.430000e+01	137	146	1.440000e+01	113	144
1.450000e+01	145	142	1.460000e+01	113	139
1.470000e+01	137	143	1.480000e+01	114	147
1.490000e+01	158	145	15	114	145
1.510000e+01	140	157	1.520000e+01	114	148
1.530000e+01	142	137	1.540000e+01	113	158
1.550000e+01	144	149	1.560000e+01	113	149
1.570000e+01	142	149	1.580000e+01	113	151
1.590000e+01	133	140	16	114	141
1.610000e+01	134	141	1.620000e+01	114	147
1.630000e+01	137	143	1.640000e+01	113	143
1.650000e+01	142	148	1.660000e+01	114	148
1.670000e+01	128	139	1.680000e+01	113	139
1.690000e+01	148	147	17	113	151
1.710000e+01	134	151	1.720000e+01	113	138
1.730000e+01	146	160	1.740000e+01	113	153
1.750000e+01	140	140	1.760000e+01	113	153
1.770000e+01	138	145	1.780000e+01	113	152
1.790000e+01	140	137	18	113	152
1.810000e+01	140	140	1.820000e+01	114	164
1.830000e+01	143	151	1.840000e+01	113	142
1.850000e+01	143	153	1.860000e+01	114	150
1.870000e+01	133	141	1.880000e+01	113	151
1.890000e+01	141	140	19	113	155
1.910000e+01	149	150	1.920000e+01	114	143
1.930000e+01	141	139	1.940000e+01	113	150
1.950000e+01	136	149	1.960000e+01	115	159
1.970000e+01	137	155	1.980000e+01	113	148
1.990000e+01	144	142	20	114	144
