coordinates:	41.0,7.6	91.0,7.6
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	143	135	2.000000e-01	114	151
3.000000e-01	156	136	4.000000e-01	113	155
5.000000e-01	149	137	6.000000e-01	113	143
7.000000e-01	155	132	8.000000e-01	114	151
9.000000e-01	157	138	1	113	148
1.100000e+00	149	140	1.200000e+00	113	153
1.300000e+00	145	138	1.400000e+00	115	150
1.500000e+00	145	140	1.600000e+00	114	151
1.700000e+00	143	143	1.800000e+00	113	154
1.900000e+00	147	141	2	113	150
2.100000e+00	141	135	2.200000e+00	114	142
2.300000e+00	151	141	2.400000e+00	113	157
2.500000e+00	145	142	2.600000e+00	114	160
2.700000e+00	144	146	2.800000e+00	114	150
2.900000e+00	139	137	3	113	156
3.100000e+00	140	139	3.200000e+00	113	146
3.300000e+00	142	134	3.400000e+00	113	149
3.500000e+00	151	136	3.600000e+00	113	149
3.700000e+00	136	141	3.800000e+00	113	142
3.900000e+00	150	143	4	113	149
4.100000e+00	150	132	4.200000e+00	113	149
4.300000e+00	136	141	4.400000e+00	113	152
4.500000e+00	155	140	4.600000e+00	113	157
4.700000e+00	147	137	4.800000e+00	113	149
4.900000e+00	145	143	5	113	157
5.100000e+00	141	140	5.200000e+00	114	164
5.300000e+00	155	136	5.400000e+00	113	149
5.500000e+00	153	132	5.600000e+00	113	144
5.700000e+00	153	136	5.800000e+00	114	145
5.900000e+00	147	132	6	113	141
6.100000e+00	146	132	6.200000e+00	113	145
6.300000e+00	151	144	6.400000e+00	114	145
6.500000e+00	161	142	6.600000e+00	113	154
6.700000e+00	147	133	6.800000e+00	115	146
6.900000e+00	154	135	7	114	152
7.100000e+00	140	137	7.200000e+00	113	147
7.300000e+00	140	136	7.400000e+00	113	153
7.500000e+00	140	136	7.600000e+00	114	147
7.700000e+00	143	148	7.800000e+00	113	152
7.900000e+00	150	142	8	115	139
8.100000e+00	147	138	8.200000e+00	113	140
8.300000e+00	154	135	8.400000e+00	113	148
8.500000e+00	145	140	8.600000e+00	113	152
8.700000e+00	136	135	8.800000e+00	115	150
8.900000e+00	145	132	9	113	149
9.100000e+00	153	133	9.200000e+00	115	147
9.300000e+00	152	146	9.400000e+00	113	149
9.500000e+00	145	149	9.600000e+00	113	154
9.700000e+00	140	138	9.800000e+00	114	152
9.900000e+00	150	146	10	113	156
1.010000e+01	148	151	1.020000e+01	113	145
1.030000e+01	139	143	1.040000e+01	113	152
1.050000e+01	139	147	1.060000e+01	114	159
1.070000e+01	137	147	1.080000e+01	114	147
1.090000e+01	145	141	11	116	153
1.110000e+01	145	146	1.120000e+01	114	158
1.130000e+01	138	139	1.140000e+01	113	159
1.150000e+01	130	138	1.160000e+01	113	149
1.170000e+01	134	159	1.180000e+01	113	159
1.190000e+01	145	145	12	113	149
1.210000e+01	139	146	1.220000e+01	114	153
1.230000e+01	133	149	1.240000e+01	114	147
1.250000e+01	140	151	1.260000e+01	114	144
1.270000e+01	143	144	1.280000e+01	113	146
1.290000e+01	137	157	13	113	145
1.310000e+01	142	150	1.320000e+01	113	143
1.330000e+01	132	141	1.340000e+01	113	154
1.350000e+01	147	137	1.360000e+01	113	150
1.370000e+01	156	137	1.380000e+01	113	150
1.390000e+01	157	133	14	114	147
1.410000e+01	145	143	1.420000e+01	114	153
1.430000e+01	152	128	1.440000e+01	113	153
1.450000e+01	156	135	1.460000e+01	116	151
1.470000e+01	162	136	1.480000e+01	114	146
1.490000e+01	151	130	15	115	146
1.510000e+01	138	137	1.520000e+01	113	150
1.530000e+01	157	133	1.540000e+01	115	148
1.550000e+01	153	137	1.560000e+01	114	149
1.570000e+01	140	135	1.580000e+01	113	147
1.590000e+01	148	140	16	113	145
1.610000e+01	148	145	1.620000e+01	116	157
1.630000e+01	159	134	1.640000e+01	113	155
1.650000e+01	148	133	1.660000e+01	114	153
1.670000e+01	150	136	1.680000e+01	114	147
1.690000e+01	159	142	17	113	159
1.710000e+01	140	129	1.720000e+01	113	149
1.730000e+01	146	137	1.740000e+01	113	158
1.750000e+01	152	142	1.760000e+01	114	144
1.770000e+01	153	130	1.780000e+01	113	138
1.790000e+01	141	130	18	113	150
1.810000e+01	149	131	1.820000e+01	114	155
1.830000e+01	145	132	1.840000e+01	113	145
1.850000e+01	163	144	1.860000e+01	116	160
1.870000e+01	146	132	1.880000e+01	113	147
1.890000e+01	145	135	19	114	147
1.910000e+01	154	149	1.920000e+01	114	146
1.930000e+01	155	131	1.940000e+01	113	144
1.950000e+01	148	132	1.960000e+01	115	150
1.970000e+01	150	140	1.980000e+01	113	141
1.990000e+01	151	142	20	114	142
