coordinates:	40.5,37.4	90.5,37.4
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	134	137	2.000000e-01	113	150
3.000000e-01	151	143	4.000000e-01	113	146
5.000000e-01	152	133	6.000000e-01	113	151
7.000000e-01	159	137	8.000000e-01	113	150
9.000000e-01	148	137	1	113	147
1.100000e+00	156	138	1.200000e+00	115	159
1.300000e+00	152	138	1.400000e+00	113	149
1.500000e+00	145	123	1.600000e+00	114	152
1.700000e+00	141	134	1.800000e+00	113	154
1.900000e+00	153	138	2	114	138
2.100000e+00	153	127	2.200000e+00	113	148
2.300000e+00	151	130	2.400000e+00	115	151
2.500000e+00	150	138	2.600000e+00	113	151
2.700000e+00	143	141	2.800000e+00	116	157
2.900000e+00	157	135	3	113	144
3.100000e+00	153	139	3.200000e+00	114	147
3.300000e+00	140	134	3.400000e+00	113	155
3.500000e+00	149	130	3.600000e+00	113	165
3.700000e+00	151	132	3.800000e+00	114	155
3.900000e+00	160	139	4	115	155
4.100000e+00	139	123	4.200000e+00	115	148
4.300000e+00	148	136	4.400000e+00	114	143
4.500000e+00	155	131	4.600000e+00	114	151
4.700000e+00	145	135	4.800000e+00	114	144
4.900000e+00	160	139	5	114	147
5.100000e+00	144	129	5.200000e+00	114	153
5.300000e+00	149	130	5.400000e+00	114	145
5.500000e+00	152	130	5.600000e+00	115	147
5.700000e+00	153	137	5.800000e+00	114	142
5.900000e+00	161	129	6	117	155
6.100000e+00	155	133	6.200000e+00	113	150
6.300000e+00	146	133	6.400000e+00	114	154
6.500000e+00	150	128	6.600000e+00	113	152
6.700000e+00	154	131	6.800000e+00	113	150
6.900000e+00	160	134	7	113	147
7.100000e+00	164	139	7.200000e+00	114	141
7.300000e+00	152	132	7.400000e+00	113	159
7.500000e+00	148	137	7.600000e+00	114	154
7.700000e+00	157	127	7.800000e+00	114	146
7.900000e+00	138	130	8	113	151
8.100000e+00	153	134	8.200000e+00	115	153
8.300000e+00	145	134	8.400000e+00	113	151
8.500000e+00	148	133	8.600000e+00	114	138
8.700000e+00	151	134	8.800000e+00	114	146
8.900000e+00	146	137	9	114	143
9.100000e+00	153	133	9.200000e+00	114	140
9.300000e+00	147	136	9.400000e+00	113	153
9.500000e+00	150	141	9.600000e+00	113	149
9.700000e+00	139	130	9.800000e+00	113	146
9.900000e+00	155	140	10	113	143
1.010000e+01	153	130	1.020000e+01	113	153
1.030000e+01	154	143	1.040000e+01	114	142
1.050000e+01	152	128	1.060000e+01	113	151
1.070000e+01	149	137	1.080000e+01	114	142
1.090000e+01	155	140	11	113	149
1.110000e+01	150	133	1.120000e+01	114	152
1.130000e+01	151	135	1.140000e+01	113	148
1.150000e+01	148	136	1.160000e+01	113	143
1.170000e+01	153	132	1.180000e+01	113	149
1.190000e+01	156	128	12	113	149
1.210000e+01	159	136	1.220000e+01	113	155
1.230000e+01	145	143	1.240000e+01	115	140
1.250000e+01	156	131	1.260000e+01	114	153
1.270000e+01	155	144	1.280000e+01	114	143
1.290000e+01	155	133	13	113	147
1.310000e+01	146	129	1.320000e+01	115	134
1.330000e+01	162	139	1.340000e+01	113	145
1.350000e+01	150	137	1.360000e+01	113	157
1.370000e+01	141	130	1.380000e+01	113	138
1.390000e+01	141	139	14	116	149
1.410000e+01	153	140	1.420000e+01	113	150
1.430000e+01	162	135	1.440000e+01	114	149
1.450000e+01	155	132	1.460000e+01	115	154
1.470000e+01	138	133	1.480000e+01	113	147
1.490000e+01	147	141	15	113	149
1.510000e+01	151	137	1.520000e+01	114	145
1.530000e+01	152	128	1.540000e+01	114	158
1.550000e+01	153	137	1.560000e+01	114	143
1.570000e+01	147	141	1.580000e+01	114	143
1.590000e+01	155	133	16	115	144
1.610000e+01	153	127	1.620000e+01	114	159
1.630000e+01	150	131	1.640000e+01	114	152
1.650000e+01	141	136	1.660000e+01	114	150
1.670000e+01	132	154	1.680000e+01	114	151
1.690000e+01	136	137	17	115	163
1.710000e+01	146	135	1.720000e+01	116	152
1.730000e+01	134	143	1.740000e+01	115	150
1.750000e+01	136	145	1.760000e+01	114	148
1.770000e+01	141	142	1.780000e+01	113	155
1.790000e+01	144	147	18	113	154
1.810000e+01	136	138	1.820000e+01	113	141
1.830000e+01	132	148	1.840000e+01	113	144
1.850000e+01	136	142	1.860000e+01	115	152
1.870000e+01	149	147	1.880000e+01	114	149
1.890000e+01	137	148	19	114	149
1.910000e+01	153	144	1.920000e+01	113	146
1.930000e+01	142	148	1.940000e+01	113	145
1.950000e+01	142	150	1.960000e+01	114	153
1.970000e+01	136	138	1.980000e+01	113	157
1.990000e+01	132	142	20	113	145
