coordinates:	6.3,61.1	56.3,61.1
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	148	140	2.000000e-01	114	145
3.000000e-01	154	137	4.000000e-01	113	151
5.000000e-01	150	130	6.000000e-01	114	155
7.000000e-01	148	138	8.000000e-01	114	147
9.000000e-01	151	133	1	114	145
1.100000e+00	143	133	1.200000e+00	114	139
1.300000e+00	161	131	1.400000e+00	113	155
1.500000e+00	151	139	1.600000e+00	114	153
1.700000e+00	146	134	1.800000e+00	118	141
1.900000e+00	145	125	2	114	153
2.100000e+00	157	127	2.200000e+00	115	145
2.300000e+00	145	133	2.400000e+00	114	149
2.500000e+00	158	133	2.600000e+00	113	149
2.700000e+00	159	135	2.800000e+00	113	144
2.900000e+00	152	127	3	114	151
3.100000e+00	159	138	3.200000e+00	113	151
3.300000e+00	147	133	3.400000e+00	114	145
3.500000e+00	150	135	3.600000e+00	113	143
3.700000e+00	150	137	3.800000e+00	115	145
3.900000e+00	146	126	4	114	149
4.100000e+00	160	140	4.200000e+00	113	154
4.300000e+00	152	138	4.400000e+00	113	139
4.500000e+00	149	136	4.600000e+00	113	151
4.700000e+00	161	131	4.800000e+00	115	153
4.900000e+00	161	134	5	113	151
5.100000e+00	153	142	5.200000e+00	113	154
5.300000e+00	149	140	5.400000e+00	113	143
5.500000e+00	147	144	5.600000e+00	114	149
5.700000e+00	150	142	5.800000e+00	113	139
5.900000e+00	141	135	6	113	136
6.100000e+00	142	141	6.200000e+00	113	134
6.300000e+00	138	136	6.400000e+00	115	149
6.500000e+00	151	142	6.600000e+00	113	159
6.700000e+00	154	132	6.800000e+00	113	146
6.900000e+00	147	124	7	115	143
7.100000e+00	140	134	7.200000e+00	113	148
7.300000e+00	152	133	7.400000e+00	113	142
7.500000e+00	144	158	7.600000e+00	114	146
7.700000e+00	152	142	7.800000e+00	113	142
7.900000e+00	148	139	8	114	157
8.100000e+00	156	132	8.200000e+00	113	149
8.300000e+00	143	136	8.400000e+00	114	152
8.500000e+00	148	136	8.600000e+00	114	141
8.700000e+00	158	136	8.800000e+00	114	141
8.900000e+00	151	143	9	114	144
9.100000e+00	144	136	9.200000e+00	113	145
9.300000e+00	149	133	9.400000e+00	114	153
9.500000e+00	146	146	9.600000e+00	113	147
9.700000e+00	141	137	9.800000e+00	113	151
9.900000e+00	159	130	10	113	164
1.010000e+01	149	146	1.020000e+01	113	153
1.030000e+01	155	139	1.040000e+01	113	143
1.050000e+01	137	132	1.060000e+01	113	155
1.070000e+01	140	144	1.080000e+01	114	149
1.090000e+01	144	150	11	114	156
1.110000e+01	142	155	1.120000e+01	113	142
1.130000e+01	137	146	1.140000e+01	115	149
1.150000e+01	128	145	1.160000e+01	116	142
1.170000e+01	145	138	1.180000e+01	113	148
1.190000e+01	133	149	12	113	151
1.210000e+01	139	154	1.220000e+01	113	162
1.230000e+01	141	134	1.240000e+01	115	157
1.250000e+01	139	147	1.260000e+01	113	155
1.270000e+01	129	148	1.280000e+01	113	160
1.290000e+01	135	152	13	113	145
1.310000e+01	139	143	1.320000e+01	113	144
1.330000e+01	145	143	1.340000e+01	114	146
1.350000e+01	147	150	1.360000e+01	113	150
1.370000e+01	144	148	1.380000e+01	114	144
1.390000e+01	154	128	14	113	146
1.410000e+01	156	154	1.420000e+01	114	145
1.430000e+01	142	135	1.440000e+01	113	147
1.450000e+01	148	137	1.460000e+01	114	153
1.470000e+01	147	144	1.480000e+01	113	154
1.490000e+01	145	132	15	116	143
1.510000e+01	142	134	1.520000e+01	114	146
1.530000e+01	158	132	1.540000e+01	113	154
1.550000e+01	156	142	1.560000e+01	114	156
1.570000e+01	143	142	1.580000e+01	113	145
1.590000e+01	139	144	16	113	143
1.610000e+01	153	135	1.620000e+01	115	156
1.630000e+01	150	130	1.640000e+01	114	158
1.650000e+01	145	145	1.660000e+01	115	146
1.670000e+01	152	135	1.680000e+01	113	142
1.690000e+01	145	139	17	115	154
1.710000e+01	145	140	1.720000e+01	113	145
1.730000e+01	150	131	1.740000e+01	113	143
1.750000e+01	141	141	1.760000e+01	114	159
1.770000e+01	146	134	1.780000e+01	115	153
1.790000e+01	143	132	18	114	145
1.810000e+01	141	139	1.820000e+01	114	146
1.830000e+01	160	141	1.840000e+01	113	144
1.850000e+01	152	145	1.860000e+01	113	148
1.870000e+01	151	142	1.880000e+01	114	155
1.890000e+01	158	141	19	113	143
1.910000e+01	139	134	1.920000e+01	115	144
1.930000e+01	144	132	1.940000e+01	114	147
1.950000e+01	156	137	1.960000e+01	114	161
1.970000e+01	141	138	1.980000e+01	114	145
1.990000e+01	149	147	20	114	157
