coordinates:	34.5,53.0	84.5,53.0
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	135	131	2.000000e-01	113	160
3.000000e-01	156	136	4.000000e-01	115	145
5.000000e-01	148	139	6.000000e-01	114	152
7.000000e-01	143	152	8.000000e-01	114	162
9.000000e-01	149	139	1	114	158
1.100000e+00	148	140	1.200000e+00	113	151
1.300000e+00	146	141	1.400000e+00	114	158
1.500000e+00	147	138	1.600000e+00	114	138
1.700000e+00	144	131	1.800000e+00	114	146
1.900000e+00	149	138	2	113	146
2.100000e+00	152	145	2.200000e+00	115	159
2.300000e+00	148	139	2.400000e+00	113	147
2.500000e+00	147	135	2.600000e+00	113	146
2.700000e+00	150	134	2.800000e+00	114	139
2.900000e+00	137	143	3	114	148
3.100000e+00	158	150	3.200000e+00	113	145
3.300000e+00	143	143	3.400000e+00	113	150
3.500000e+00	146	135	3.600000e+00	113	142
3.700000e+00	150	146	3.800000e+00	114	149
3.900000e+00	152	149	4	114	146
4.100000e+00	136	140	4.200000e+00	114	144
4.300000e+00	149	137	4.400000e+00	113	147
4.500000e+00	150	133	4.600000e+00	116	146
4.700000e+00	160	143	4.800000e+00	113	146
4.900000e+00	144	139	5	113	146
5.100000e+00	159	134	5.200000e+00	113	150
5.300000e+00	147	137	5.400000e+00	113	152
5.500000e+00	153	130	5.600000e+00	113	154
5.700000e+00	142	133	5.800000e+00	115	152
5.900000e+00	166	139	6	113	143
6.100000e+00	154	149	6.200000e+00	113	152
6.300000e+00	144	138	6.400000e+00	113	144
6.500000e+00	153	137	6.600000e+00	113	153
6.700000e+00	165	127	6.800000e+00	116	135
6.900000e+00	156	139	7	114	156
7.100000e+00	156	125	7.200000e+00	113	157
7.300000e+00	160	141	7.400000e+00	113	142
7.500000e+00	160	138	7.600000e+00	113	145
7.700000e+00	134	139	7.800000e+00	113	151
7.900000e+00	156	143	8	115	144
8.100000e+00	138	139	8.200000e+00	114	157
8.300000e+00	152	131	8.400000e+00	114	148
8.500000e+00	139	137	8.600000e+00	114	152
8.700000e+00	143	140	8.800000e+00	114	152
8.900000e+00	145	139	9	113	142
9.100000e+00	150	137	9.200000e+00	113	144
9.300000e+00	148	140	9.400000e+00	114	154
9.500000e+00	141	136	9.600000e+00	114	153
9.700000e+00	148	136	9.800000e+00	114	147
9.900000e+00	144	134	10	113	148
1.010000e+01	151	140	1.020000e+01	113	155
1.030000e+01	149	131	1.040000e+01	114	155
1.050000e+01	135	142	1.060000e+01	113	152
1.070000e+01	149	134	1.080000e+01	114	145
1.090000e+01	149	151	11	113	145
1.110000e+01	132	149	1.120000e+01	113	149
1.130000e+01	133	153	1.140000e+01	113	145
1.150000e+01	143	144	1.160000e+01	113	140
1.170000e+01	135	145	1.180000e+01	113	149
1.190000e+01	133	136	12	113	151
1.210000e+01	147	152	1.220000e+01	114	147
1.230000e+01	141	146	1.240000e+01	113	137
1.250000e+01	139	150	1.260000e+01	114	156
1.270000e+01	134	139	1.280000e+01	115	141
1.290000e+01	137	143	13	113	151
1.310000e+01	137	155	1.320000e+01	113	140
1.330000e+01	135	139	1.340000e+01	113	157
1.350000e+01	146	135	1.360000e+01	114	148
1.370000e+01	142	155	1.380000e+01	114	147
1.390000e+01	135	146	14	114	151
1.410000e+01	143	135	1.420000e+01	114	149
1.430000e+01	144	143	1.440000e+01	114	151
1.450000e+01	139	138	1.460000e+01	113	143
1.470000e+01	151	146	1.480000e+01	114	153
1.490000e+01	133	145	15	113	150
1.510000e+01	137	142	1.520000e+01	114	150
1.530000e+01	138	139	1.540000e+01	113	155
1.550000e+01	144	146	1.560000e+01	114	154
1.570000e+01	142	149	1.580000e+01	113	138
1.590000e+01	143	132	16	113	134
1.610000e+01	142	152	1.620000e+01	113	136
1.630000e+01	134	142	1.640000e+01	113	154
1.650000e+01	131	145	1.660000e+01	114	144
1.670000e+01	136	145	1.680000e+01	113	157
1.690000e+01	135	149	17	113	155
1.710000e+01	138	142	1.720000e+01	113	143
1.730000e+01	139	140	1.740000e+01	113	143
1.750000e+01	149	143	1.760000e+01	114	143
1.770000e+01	141	146	1.780000e+01	116	154
1.790000e+01	133	141	18	114	148
1.810000e+01	138	138	1.820000e+01	114	147
1.830000e+01	151	146	1.840000e+01	113	145
1.850000e+01	142	137	1.860000e+01	113	149
1.870000e+01	130	137	1.880000e+01	113	151
1.890000e+01	145	139	19	113	144
1.910000e+01	151	144	1.920000e+01	114	150
1.930000e+01	143	138	1.940000e+01	114	150
1.950000e+01	142	138	1.960000e+01	114	150
1.970000e+01	149	147	1.980000e+01	114	152
1.990000e+01	147	137	20	114	150
