coordinates:	38.8,82.3	88.8,82.3
timeat466nm	I_1at466nm	I_2at466nm	timeat776nm	I_1at776nm	I_2at776nm
1.000000e-01	156	133	2.000000e-01	113	150
3.000000e-01	154	133	4.000000e-01	113	152
5.000000e-01	151	135	6.000000e-01	117	141
7.000000e-01	154	138	8.000000e-01	113	146
9.000000e-01	141	131	1	115	150
1.100000e+00	159	140	1.200000e+00	116	155
1.300000e+00	149	123	1.400000e+00	115	152
1.500000e+00	144	136	1.600000e+00	113	139
1.700000e+00	158	133	1.800000e+00	113	144
1.900000e+00	146	140	2	114	143
2.100000e+00	148	143	2.200000e+00	113	161
2.300000e+00	142	138	2.400000e+00	113	159
2.500000e+00	147	133	2.600000e+00	113	166
2.700000e+00	164	137	2.800000e+00	113	142
2.900000e+00	145	134	3	113	137
3.100000e+00	150	138	3.200000e+00	113	147
3.300000e+00	144	132	3.400000e+00	113	147
3.500000e+00	146	135	3.600000e+00	113	142
3.700000e+00	166	138	3.800000e+00	113	146
3.900000e+00	139	138	4	113	147
4.100000e+00	156	128	4.200000e+00	114	152
4.300000e+00	152	132	4.400000e+00	115	160
4.500000e+00	152	134	4.600000e+00	113	147
4.700000e+00	149	134	4.800000e+00	116	157
4.900000e+00	158	132	5	113	139
5.100000e+00	156	131	5.200000e+00	113	157
5.300000e+00	151	133	5.400000e+00	113	156
5.500000e+00	148	132	5.600000e+00	114	145
5.700000e+00	143	136	5.800000e+00	113	151
5.900000e+00	147	129	6	113	136
6.100000e+00	140	140	6.200000e+00	113	150
6.300000e+00	153	137	6.400000e+00	113	142
6.500000e+00	146	127	6.600000e+00	113	141
6.700000e+00	143	134	6.800000e+00	114	140
6.900000e+00	145	134	7	114	154
7.100000e+00	150	135	7.200000e+00	113	147
7.300000e+00	152	131	7.400000e+00	113	149
7.500000e+00	170	140	7.600000e+00	113	149
7.700000e+00	153	129	7.800000e+00	114	154
7.900000e+00	141	138	8	115	145
8.100000e+00	157	140	8.200000e+00	113	141
8.300000e+00	150	144	8.400000e+00	113	143
8.500000e+00	139	140	8.600000e+00	113	153
8.700000e+00	155	140	8.800000e+00	113	148
8.900000e+00	151	137	9	114	152
9.100000e+00	154	133	9.200000e+00	113	153
9.300000e+00	147	129	9.400000e+00	114	150
9.500000e+00	157	139	9.600000e+00	113	149
9.700000e+00	149	137	9.800000e+00	113	154
9.900000e+00	154	134	10	113	154
1.010000e+01	140	133	1.020000e+01	114	140
1.030000e+01	151	133	1.040000e+01	114	142
1.050000e+01	158	131	1.060000e+01	113	153
1.070000e+01	152	134	1.080000e+01	114	155
1.090000e+01	156	140	11	114	145
1.110000e+01	158	138	1.120000e+01	113	143
1.130000e+01	148	137	1.140000e+01	114	151
1.150000e+01	157	144	1.160000e+01	114	141
1.170000e+01	151	137	1.180000e+01	113	150
1.190000e+01	155	133	12	114	155
1.210000e+01	158	135	1.220000e+01	114	151
1.230000e+01	158	141	1.240000e+01	113	147
1.250000e+01	146	129	1.260000e+01	113	160
1.270000e+01	153	138	1.280000e+01	113	147
1.290000e+01	162	140	13	113	153
1.310000e+01	160	137	1.320000e+01	113	146
1.330000e+01	151	134	1.340000e+01	113	146
1.350000e+01	163	131	1.360000e+01	113	134
1.370000e+01	148	136	1.380000e+01	113	146
1.390000e+01	157	136	14	113	154
1.410000e+01	158	137	1.420000e+01	113	144
1.430000e+01	154	139	1.440000e+01	113	138
1.450000e+01	151	133	1.460000e+01	114	151
1.470000e+01	163	137	1.480000e+01	114	147
1.490000e+01	159	137	15	113	146
1.510000e+01	152	143	1.520000e+01	114	155
1.530000e+01	151	131	1.540000e+01	114	142
1.550000e+01	155	142	1.560000e+01	113	146
1.570000e+01	151	129	1.580000e+01	113	147
1.590000e+01	150	134	16	114	155
1.610000e+01	162	144	1.620000e+01	115	147
1.630000e+01	151	132	1.640000e+01	113	153
1.650000e+01	150	139	1.660000e+01	113	151
1.670000e+01	157	136	1.680000e+01	114	145
1.690000e+01	146	139	17	113	149
1.710000e+01	150	138	1.720000e+01	113	153
1.730000e+01	156	130	1.740000e+01	113	141
1.750000e+01	153	131	1.760000e+01	113	155
1.770000e+01	148	135	1.780000e+01	114	153
1.790000e+01	157	128	18	114	144
1.810000e+01	146	130	1.820000e+01	113	157
1.830000e+01	153	135	1.840000e+01	113	149
1.850000e+01	142	135	1.860000e+01	113	158
1.870000e+01	149	138	1.880000e+01	114	153
1.890000e+01	147	136	19	116	153
1.910000e+01	157	139	1.920000e+01	114	147
1.930000e+01	143	129	1.940000e+01	114	142
1.950000e+01	154	130	1.960000e+01	114	142
1.970000e+01	159	131	1.980000e+01	114	151
1.990000e+01	159	128	20	114	153
