coordinates:	46.0,46.6	46.0,46.6
timeat500nm	I_1at500nm	I_2at500nm
1.000000e-01	218	131
3.000000e-01	213	157
5.000000e-01	196	149
7.000000e-01	212	153
9.000000e-01	193	154
1.100000e+00	128	123
1.300000e+00	122	129
1.500000e+00	125	125
1.700000e+00	123	136
1.900000e+00	126	136
2.100000e+00	125	133
2.300000e+00	119	134
2.500000e+00	127	129
2.700000e+00	130	121
2.900000e+00	121	118
3.100000e+00	119	118
3.300000e+00	122	121
3.500000e+00	129	125
3.700000e+00	121	118
3.900000e+00	122	120
4.100000e+00	124	121
4.300000e+00	119	119
4.500000e+00	126	124
4.700000e+00	127	128
4.900000e+00	120	121
5.100000e+00	124	117
5.300000e+00	127	122
5.500000e+00	118	123
5.700000e+00	125	119
5.900000e+00	124	118
6.100000e+00	124	123
6.300000e+00	125	122
6.500000e+00	121	119
6.700000e+00	121	123
6.900000e+00	121	123
7.100000e+00	122	121
7.300000e+00	122	121
7.500000e+00	123	123
7.700000e+00	119	119
7.900000e+00	116	123
8.100000e+00	125	129
8.300000e+00	120	122
8.500000e+00	123	122
8.700000e+00	122	121
8.900000e+00	124	118
9.100000e+00	126	124
9.300000e+00	127	118
9.500000e+00	120	120
9.700000e+00	121	120
9.900000e+00	122	121
1.010000e+01	117	119
1.030000e+01	128	117
1.050000e+01	116	116
1.070000e+01	119	123
1.090000e+01	122	116
1.110000e+01	122	119
1.130000e+01	125	119
1.150000e+01	123	121
1.170000e+01	127	117
1.190000e+01	115	123
1.210000e+01	123	120
1.230000e+01	120	121
1.250000e+01	123	119
1.270000e+01	123	119
1.290000e+01	121	124
1.310000e+01	128	126
1.330000e+01	125	122
1.350000e+01	130	119
1.370000e+01	121	116
1.390000e+01	120	122
1.410000e+01	120	119
1.430000e+01	120	120
1.450000e+01	133	119
1.470000e+01	120	118
1.490000e+01	124	126
1.510000e+01	119	117
1.530000e+01	124	122
1.550000e+01	121	122
1.570000e+01	122	121
1.590000e+01	124	117
1.610000e+01	122	120
1.630000e+01	118	120
1.650000e+01	119	116
1.670000e+01	120	118
1.690000e+01	119	123
1.710000e+01	120	123
1.730000e+01	120	121
1.750000e+01	120	124
1.770000e+01	126	117
1.790000e+01	121	124
1.810000e+01	123	120
1.830000e+01	124	123
1.850000e+01	124	120
1.870000e+01	120	121
1.890000e+01	123	119
1.910000e+01	117	122
1.930000e+01	120	120
1.950000e+01	115	121
1.970000e+01	119	123
1.990000e+01	120	122
