coordinates:	31.2,21.1	31.2,21.1
timeat500nm	I_1at500nm	I_2at500nm
1.000000e-01	228	126
3.000000e-01	214	157
5.000000e-01	124	132
7.000000e-01	124	120
9.000000e-01	226	128
1.100000e+00	234	126
1.300000e+00	229	128
1.500000e+00	226	121
1.700000e+00	230	122
1.900000e+00	221	124
2.100000e+00	216	120
2.300000e+00	230	124
2.500000e+00	245	124
2.700000e+00	237	127
2.900000e+00	213	125
3.100000e+00	223	132
3.300000e+00	233	127
3.500000e+00	217	126
3.700000e+00	207	124
3.900000e+00	209	124
4.100000e+00	201	128
4.300000e+00	217	126
4.500000e+00	204	133
4.700000e+00	233	122
4.900000e+00	234	127
5.100000e+00	224	123
5.300000e+00	242	126
5.500000e+00	229	124
5.700000e+00	228	133
5.900000e+00	228	125
6.100000e+00	233	128
6.300000e+00	232	121
6.500000e+00	212	125
6.700000e+00	233	136
6.900000e+00	223	127
7.100000e+00	223	126
7.300000e+00	244	129
7.500000e+00	223	127
7.700000e+00	224	123
7.900000e+00	231	128
8.100000e+00	127	120
8.300000e+00	228	126
8.500000e+00	243	127
8.700000e+00	235	127
8.900000e+00	232	126
9.100000e+00	232	123
9.300000e+00	224	132
9.500000e+00	230	124
9.700000e+00	228	126
9.900000e+00	218	133
1.010000e+01	233	124
1.030000e+01	217	126
1.050000e+01	211	128
1.070000e+01	121	120
1.090000e+01	122	126
1.110000e+01	120	117
1.130000e+01	118	122
1.150000e+01	121	118
1.170000e+01	122	121
1.190000e+01	121	126
1.210000e+01	121	119
1.230000e+01	123	122
1.250000e+01	120	120
1.270000e+01	123	121
1.290000e+01	117	121
1.310000e+01	114	121
1.330000e+01	119	122
1.350000e+01	122	120
1.370000e+01	125	123
1.390000e+01	124	122
1.410000e+01	120	128
1.430000e+01	125	120
1.450000e+01	121	125
1.470000e+01	124	118
1.490000e+01	124	121
1.510000e+01	122	118
1.530000e+01	126	121
1.550000e+01	121	116
1.570000e+01	122	124
1.590000e+01	125	122
1.610000e+01	124	121
1.630000e+01	125	123
1.650000e+01	123	120
1.670000e+01	120	124
1.690000e+01	120	122
1.710000e+01	117	121
1.730000e+01	122	120
1.750000e+01	118	118
1.770000e+01	119	118
1.790000e+01	127	124
1.810000e+01	124	119
1.830000e+01	120	116
1.850000e+01	119	122
1.870000e+01	119	118
1.890000e+01	122	128
1.910000e+01	122	122
1.930000e+01	131	118
1.950000e+01	126	117
1.970000e+01	116	124
1.990000e+01	130	120
