time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	9160	4.484817e+03	1020	4.575407e+03	1.000000e-01	1	1.001965e-01	5.049993e-01	
2.000000e-01	2	5021	4.484817e+03	5064	4.575407e+03	2.000000e-01	2	5.021319e-01	5.049993e-01	
3.000000e-01	3	3689	4.484817e+03	5317	4.575407e+03	3.000000e-01	3	5.903842e-01	5.049993e-01	
4.000000e-01	4	3098	4.484817e+03	3621	4.575407e+03	4.000000e-01	4	5.389195e-01	5.049993e-01	
5.000000e-01	5	5253	4.484817e+03	5123	4.575407e+03	5.000000e-01	5	4.937355e-01	5.049993e-01	
6.000000e-01	6	5924	4.484817e+03	4360	4.575407e+03	6.000000e-01	6	4.239595e-01	5.049993e-01	
7.000000e-01	7	4737	4.484817e+03	4300	4.575407e+03	7.000000e-01	7	4.758216e-01	5.049993e-01	
8.000000e-01	8	5475	4.484817e+03	4720	4.575407e+03	8.000000e-01	8	4.629720e-01	5.049993e-01	
9.000000e-01	9	2193	4.484817e+03	6313	7.918917e+03	9.000000e-01	9	7.421820e-01	5.049993e-01	
1	10	3641	4.484817e+03	8903	7.918917e+03	1	10	7.097417e-01	5.049993e-01	
1.100000e+00	11	8.642000e+02	1.058542e+03	7923	7.918917e+03	1.100000e+00	11	9.016524e-01	5.049993e-01	
1.200000e+00	12	4.963000e+02	1.058542e+03	9989	7.918917e+03	1.200000e+00	12	9.526671e-01	5.049993e-01	
1.300000e+00	13	6.644000e+02	1.058542e+03	5593	7.918917e+03	1.300000e+00	13	8.938217e-01	5.049993e-01	
1.400000e+00	14	1299	1.058542e+03	8012	7.918917e+03	1.400000e+00	14	8.604876e-01	5.049993e-01	
1.500000e+00	15	3.163000e+02	1.058542e+03	7783	7.918917e+03	1.500000e+00	15	9.609472e-01	5.049993e-01	
1.600000e+00	16	1144	1.058542e+03	7450	7.918917e+03	1.600000e+00	16	8.668839e-01	5.049993e-01	
1.700000e+00	17	635	1.058542e+03	8593	7.918917e+03	1.700000e+00	17	9.311877e-01	5.049993e-01	
1.800000e+00	18	1228	1.058542e+03	8739	7.918917e+03	1.800000e+00	18	8.767934e-01	5.049993e-01	
1.900000e+00	19	2247	1.058542e+03	6443	7.918917e+03	1.900000e+00	19	7.414269e-01	5.049993e-01	
2	20	1.758000e+02	1.058542e+03	8127	7.918917e+03	2	20	9.788264e-01	5.049993e-01	
2.100000e+00	21	9.499000e+02	1.058542e+03	8473	7.918917e+03	2.100000e+00	21	8.991924e-01	5.049993e-01	
2.200000e+00	22	1189	1.058542e+03	5768	7.918917e+03	2.200000e+00	22	8.290930e-01	5.049993e-01	
2.300000e+00	23	8.838000e+02	1.058542e+03	6291	7.918917e+03	2.300000e+00	23	8.768189e-01	5.049993e-01	
2.400000e+00	24	7.482000e+02	1.058542e+03	9955	7.918917e+03	2.400000e+00	24	9.300957e-01	5.049993e-01	
2.500000e+00	25	4.684000e+02	1.058542e+03	8412	7.918917e+03	2.500000e+00	25	9.472546e-01	5.049993e-01	
2.600000e+00	26	1.034000e+02	1.058542e+03	8504	7.918917e+03	2.600000e+00	26	9.879871e-01	5.049993e-01	
2.700000e+00	27	1073	1.058542e+03	9419	7.918917e+03	2.700000e+00	27	8.977316e-01	5.049993e-01	
2.800000e+00	28	2121	1.058542e+03	7979	7.918917e+03	2.800000e+00	28	7.900000e-01	5.049993e-01	
