time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	6.084000e+02	9.808267e+02	6952	7.072629e+03	1.000000e-01	1	9.195281e-01	8.782105e-01	
2.000000e-01	2	1257	9.808267e+02	7403	7.072629e+03	2.000000e-01	2	8.548499e-01	8.782105e-01	
3.000000e-01	3	1910	9.808267e+02	6977	7.072629e+03	3.000000e-01	3	7.850793e-01	8.782105e-01	
4.000000e-01	4	3806	4.215419e+03	7982	7.072629e+03	4.000000e-01	4	6.771293e-01	8.782105e-01	
5.000000e-01	5	3791	4.215419e+03	6006	7.072629e+03	5.000000e-01	5	6.130448e-01	8.782105e-01	
6.000000e-01	6	4818	4.215419e+03	5103	4.885367e+03	6.000000e-01	6	5.143635e-01	8.782105e-01	
7.000000e-01	7	3438	4.215419e+03	4364	4.885367e+03	7.000000e-01	7	5.593438e-01	8.782105e-01	
8.000000e-01	8	4974	4.215419e+03	5257	4.885367e+03	8.000000e-01	8	5.138305e-01	8.782105e-01	
9.000000e-01	9	3869	4.215419e+03	4141	4.885367e+03	9.000000e-01	9	5.169788e-01	8.782105e-01	
1	10	4452	4.215419e+03	5766	4.885367e+03	1	10	5.642983e-01	8.782105e-01	
1.100000e+00	11	3631	4.215419e+03	3786	4.885367e+03	1.100000e+00	11	5.104490e-01	8.782105e-01	
1.200000e+00	12	4161	4.215419e+03	3212	4.885367e+03	1.200000e+00	12	4.356436e-01	8.782105e-01	
1.300000e+00	13	4362	4.215419e+03	5404	4.885367e+03	1.300000e+00	13	5.533484e-01	8.782105e-01	
1.400000e+00	14	5388	4.215419e+03	5085	4.885367e+03	1.400000e+00	14	4.855342e-01	8.782105e-01	
1.500000e+00	15	5480	4.215419e+03	4493	4.885367e+03	1.500000e+00	15	4.505164e-01	8.782105e-01	
1.600000e+00	16	4663	4.215419e+03	4593	4.885367e+03	1.600000e+00	16	4.962187e-01	8.782105e-01	
1.700000e+00	17	2954	4.215419e+03	5846	4.885367e+03	1.700000e+00	17	6.643182e-01	8.782105e-01	
1.800000e+00	18	4031	4.215419e+03	5889	4.885367e+03	1.800000e+00	18	5.936492e-01	8.782105e-01	
1.900000e+00	19	3995	4.215419e+03	5755	4.885367e+03	1.900000e+00	19	5.902564e-01	8.782105e-01	
2	20	3760	4.215419e+03	4388	4.885367e+03	2	20	5.385371e-01	8.782105e-01	
2.100000e+00	21	4133	4.215419e+03	4933	4.885367e+03	2.100000e+00	21	5.441209e-01	8.782105e-01	
2.200000e+00	22	6215	4.215419e+03	4879	4.885367e+03	2.200000e+00	22	4.397873e-01	8.782105e-01	
2.300000e+00	23	3974	4.215419e+03	5815	4.885367e+03	2.300000e+00	23	5.940341e-01	8.782105e-01	
2.400000e+00	24	3728	4.215419e+03	4145	4.885367e+03	2.400000e+00	24	5.264829e-01	8.782105e-01	
2.500000e+00	25	2354	9.808267e+02	7565	7.072629e+03	2.500000e+00	25	7.626777e-01	8.782105e-01	
2.600000e+00	26	1229	9.808267e+02	7162	7.072629e+03	2.600000e+00	26	8.535335e-01	8.782105e-01	
2.700000e+00	27	8.694000e+02	9.808267e+02	7837	7.072629e+03	2.700000e+00	27	9.001424e-01	8.782105e-01	
2.800000e+00	28	6094	7.533333e+03	4.586000e+02	4.660737e+02	2.800000e+00	28	6.998749e-02	5.826353e-02	
2.900000e+00	29	7825	7.533333e+03	1504	4.660737e+02	2.900000e+00	29	1.612177e-01	5.826353e-02	
3	30	8102	7.533333e+03	-1.062000e+01	4.660737e+02	3	30	-1.312508e-03	5.826353e-02	
3.100000e+00	31	7697	7.533333e+03	1099	4.660737e+02	3.100000e+00	31	1.249432e-01	5.826353e-02	
3.200000e+00	32	6449	7.533333e+03	7.656000e+02	4.660737e+02	3.200000e+00	32	1.061181e-01	5.826353e-02	
3.300000e+00	33	9279	7.533333e+03	5.051000e+02	4.660737e+02	3.300000e+00	33	5.162457e-02	5.826353e-02	
3.400000e+00	34	8423	7.533333e+03	366	4.660737e+02	3.400000e+00	34	4.164296e-02	5.826353e-02	
