time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	2.878000e+02	7.286919e+02	7578	7.061388e+03	1.000000e-01	1	9.634112e-01	9.064590e-01	
2.000000e-01	2	1643	7.286919e+02	7575	7.061388e+03	2.000000e-01	2	8.217618e-01	9.064590e-01	
3.000000e-01	3	1432	7.286919e+02	7979	7.061388e+03	3.000000e-01	3	8.478376e-01	9.064590e-01	
4.000000e-01	4	1395	7.286919e+02	8968	7.061388e+03	4.000000e-01	4	8.653865e-01	9.064590e-01	
5.000000e-01	5	1286	7.286919e+02	6990	7.061388e+03	5.000000e-01	5	8.446109e-01	9.064590e-01	
6.000000e-01	6	2.475000e+02	7.286919e+02	5617	7.061388e+03	6.000000e-01	6	9.577969e-01	9.064590e-01	
7.000000e-01	7	1030	7.286919e+02	8159	7.061388e+03	7.000000e-01	7	8.879095e-01	9.064590e-01	
8.000000e-01	8	1233	7.286919e+02	5872	7.061388e+03	8.000000e-01	8	8.264602e-01	9.064590e-01	
9.000000e-01	9	1192	7.286919e+02	6798	7.061388e+03	9.000000e-01	9	8.508135e-01	9.064590e-01	
1	10	1262	7.286919e+02	6810	7.061388e+03	1	10	8.436571e-01	9.064590e-01	
1.100000e+00	11	1726	7.286919e+02	7827	7.061388e+03	1.100000e+00	11	8.193238e-01	9.064590e-01	
1.200000e+00	12	-319	7.286919e+02	5091	7.061388e+03	1.200000e+00	12	1.066848e+00	9.064590e-01	
1.300000e+00	13	1464	7.286919e+02	6926	7.061388e+03	1.300000e+00	13	8.255066e-01	9.064590e-01	
1.400000e+00	14	-3.442000e+02	7.286919e+02	7676	7.061388e+03	1.400000e+00	14	1.046946e+00	9.064590e-01	
1.500000e+00	15	1808	7.286919e+02	5695	7.061388e+03	1.500000e+00	15	7.590297e-01	9.064590e-01	
1.600000e+00	16	8.601000e+02	7.286919e+02	6268	7.061388e+03	1.600000e+00	16	8.793367e-01	9.064590e-01	
1.700000e+00	17	1765	7.286919e+02	4676	7.061388e+03	1.700000e+00	17	7.259742e-01	9.064590e-01	
1.800000e+00	18	7022	4.417310e+03	6.299000e+02	7.579106e+02	1.800000e+00	18	8.231942e-02	1.464499e-01	
1.900000e+00	19	8384	4.417310e+03	1167	7.579106e+02	1.900000e+00	19	1.221862e-01	1.464499e-01	
2	20	7114	4.417310e+03	8.223000e+02	7.579106e+02	2	20	1.036125e-01	1.464499e-01	
2.100000e+00	21	8112	4.417310e+03	4.515000e+01	7.579106e+02	2.100000e+00	21	5.535021e-03	1.464499e-01	
2.200000e+00	22	6612	4.417310e+03	2.627000e+02	7.579106e+02	2.200000e+00	22	3.821258e-02	1.464499e-01	
2.300000e+00	23	6843	4.417310e+03	1321	7.579106e+02	2.300000e+00	23	1.618079e-01	1.464499e-01	
2.400000e+00	24	5881	4.417310e+03	6.721000e+02	7.579106e+02	2.400000e+00	24	1.025621e-01	1.464499e-01	
2.500000e+00	25	7255	4.417310e+03	3.149000e+02	7.579106e+02	2.500000e+00	25	4.159896e-02	1.464499e-01	
2.600000e+00	26	4476	4.417310e+03	-1.509000e+02	7.579106e+02	2.600000e+00	26	-3.488937e-02	1.464499e-01	
2.700000e+00	27	5998	4.417310e+03	1428	7.579106e+02	2.700000e+00	27	1.922973e-01	1.464499e-01	
