time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	6648	6.786592e+03	-8.893000e+01	1.176425e+03	1.000000e-01	1	-1.355832e-02	1.477360e-01	
2.000000e-01	2	7296	6.786592e+03	-1320	1.176425e+03	2.000000e-01	2	-2.208835e-01	1.477360e-01	
3.000000e-01	3	7640	6.786592e+03	1112	1.176425e+03	3.000000e-01	3	1.270567e-01	1.477360e-01	
4.000000e-01	4	5449	6.786592e+03	7.913000e+02	1.176425e+03	4.000000e-01	4	1.268048e-01	1.477360e-01	
5.000000e-01	5	7686	6.786592e+03	3.128000e+02	1.176425e+03	5.000000e-01	5	3.910587e-02	1.477360e-01	
6.000000e-01	6	5557	6.786592e+03	2346	1.176425e+03	6.000000e-01	6	2.968493e-01	1.477360e-01	
7.000000e-01	7	924	1.039151e+03	6040	7.644528e+03	7.000000e-01	7	8.673176e-01	8.803328e-01	
8.000000e-01	8	7.964000e+02	1.039151e+03	8539	7.644528e+03	8.000000e-01	8	9.146903e-01	8.803328e-01	
9.000000e-01	9	7.668000e+02	1.039151e+03	8369	7.644528e+03	9.000000e-01	9	9.160665e-01	8.803328e-01	
1	10	1877	1.039151e+03	6741	7.644528e+03	1	10	7.822000e-01	8.803328e-01	
1.100000e+00	11	9.328000e+02	1.039151e+03	7848	7.644528e+03	1.100000e+00	11	8.937682e-01	8.803328e-01	
1.200000e+00	12	2239	1.039151e+03	6676	7.644528e+03	1.200000e+00	12	7.488503e-01	8.803328e-01	
1.300000e+00	13	1056	1.039151e+03	8193	7.644528e+03	1.300000e+00	13	8.858255e-01	8.803328e-01	
1.400000e+00	14	3.618000e+02	1.039151e+03	8281	7.644528e+03	1.400000e+00	14	9.581386e-01	8.803328e-01	
1.500000e+00	15	8.717000e+02	1.039151e+03	8328	7.644528e+03	1.500000e+00	15	9.052469e-01	8.803328e-01	
1.600000e+00	16	1904	1.039151e+03	8095	7.644528e+03	1.600000e+00	16	8.095810e-01	8.803328e-01	
1.700000e+00	17	1154	1.039151e+03	8798	7.644528e+03	1.700000e+00	17	8.840434e-01	8.803328e-01	
1.800000e+00	18	1159	1.039151e+03	7023	7.644528e+03	1.800000e+00	18	8.583476e-01	8.803328e-01	
1.900000e+00	19	1073	1.039151e+03	6449	7.644528e+03	1.900000e+00	19	8.573518e-01	8.803328e-01	
2	20	1283	1.039151e+03	7103	7.644528e+03	2	20	8.470069e-01	8.803328e-01	
2.100000e+00	21	1624	1.039151e+03	7070	7.644528e+03	2.100000e+00	21	8.132045e-01	8.803328e-01	
2.200000e+00	22	1742	1.039151e+03	10040	7.644528e+03	2.200000e+00	22	8.521473e-01	8.803328e-01	
2.300000e+00	23	-4.009000e+02	1.039151e+03	7412	7.644528e+03	2.300000e+00	23	1.057181e+00	8.803328e-01	
2.400000e+00	24	6.939000e+02	1.039151e+03	6860	7.644528e+03	2.400000e+00	24	9.081402e-01	8.803328e-01	
2.500000e+00	25	4.473000e+02	1.039151e+03	7554	7.644528e+03	2.500000e+00	25	9.440966e-01	8.803328e-01	
2.600000e+00	26	4.217000e+02	1.039151e+03	9633	7.644528e+03	2.600000e+00	26	9.580594e-01	8.803328e-01	
