time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	7084	5.942927e+03	1263	7.209509e+02	1.000000e-01	1	1.513118e-01	1.081879e-01	
2.000000e-01	2	7080	5.942927e+03	1427	7.209509e+02	2.000000e-01	2	1.677442e-01	1.081879e-01	
3.000000e-01	3	7035	5.942927e+03	1161	7.209509e+02	3.000000e-01	3	1.416545e-01	1.081879e-01	
4.000000e-01	4	7048	5.942927e+03	2256	7.209509e+02	4.000000e-01	4	2.424764e-01	1.081879e-01	
5.000000e-01	5	8081	5.942927e+03	1053	7.209509e+02	5.000000e-01	5	1.152836e-01	1.081879e-01	
6.000000e-01	6	9062	5.942927e+03	9.971000e+02	7.209509e+02	6.000000e-01	6	9.912418e-02	1.081879e-01	
7.000000e-01	7	7930	5.942927e+03	2.651000e+02	7.209509e+02	7.000000e-01	7	3.234860e-02	1.081879e-01	
8.000000e-01	8	8704	5.942927e+03	1494	7.209509e+02	8.000000e-01	8	1.464993e-01	1.081879e-01	
9.000000e-01	9	8810	5.942927e+03	2.134000e+02	7.209509e+02	9.000000e-01	9	2.364962e-02	1.081879e-01	
1	10	8490	5.942927e+03	-5.301000e+01	7.209509e+02	1	10	-6.283046e-03	1.081879e-01	
1.100000e+00	11	7240	5.942927e+03	3.819000e+01	7.209509e+02	1.100000e+00	11	5.247184e-03	1.081879e-01	
1.200000e+00	12	6862	5.942927e+03	-6.174000e+02	7.209509e+02	1.200000e+00	12	-9.886942e-02	1.081879e-01	
1.300000e+00	13	8319	5.942927e+03	1989	7.209509e+02	1.300000e+00	13	1.929569e-01	1.081879e-01	
1.400000e+00	14	6921	5.942927e+03	6.192000e+02	7.209509e+02	1.400000e+00	14	8.211984e-02	1.081879e-01	
1.500000e+00	15	4564	5.942927e+03	3449	7.209509e+02	1.500000e+00	15	4.304256e-01	1.081879e-01	
