time at 532nm	frame at 532nm	I_1 at 532nm(counts)	discr.I_1 at 532nm(counts)	I_2 at 532nm(counts)	discr.I_2 at 532nm(counts)	time at 532nm	frame at 532nm	FRET_1>2	discr.FRET_1>2	
1.000000e-01	1	7281	5.588417e+03	1021	7.485790e+02	1.000000e-01	1	1.229824e-01	1.181284e-01	
2.000000e-01	2	4274	5.588417e+03	1.745000e+02	7.485790e+02	2.000000e-01	2	3.922671e-02	1.181284e-01	
3.000000e-01	3	6982	5.588417e+03	-265	7.485790e+02	3.000000e-01	3	-3.945214e-02	1.181284e-01	
4.000000e-01	4	5501	5.588417e+03	1376	7.485790e+02	4.000000e-01	4	2.000872e-01	1.181284e-01	
5.000000e-01	5	2289	5.588417e+03	4136	5.952424e+03	5.000000e-01	5	6.437354e-01	1.181284e-01	
6.000000e-01	6	-2.373000e+02	4.793963e+02	6501	5.952424e+03	6.000000e-01	6	1.037885e+00	9.254649e-01	
7.000000e-01	7	422	4.793963e+02	7236	5.952424e+03	7.000000e-01	7	9.448942e-01	9.254649e-01	
8.000000e-01	8	-2.093000e+02	4.793963e+02	6774	5.952424e+03	8.000000e-01	8	1.031883e+00	9.254649e-01	
9.000000e-01	9	4.397000e+02	4.793963e+02	6807	5.952424e+03	9.000000e-01	9	9.393241e-01	9.254649e-01	
1	10	1098	4.793963e+02	7072	5.952424e+03	1	10	8.656059e-01	9.254649e-01	
1.100000e+00	11	-5.205000e+02	4.793963e+02	6032	5.952424e+03	1.100000e+00	11	1.094439e+00	9.254649e-01	
1.200000e+00	12	-8.873000e+02	4.793963e+02	6144	5.952424e+03	1.200000e+00	12	1.168794e+00	9.254649e-01	
1.300000e+00	13	3.789000e+02	4.793963e+02	5440	5.952424e+03	1.300000e+00	13	9.348846e-01	9.254649e-01	
1.400000e+00	14	1473	4.793963e+02	6640	5.952424e+03	1.400000e+00	14	8.184395e-01	9.254649e-01	
1.500000e+00	15	-3.104000e+02	4.793963e+02	6419	5.952424e+03	1.500000e+00	15	1.050814e+00	9.254649e-01	
1.600000e+00	16	1019	4.793963e+02	6167	5.952424e+03	1.600000e+00	16	8.581965e-01	9.254649e-01	
1.700000e+00	17	-3.145000e+00	4.793963e+02	7665	5.952424e+03	1.700000e+00	17	1.000410e+00	9.254649e-01	
1.800000e+00	18	6.058000e+02	4.793963e+02	4979	5.952424e+03	1.800000e+00	18	8.915270e-01	9.254649e-01	
1.900000e+00	19	2092	4.793963e+02	3998	5.952424e+03	1.900000e+00	19	6.564860e-01	9.254649e-01	
2	20	5908	5.588417e+03	1179	7.485790e+02	2	20	1.663609e-01	1.181284e-01	
2.100000e+00	21	6968	5.588417e+03	-4.049000e+02	7.485790e+02	2.100000e+00	21	-6.169341e-02	1.181284e-01	
2.200000e+00	22	6941	5.588417e+03	7.172000e+02	7.485790e+02	2.200000e+00	22	9.365125e-02	1.181284e-01	
2.300000e+00	23	5775	5.588417e+03	-3.726000e+00	7.485790e+02	2.300000e+00	23	-6.456114e-04	1.181284e-01	
2.400000e+00	24	6577	5.588417e+03	5.977000e+02	7.485790e+02	2.400000e+00	24	8.330662e-02	1.181284e-01	
2.500000e+00	25	2986	5.588417e+03	3669	5.952424e+03	2.500000e+00	25	5.513148e-01	1.181284e-01	
2.600000e+00	26	1236	4.793963e+02	5107	5.952424e+03	2.600000e+00	26	8.051395e-01	9.254649e-01	
