timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	9453	2.931290e+03	1185	2.647150e-01	2.647150e-01	7.014041e-02	7.014041e-02	NaN	NaN	5.879079e-01	6.512039e-01	9.308513e-01	9.002413e-01	NaN	NaN
2.000000e-01	2	1095	8.192350e+03	1319	NaN	NaN	NaN	NaN	1.386764e-01	1.386764e-01	NaN	NaN	NaN	NaN	9.041766e-01	8.067379e-01
3.000000e-01	3	5897	2.035210e+03	1008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1130	7.528900e+03	1409	9.059529e-01	9.059529e-01	2.382496e+00	7.014041e-02	NaN	NaN	7.456367e-01	6.512039e-01	8.853314e-01	9.002413e-01	NaN	NaN
5.000000e-01	5	8064	2.375520e+03	1059	NaN	NaN	NaN	NaN	3.083400e-01	3.083400e-01	NaN	NaN	NaN	NaN	7.248086e-01	8.067379e-01
6.000000e-01	6	1173	7.279890e+03	1304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	5979	2.254470e+03	1250	3.033129e-01	3.033129e-01	1.310131e-01	1.310131e-01	NaN	NaN	4.832442e-01	6.512039e-01	8.969966e-01	9.002413e-01	NaN	NaN
8.000000e-01	8	1184	8.783120e+03	1358	NaN	NaN	NaN	NaN	1.339103e-01	1.339103e-01	NaN	NaN	NaN	NaN	9.030286e-01	8.067379e-01
9.000000e-01	9	7333	2.543690e+03	1089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1044	8.361920e+03	1227	9.201107e-01	9.201107e-01	1.750447e+00	1.310131e-01	NaN	NaN	7.604769e-01	6.512039e-01	8.801416e-01	9.002413e-01	NaN	NaN
1.100000e+00	11	7643	2.328990e+03	1020	NaN	NaN	NaN	NaN	3.045694e-01	3.045694e-01	NaN	NaN	NaN	NaN	6.981440e-01	8.067379e-01
1.200000e+00	12	1339	7.935270e+03	1448	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	7943	3.199990e+03	1018	3.202840e-01	3.202840e-01	5.645210e-02	5.645210e-02	NaN	NaN	5.669618e-01	6.512039e-01	9.187820e-01	9.002413e-01	NaN	NaN
1.400000e+00	14	1137	7.941410e+03	1347	NaN	NaN	NaN	NaN	1.450194e-01	1.450194e-01	NaN	NaN	NaN	NaN	8.962697e-01	8.067379e-01
1.500000e+00	15	7109	3.116370e+03	1075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1090	8.611700e+03	1293	9.184368e-01	9.184368e-01	1.852117e+00	5.645210e-02	NaN	NaN	7.629957e-01	6.512039e-01	8.893446e-01	9.002413e-01	NaN	NaN
1.700000e+00	17	8397	2.396210e+03	1019	NaN	NaN	NaN	NaN	2.983711e-01	2.983711e-01	NaN	NaN	NaN	NaN	7.139996e-01	8.067379e-01
1.800000e+00	18	1201	7.011930e+03	1368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
