timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	4971	1.700030e+03	1151	2.947196e-01	2.947196e-01	1.346912e-01	1.346912e-01	NaN	NaN	5.437286e-01	6.543949e-01	8.812532e-01	8.746627e-01	NaN	NaN
2.000000e-01	2	1216	5.371880e+03	1192	NaN	NaN	NaN	NaN	1.815999e-01	1.815999e-01	NaN	NaN	NaN	NaN	8.616413e-01	7.705769e-01
3.000000e-01	3	5548	1.358640e+03	1054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1187	5.633910e+03	1152	8.886399e-01	8.886399e-01	1.791755e+00	1.346912e-01	NaN	NaN	7.470350e-01	6.543949e-01	8.626907e-01	8.746627e-01	NaN	NaN
5.000000e-01	5	4931	1.605830e+03	1094	NaN	NaN	NaN	NaN	4.052107e-01	4.052107e-01	NaN	NaN	NaN	NaN	6.802584e-01	7.705769e-01
6.000000e-01	6	1112	5.841160e+03	1269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	4531	1.625830e+03	1229	3.116075e-01	3.116075e-01	1.506758e-01	1.506758e-01	NaN	NaN	5.263101e-01	6.543949e-01	8.679175e-01	8.746627e-01	NaN	NaN
8.000000e-01	8	1280	5.269400e+03	1378	NaN	NaN	NaN	NaN	2.072991e-01	2.072991e-01	NaN	NaN	NaN	NaN	8.553671e-01	7.705769e-01
9.000000e-01	9	5489	1.328770e+03	1124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1266	5.238380e+03	1193	8.790400e-01	8.790400e-01	1.842377e+00	1.506758e-01	NaN	NaN	7.611778e-01	6.543949e-01	8.767567e-01	8.746627e-01	NaN	NaN
1.100000e+00	11	4856	1.375080e+03	1040	NaN	NaN	NaN	NaN	4.306276e-01	4.306276e-01	NaN	NaN	NaN	NaN	6.905990e-01	7.705769e-01
1.200000e+00	12	1181	6.671330e+03	1082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	5330	1.356900e+03	1164	2.467072e-01	2.467072e-01	1.269877e-01	1.269877e-01	NaN	NaN	5.854263e-01	6.543949e-01	8.758353e-01	8.746627e-01	NaN	NaN
1.400000e+00	14	1519	4.321670e+03	1238	NaN	NaN	NaN	NaN	2.226751e-01	2.226751e-01	NaN	NaN	NaN	NaN	8.332002e-01	7.705769e-01
1.500000e+00	15	4909	1.606370e+03	1113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1171	6.729030e+03	1119	9.016362e-01	9.016362e-01	1.682894e+00	1.269877e-01	NaN	NaN	7.626919e-01	6.543949e-01	8.835231e-01	8.746627e-01	NaN	NaN
1.700000e+00	17	5511	1.759230e+03	1047	NaN	NaN	NaN	NaN	3.730984e-01	3.730984e-01	NaN	NaN	NaN	NaN	7.023951e-01	7.705769e-01
1.800000e+00	18	1182	6.090260e+03	1189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
