timeat274nm	frameat274nm	I_1at274nm(counts)	I_2at274nm(counts)	I_3at274nm(counts)	FRET_1>2	discr.FRET_1>2	FRET_1>3	discr.FRET_1>3	FRET_2>3	discr.FRET_2>3	S_1>2	discr.S_1>2	S_1>3	discr.S_1>3	S_2>3	discr.S_2>3
1.000000e-01	1	3055	1.557150e+03	1178	3.908534e-01	3.908534e-01	2.023368e-01	2.023368e-01	NaN	NaN	5.084520e-01	6.102035e-01	8.376771e-01	8.451983e-01	NaN	NaN
2.000000e-01	2	1105	4.446650e+03	1151	NaN	NaN	NaN	NaN	2.056220e-01	2.056220e-01	NaN	NaN	NaN	NaN	8.330270e-01	7.609862e-01
3.000000e-01	3	3234	1.278620e+03	1122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.000000e-01	4	1047	4.826710e+03	1062	8.958628e-01	8.958628e-01	1.505472e+00	2.023368e-01	NaN	NaN	7.356026e-01	6.102035e-01	8.505158e-01	8.451983e-01	NaN	NaN
5.000000e-01	5	2230	1.335900e+03	1157	NaN	NaN	NaN	NaN	4.641181e-01	4.641181e-01	NaN	NaN	NaN	NaN	6.715968e-01	7.609862e-01
6.000000e-01	6	1030	4.084900e+03	1219	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.000000e-01	7	3505	1.322650e+03	1348	3.173408e-01	3.173408e-01	2.290462e-01	2.290462e-01	NaN	NaN	5.095160e-01	6.102035e-01	8.569377e-01	8.451983e-01	NaN	NaN
8.000000e-01	8	1129	4.825970e+03	1119	NaN	NaN	NaN	NaN	1.882263e-01	1.882263e-01	NaN	NaN	NaN	NaN	8.522069e-01	7.609862e-01
9.000000e-01	9	2991	1.414630e+03	1031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1	10	1054	4.614220e+03	1286	8.928764e-01	8.928764e-01	1.575678e+00	2.290462e-01	NaN	NaN	7.255331e-01	6.102035e-01	8.497108e-01	8.451983e-01	NaN	NaN
1.100000e+00	11	3032	1.381760e+03	1249	NaN	NaN	NaN	NaN	4.747677e-01	4.747677e-01	NaN	NaN	NaN	NaN	6.814099e-01	7.609862e-01
1.200000e+00	12	1218	3.578740e+03	1230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.300000e+00	13	2993	1.174490e+03	1084	3.380369e-01	3.380369e-01	1.960979e-01	1.960979e-01	NaN	NaN	4.675151e-01	6.102035e-01	8.403070e-01	8.451983e-01	NaN	NaN
1.400000e+00	14	1196	4.596280e+03	1385	NaN	NaN	NaN	NaN	2.315558e-01	2.315558e-01	NaN	NaN	NaN	NaN	8.570053e-01	7.609862e-01
1.500000e+00	15	2975	1.456750e+03	998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1.600000e+00	16	1266	3.765380e+03	1317	8.403696e-01	8.403696e-01	5.000773e+00	1.960979e-01	NaN	NaN	7.146019e-01	6.102035e-01	8.360414e-01	8.451983e-01	NaN	NaN
1.700000e+00	17	3294	1.432420e+03	1103	NaN	NaN	NaN	NaN	4.350364e-01	4.350364e-01	NaN	NaN	NaN	NaN	6.706715e-01	7.609862e-01
1.800000e+00	18	1096	4.039280e+03	1245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
