coordinates 	65.58	211.58	193.58	211.58
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
1.000000e-01	1	1.473684e+01	2.842105e+01	9.016663e+00	2.704999e+01	6.585366e-01	7.500000e-01	4
2.000000e-01	2	1.473684e+01	2.631579e+01	9.016663e+00	2.704999e+01	6.410256e-01	7.500000e-01	4
3.000000e-01	3	1.789474e+01	3.263158e+01	9.016663e+00	2.704999e+01	6.458333e-01	7.500000e-01	4
4.000000e-01	4	1.684211e+01	3.052632e+01	9.016663e+00	2.704999e+01	6.444444e-01	7.500000e-01	4
5.000000e-01	5	1.052632e+01	3.789474e+01	9.016663e+00	2.704999e+01	7.826087e-01	7.500000e-01	4
6.000000e-01	6	1.789474e+01	40	9.016663e+00	2.704999e+01	6.909091e-01	7.500000e-01	4
7.000000e-01	7	1.157895e+01	3.473684e+01	9.016663e+00	2.704999e+01	7.500000e-01	7.500000e-01	4
8.000000e-01	8	9.473684e+00	4.736842e+01	9.016663e+00	2.704999e+01	8.333333e-01	7.500000e-01	4
9.000000e-01	9	7.368421e+00	1.368421e+01	9.016663e+00	2.704999e+01	6.500000e-01	7.500000e-01	4
1	10	1.789474e+01	3.052632e+01	9.016663e+00	2.704999e+01	6.304348e-01	7.500000e-01	4
1.100000e+00	11	7.368421e+00	4.315789e+01	9.016663e+00	2.704999e+01	8.541667e-01	7.500000e-01	4
1.200000e+00	12	1.473684e+01	2.842105e+01	9.016663e+00	2.704999e+01	6.585366e-01	7.500000e-01	4
1.300000e+00	13	1.894737e+01	2.736842e+01	9.016663e+00	2.704999e+01	5.909091e-01	7.500000e-01	4
1.400000e+00	14	9.473684e+00	1.368421e+01	9.016663e+00	2.704999e+01	5.909091e-01	7.500000e-01	4
1.500000e+00	15	8.421053e+00	4.947368e+01	9.016663e+00	2.704999e+01	8.545455e-01	7.500000e-01	4
1.600000e+00	16	2.526316e+01	2.105263e+01	9.016663e+00	2.704999e+01	4.545455e-01	7.500000e-01	4
1.700000e+00	17	1.263158e+01	2.947368e+01	9.016663e+00	2.704999e+01	7.000000e-01	7.500000e-01	4
1.800000e+00	18	1.157895e+01	3.368421e+01	9.016663e+00	2.704999e+01	7.441860e-01	7.500000e-01	4
1.900000e+00	19	1.684211e+01	2.842105e+01	9.016663e+00	2.704999e+01	6.279070e-01	7.500000e-01	4
2	20	1.789474e+01	2.526316e+01	9.016663e+00	2.704999e+01	5.853659e-01	7.500000e-01	4
2.100000e+00	21	1.894737e+01	3.263158e+01	9.016663e+00	2.704999e+01	6.326531e-01	7.500000e-01	4
2.200000e+00	22	1.263158e+01	2.421053e+01	9.016663e+00	2.704999e+01	6.571429e-01	7.500000e-01	4
2.300000e+00	23	1.789474e+01	3.052632e+01	9.016663e+00	2.704999e+01	6.304348e-01	7.500000e-01	4
2.400000e+00	24	1.684211e+01	2.315789e+01	9.016663e+00	2.704999e+01	5.789474e-01	7.500000e-01	4
2.500000e+00	25	1.894737e+01	3.684211e+01	9.016663e+00	2.704999e+01	6.603774e-01	7.500000e-01	4
2.600000e+00	26	1.473684e+01	1.789474e+01	9.016663e+00	2.704999e+01	5.483871e-01	7.500000e-01	4
2.700000e+00	27	1.263158e+01	3.263158e+01	9.016663e+00	2.704999e+01	7.209302e-01	7.500000e-01	4
2.800000e+00	28	1.368421e+01	3.263158e+01	9.016663e+00	2.704999e+01	7.045455e-01	7.500000e-01	4
2.900000e+00	29	1.052632e+01	3.578947e+01	9.016663e+00	2.704999e+01	7.727273e-01	7.500000e-01	4
3	30	6.315789e+00	3.263158e+01	9.016663e+00	2.704999e+01	8.378378e-01	7.500000e-01	4
3.100000e+00	31	2.421053e+01	2.631579e+01	9.016663e+00	2.704999e+01	5.208333e-01	7.500000e-01	4
3.200000e+00	32	1.684211e+01	4.315789e+01	9.016663e+00	2.704999e+01	7.192982e-01	7.500000e-01	4
3.300000e+00	33	20	2.842105e+01	9.016663e+00	2.704999e+01	5.869565e-01	7.500000e-01	4
3.400000e+00	34	1.473684e+01	2.526316e+01	9.016663e+00	2.704999e+01	6.315789e-01	7.500000e-01	4
3.500000e+00	35	1.368421e+01	20	9.016663e+00	2.704999e+01	5.937500e-01	7.500000e-01	4
3.600000e+00	36	1.368421e+01	1.789474e+01	9.016663e+00	2.704999e+01	5.666667e-01	7.500000e-01	4
3.700000e+00	37	2.210526e+01	3.368421e+01	9.016663e+00	2.704999e+01	6.037736e-01	7.500000e-01	4
3.800000e+00	38	1.368421e+01	3.578947e+01	9.016663e+00	2.704999e+01	7.234043e-01	7.500000e-01	4
3.900000e+00	39	9.473684e+00	2.631579e+01	9.016663e+00	2.704999e+01	7.352941e-01	7.500000e-01	4
4	40	20	2.631579e+01	9.016663e+00	2.704999e+01	5.681818e-01	7.500000e-01	4
4.100000e+00	41	1.368421e+01	3.052632e+01	9.016663e+00	2.704999e+01	6.904762e-01	7.500000e-01	4
4.200000e+00	42	7.368421e+00	3.368421e+01	9.016663e+00	2.704999e+01	8.205128e-01	7.500000e-01	4
4.300000e+00	43	1.157895e+01	3.789474e+01	9.016663e+00	2.704999e+01	7.659574e-01	7.500000e-01	4
4.400000e+00	44	1.368421e+01	2.631579e+01	9.016663e+00	2.704999e+01	6.578947e-01	7.500000e-01	4
4.500000e+00	45	1.157895e+01	1.789474e+01	9.016663e+00	2.704999e+01	6.071429e-01	7.500000e-01	4
4.600000e+00	46	7.368421e+00	20	9.016663e+00	2.704999e+01	7.307692e-01	7.500000e-01	4
4.700000e+00	47	20	40	9.016663e+00	2.704999e+01	6.666667e-01	7.500000e-01	4
4.800000e+00	48	1.368421e+01	2.947368e+01	9.016663e+00	2.704999e+01	6.829268e-01	7.500000e-01	4
4.900000e+00	49	1.789474e+01	2.105263e+01	9.016663e+00	2.704999e+01	5.405405e-01	7.500000e-01	4
5	50	1.157895e+01	20	9.016663e+00	2.704999e+01	6.333333e-01	7.500000e-01	4
5.100000e+00	51	1.684211e+01	2.210526e+01	9.016663e+00	2.704999e+01	5.675676e-01	7.500000e-01	4
5.200000e+00	52	2.842105e+01	1.789474e+01	9.016663e+00	2.704999e+01	3.863636e-01	7.500000e-01	4
5.300000e+00	53	1.473684e+01	4.105263e+01	9.016663e+00	2.704999e+01	7.358491e-01	7.500000e-01	4
5.400000e+00	54	1.684211e+01	3.052632e+01	9.016663e+00	2.704999e+01	6.444444e-01	7.500000e-01	4
5.500000e+00	55	2.105263e+01	3.578947e+01	9.016663e+00	2.704999e+01	6.296296e-01	7.500000e-01	4
5.600000e+00	56	6.315789e+00	2.526316e+01	9.016663e+00	2.704999e+01	8.000000e-01	7.500000e-01	4
5.700000e+00	57	1.473684e+01	2.315789e+01	9.016663e+00	2.704999e+01	6.111111e-01	7.500000e-01	4
5.800000e+00	58	1.789474e+01	2.315789e+01	9.016663e+00	2.704999e+01	5.641026e-01	7.500000e-01	4
5.900000e+00	59	1.263158e+01	2.631579e+01	9.016663e+00	2.704999e+01	6.756757e-01	7.500000e-01	4
6	60	8.421053e+00	3.263158e+01	9.016663e+00	2.704999e+01	7.948718e-01	7.500000e-01	4
6.100000e+00	61	6.315789e+00	2.631579e+01	9.016663e+00	2.704999e+01	8.064516e-01	7.500000e-01	4
6.200000e+00	62	1.157895e+01	3.263158e+01	9.016663e+00	2.704999e+01	7.380952e-01	7.500000e-01	4
6.300000e+00	63	2.842105e+01	2.526316e+01	9.016663e+00	2.704999e+01	4.705882e-01	7.500000e-01	4
6.400000e+00	64	2.105263e+01	1.368421e+01	9.016663e+00	2.704999e+01	3.939394e-01	7.500000e-01	4
