coordinates 	111.06	46.96	239.06	46.96
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
1.000000e-01	1	5.473684e+01	1.052632e+01	3.204977e+01	1.139022e+01	1.612903e-01	2.622059e-01	2
2.000000e-01	2	3.473684e+01	1.578947e+01	3.204977e+01	1.139022e+01	3.125000e-01	2.622059e-01	2
3.000000e-01	3	4.526316e+01	7.368421e+00	3.204977e+01	1.139022e+01	1.400000e-01	2.622059e-01	2
4.000000e-01	4	4.842105e+01	1.684211e+01	3.204977e+01	1.139022e+01	2.580645e-01	2.622059e-01	2
5.000000e-01	5	60	1.368421e+01	3.204977e+01	1.139022e+01	1.857143e-01	2.622059e-01	2
6.000000e-01	6	5.263158e+01	8.421053e+00	3.204977e+01	1.139022e+01	1.379310e-01	2.622059e-01	2
7.000000e-01	7	40	6.315789e+00	3.204977e+01	1.139022e+01	1.363636e-01	2.622059e-01	2
8.000000e-01	8	5.052632e+01	1.578947e+01	3.204977e+01	1.139022e+01	2.380952e-01	2.622059e-01	2
9.000000e-01	9	3.684211e+01	2.105263e+01	3.204977e+01	1.139022e+01	3.636364e-01	2.622059e-01	2
1	10	5.052632e+01	1.157895e+01	3.204977e+01	1.139022e+01	1.864407e-01	2.622059e-01	2
1.100000e+00	11	4.105263e+01	1.894737e+01	3.204977e+01	1.139022e+01	3.157895e-01	2.622059e-01	2
1.200000e+00	12	3.473684e+01	2.105263e+01	3.204977e+01	1.139022e+01	3.773585e-01	2.622059e-01	2
1.300000e+00	13	4.210526e+01	5.263158e+00	3.204977e+01	1.139022e+01	1.111111e-01	2.622059e-01	2
1.400000e+00	14	5.052632e+01	9.473684e+00	3.204977e+01	1.139022e+01	1.578947e-01	2.622059e-01	2
1.500000e+00	15	5.473684e+01	1.157895e+01	3.204977e+01	1.139022e+01	1.746032e-01	2.622059e-01	2
1.600000e+00	16	4.736842e+01	2.526316e+01	3.204977e+01	1.139022e+01	3.478261e-01	2.622059e-01	2
1.700000e+00	17	4.842105e+01	1.157895e+01	3.204977e+01	1.139022e+01	1.929825e-01	2.622059e-01	2
1.800000e+00	18	5.368421e+01	1.894737e+01	3.204977e+01	1.139022e+01	2.608696e-01	2.622059e-01	2
1.900000e+00	19	4.947368e+01	1.578947e+01	3.204977e+01	1.139022e+01	2.419355e-01	2.622059e-01	2
2	20	5.894737e+01	1.894737e+01	3.204977e+01	1.139022e+01	2.432432e-01	2.622059e-01	2
2.100000e+00	21	3.684211e+01	3.789474e+01	3.204977e+01	1.139022e+01	5.070423e-01	2.622059e-01	2
2.200000e+00	22	5.894737e+01	3.368421e+01	3.204977e+01	1.139022e+01	3.636364e-01	2.622059e-01	2
2.300000e+00	23	4.210526e+01	1.578947e+01	3.204977e+01	1.139022e+01	2.727273e-01	2.622059e-01	2
2.400000e+00	24	4.421053e+01	1.368421e+01	3.204977e+01	1.139022e+01	2.363636e-01	2.622059e-01	2
2.500000e+00	25	3.578947e+01	1.263158e+01	3.204977e+01	1.139022e+01	2.608696e-01	2.622059e-01	2
2.600000e+00	26	5.263158e+01	8.421053e+00	3.204977e+01	1.139022e+01	1.379310e-01	2.622059e-01	2
2.700000e+00	27	4.631579e+01	4.210526e+00	3.204977e+01	1.139022e+01	8.333333e-02	2.622059e-01	2
2.800000e+00	28	6.105263e+01	8.421053e+00	3.204977e+01	1.139022e+01	1.212121e-01	2.622059e-01	2
2.900000e+00	29	3.894737e+01	20	3.204977e+01	1.139022e+01	3.392857e-01	2.622059e-01	2
3	30	4.631579e+01	4.210526e+00	3.204977e+01	1.139022e+01	8.333333e-02	2.622059e-01	2
3.100000e+00	31	2.947368e+01	2.315789e+01	3.204977e+01	1.139022e+01	4.400000e-01	2.622059e-01	2
3.200000e+00	32	5.789474e+01	1.578947e+01	3.204977e+01	1.139022e+01	2.142857e-01	2.622059e-01	2
3.300000e+00	33	5.578947e+01	1.157895e+01	3.204977e+01	1.139022e+01	1.718750e-01	2.622059e-01	2
3.400000e+00	34	5.894737e+01	1.789474e+01	3.204977e+01	1.139022e+01	2.328767e-01	2.622059e-01	2
3.500000e+00	35	5.368421e+01	1.684211e+01	3.204977e+01	1.139022e+01	2.388060e-01	2.622059e-01	2
3.600000e+00	36	4.210526e+01	2.421053e+01	3.204977e+01	1.139022e+01	3.650794e-01	2.622059e-01	2
3.700000e+00	37	4.947368e+01	2.105263e+01	3.204977e+01	1.139022e+01	2.985075e-01	2.622059e-01	2
3.800000e+00	38	4.631579e+01	2.210526e+01	3.204977e+01	1.139022e+01	3.230769e-01	2.622059e-01	2
3.900000e+00	39	4.315789e+01	7.368421e+00	3.204977e+01	1.139022e+01	1.458333e-01	2.622059e-01	2
