coordinates 	4.18	97.01	132.18	97.01
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
1.000000e-01	1	2.105263e+01	2.421053e+01	1.063155e+01	3.189466e+01	5.348837e-01	7.500000e-01	4
2.000000e-01	2	1.684211e+01	2.526316e+01	1.063155e+01	3.189466e+01	6.000000e-01	7.500000e-01	4
3.000000e-01	3	1.578947e+01	3.578947e+01	1.063155e+01	3.189466e+01	6.938776e-01	7.500000e-01	4
4.000000e-01	4	8.421053e+00	3.894737e+01	1.063155e+01	3.189466e+01	8.222222e-01	7.500000e-01	4
5.000000e-01	5	1.684211e+01	2.947368e+01	1.063155e+01	3.189466e+01	6.363636e-01	7.500000e-01	4
6.000000e-01	6	1.368421e+01	3.578947e+01	1.063155e+01	3.189466e+01	7.234043e-01	7.500000e-01	4
7.000000e-01	7	3.052632e+01	2.736842e+01	1.063155e+01	3.189466e+01	4.727273e-01	7.500000e-01	4
8.000000e-01	8	1.052632e+01	3.368421e+01	1.063155e+01	3.189466e+01	7.619048e-01	7.500000e-01	4
9.000000e-01	9	1.263158e+01	4.947368e+01	1.063155e+01	3.189466e+01	7.966102e-01	7.500000e-01	4
1	10	2.421053e+01	40	1.063155e+01	3.189466e+01	6.229508e-01	7.500000e-01	4
1.100000e+00	11	1.157895e+01	3.789474e+01	1.063155e+01	3.189466e+01	7.659574e-01	7.500000e-01	4
1.200000e+00	12	4.210526e+00	4.526316e+01	1.063155e+01	3.189466e+01	9.148936e-01	7.500000e-01	4
1.300000e+00	13	1.578947e+01	7.368421e+00	1.063155e+01	3.189466e+01	3.181818e-01	7.500000e-01	4
1.400000e+00	14	2.736842e+01	3.157895e+01	1.063155e+01	3.189466e+01	5.357143e-01	7.500000e-01	4
1.500000e+00	15	1.052632e+01	4.421053e+01	1.063155e+01	3.189466e+01	8.076923e-01	7.500000e-01	4
1.600000e+00	16	1.894737e+01	3.789474e+01	1.063155e+01	3.189466e+01	6.666667e-01	7.500000e-01	4
1.700000e+00	17	20	4.736842e+01	1.063155e+01	3.189466e+01	7.031250e-01	7.500000e-01	4
1.800000e+00	18	1.157895e+01	2.842105e+01	1.063155e+01	3.189466e+01	7.105263e-01	7.500000e-01	4
1.900000e+00	19	1.263158e+01	3.157895e+01	1.063155e+01	3.189466e+01	7.142857e-01	7.500000e-01	4
2	20	1.473684e+01	4.315789e+01	1.063155e+01	3.189466e+01	7.454545e-01	7.500000e-01	4
2.100000e+00	21	8.421053e+00	3.894737e+01	1.063155e+01	3.189466e+01	8.222222e-01	7.500000e-01	4
2.200000e+00	22	7.368421e+00	3.789474e+01	1.063155e+01	3.189466e+01	8.372093e-01	7.500000e-01	4
2.300000e+00	23	1.157895e+01	4.526316e+01	1.063155e+01	3.189466e+01	7.962963e-01	7.500000e-01	4
2.400000e+00	24	1.684211e+01	3.368421e+01	1.063155e+01	3.189466e+01	6.666667e-01	7.500000e-01	4
2.500000e+00	25	1.473684e+01	4.105263e+01	1.063155e+01	3.189466e+01	7.358491e-01	7.500000e-01	4
2.600000e+00	26	1.578947e+01	3.368421e+01	1.063155e+01	3.189466e+01	6.808511e-01	7.500000e-01	4
2.700000e+00	27	9.473684e+00	3.263158e+01	1.063155e+01	3.189466e+01	7.750000e-01	7.500000e-01	4
2.800000e+00	28	2.210526e+01	2.105263e+01	1.063155e+01	3.189466e+01	4.878049e-01	7.500000e-01	4
2.900000e+00	29	2.526316e+01	4.947368e+01	1.063155e+01	3.189466e+01	6.619718e-01	7.500000e-01	4
3	30	1.578947e+01	1.894737e+01	1.063155e+01	3.189466e+01	5.454545e-01	7.500000e-01	4
3.100000e+00	31	20	3.473684e+01	1.063155e+01	3.189466e+01	6.346154e-01	7.500000e-01	4
3.200000e+00	32	1.789474e+01	40	1.063155e+01	3.189466e+01	6.909091e-01	7.500000e-01	4
3.300000e+00	33	1.789474e+01	2.947368e+01	1.063155e+01	3.189466e+01	6.222222e-01	7.500000e-01	4
3.400000e+00	34	1.263158e+01	2.315789e+01	1.063155e+01	3.189466e+01	6.470588e-01	7.500000e-01	4
3.500000e+00	35	1.052632e+01	2.631579e+01	1.063155e+01	3.189466e+01	7.142857e-01	7.500000e-01	4
3.600000e+00	36	1.684211e+01	3.789474e+01	1.063155e+01	3.189466e+01	6.923077e-01	7.500000e-01	4
3.700000e+00	37	20	3.052632e+01	1.063155e+01	3.189466e+01	6.041667e-01	7.500000e-01	4
3.800000e+00	38	2.421053e+01	3.473684e+01	1.063155e+01	3.189466e+01	5.892857e-01	7.500000e-01	4
3.900000e+00	39	2.210526e+01	2.736842e+01	1.063155e+01	3.189466e+01	5.531915e-01	7.500000e-01	4
4	40	2.105263e+01	3.789474e+01	1.063155e+01	3.189466e+01	6.428571e-01	7.500000e-01	4
4.100000e+00	41	1.684211e+01	3.157895e+01	1.063155e+01	3.189466e+01	6.521739e-01	7.500000e-01	4
4.200000e+00	42	2.210526e+01	4.315789e+01	1.063155e+01	3.189466e+01	6.612903e-01	7.500000e-01	4
4.300000e+00	43	1.789474e+01	3.684211e+01	1.063155e+01	3.189466e+01	6.730769e-01	7.500000e-01	4
4.400000e+00	44	2.526316e+01	2.736842e+01	1.063155e+01	3.189466e+01	5.200000e-01	7.500000e-01	4
4.500000e+00	45	1.157895e+01	2.736842e+01	1.063155e+01	3.189466e+01	7.027027e-01	7.500000e-01	4
4.600000e+00	46	20	2.421053e+01	1.063155e+01	3.189466e+01	5.476190e-01	7.500000e-01	4
4.700000e+00	47	1.157895e+01	4.105263e+01	1.063155e+01	3.189466e+01	7.800000e-01	7.500000e-01	4
4.800000e+00	48	1.894737e+01	3.157895e+01	1.063155e+01	3.189466e+01	6.250000e-01	7.500000e-01	4
4.900000e+00	49	1.368421e+01	2.315789e+01	1.063155e+01	3.189466e+01	6.285714e-01	7.500000e-01	4
5	50	1.473684e+01	3.684211e+01	1.063155e+01	3.189466e+01	7.142857e-01	7.500000e-01	4
5.100000e+00	51	20	3.263158e+01	1.063155e+01	3.189466e+01	6.200000e-01	7.500000e-01	4
5.200000e+00	52	2.210526e+01	2.526316e+01	1.063155e+01	3.189466e+01	5.333333e-01	7.500000e-01	4
5.300000e+00	53	1.789474e+01	4.315789e+01	1.063155e+01	3.189466e+01	7.068966e-01	7.500000e-01	4
5.400000e+00	54	1.473684e+01	4.105263e+01	1.063155e+01	3.189466e+01	7.358491e-01	7.500000e-01	4
5.500000e+00	55	2.526316e+01	20	1.063155e+01	3.189466e+01	4.418605e-01	7.500000e-01	4
5.600000e+00	56	1.578947e+01	4.210526e+01	1.063155e+01	3.189466e+01	7.272727e-01	7.500000e-01	4
5.700000e+00	57	2.842105e+01	3.263158e+01	1.063155e+01	3.189466e+01	5.344828e-01	7.500000e-01	4
5.800000e+00	58	1.473684e+01	3.263158e+01	1.063155e+01	3.189466e+01	6.888889e-01	7.500000e-01	4
5.900000e+00	59	1.263158e+01	2.421053e+01	1.063155e+01	3.189466e+01	6.571429e-01	7.500000e-01	4
6	60	1.894737e+01	3.052632e+01	1.063155e+01	3.189466e+01	6.170213e-01	7.500000e-01	4
6.100000e+00	61	2.421053e+01	3.578947e+01	1.063155e+01	3.189466e+01	5.964912e-01	7.500000e-01	4
6.200000e+00	62	1.473684e+01	3.052632e+01	1.063155e+01	3.189466e+01	6.744186e-01	7.500000e-01	4
6.300000e+00	63	20	2.105263e+01	1.063155e+01	3.189466e+01	5.128205e-01	7.500000e-01	4
6.400000e+00	64	2.210526e+01	4.210526e+01	1.063155e+01	3.189466e+01	6.557377e-01	7.500000e-01	4
6.500000e+00	65	1.578947e+01	5.052632e+01	1.063155e+01	3.189466e+01	7.619048e-01	7.500000e-01	4
6.600000e+00	66	20	3.368421e+01	1.063155e+01	3.189466e+01	6.274510e-01	7.500000e-01	4
6.700000e+00	67	2.526316e+01	4.526316e+01	1.063155e+01	3.189466e+01	6.417910e-01	7.500000e-01	4
6.800000e+00	68	1.052632e+01	2.315789e+01	1.063155e+01	3.189466e+01	6.875000e-01	7.500000e-01	4
