coordinates 	30.12	88.39	158.12	88.39
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
6.300000e+00	63	1.578947e+01	3.578947e+01	8.813250e+00	2.643975e+01	6.938776e-01	7.500000e-01	4
6.400000e+00	64	8.421053e+00	2.105263e+01	8.813250e+00	2.643975e+01	7.142857e-01	7.500000e-01	4
6.500000e+00	65	1.684211e+01	3.473684e+01	8.813250e+00	2.643975e+01	6.734694e-01	7.500000e-01	4
6.600000e+00	66	1.263158e+01	2.210526e+01	8.813250e+00	2.643975e+01	6.363636e-01	7.500000e-01	4
6.700000e+00	67	20	3.684211e+01	8.813250e+00	2.643975e+01	6.481481e-01	7.500000e-01	4
6.800000e+00	68	9.473684e+00	1.368421e+01	8.813250e+00	2.643975e+01	5.909091e-01	7.500000e-01	4
6.900000e+00	69	8.421053e+00	2.631579e+01	8.813250e+00	2.643975e+01	7.575758e-01	7.500000e-01	4
7	70	1.789474e+01	20	8.813250e+00	2.643975e+01	5.277778e-01	7.500000e-01	4
7.100000e+00	71	6.315789e+00	40	8.813250e+00	2.643975e+01	8.636364e-01	7.500000e-01	4
7.200000e+00	72	1.263158e+01	2.421053e+01	8.813250e+00	2.643975e+01	6.571429e-01	7.500000e-01	4
7.300000e+00	73	1.473684e+01	3.368421e+01	8.813250e+00	2.643975e+01	6.956522e-01	7.500000e-01	4
7.400000e+00	74	1.473684e+01	40	8.813250e+00	2.643975e+01	7.307692e-01	7.500000e-01	4
7.500000e+00	75	1.157895e+01	2.631579e+01	8.813250e+00	2.643975e+01	6.944444e-01	7.500000e-01	4
7.600000e+00	76	1.789474e+01	1.684211e+01	8.813250e+00	2.643975e+01	4.848485e-01	7.500000e-01	4
7.700000e+00	77	1.157895e+01	3.157895e+01	8.813250e+00	2.643975e+01	7.317073e-01	7.500000e-01	4
7.800000e+00	78	1.052632e+01	2.736842e+01	8.813250e+00	2.643975e+01	7.222222e-01	7.500000e-01	4
7.900000e+00	79	1.263158e+01	2.421053e+01	8.813250e+00	2.643975e+01	6.571429e-01	7.500000e-01	4
8	80	9.473684e+00	4.526316e+01	8.813250e+00	2.643975e+01	8.269231e-01	7.500000e-01	4
8.100000e+00	81	1.368421e+01	3.263158e+01	8.813250e+00	2.643975e+01	7.045455e-01	7.500000e-01	4
8.200000e+00	82	1.789474e+01	4.315789e+01	8.813250e+00	2.643975e+01	7.068966e-01	7.500000e-01	4
8.300000e+00	83	1.578947e+01	1.894737e+01	8.813250e+00	2.643975e+01	5.454545e-01	7.500000e-01	4
8.400000e+00	84	1.263158e+01	3.052632e+01	8.813250e+00	2.643975e+01	7.073171e-01	7.500000e-01	4
8.500000e+00	85	8.421053e+00	2.421053e+01	8.813250e+00	2.643975e+01	7.419355e-01	7.500000e-01	4
8.600000e+00	86	8.421053e+00	2.526316e+01	8.813250e+00	2.643975e+01	7.500000e-01	7.500000e-01	4
8.700000e+00	87	1.578947e+01	2.105263e+01	8.813250e+00	2.643975e+01	5.714286e-01	7.500000e-01	4
8.800000e+00	88	7.368421e+00	3.263158e+01	8.813250e+00	2.643975e+01	8.157895e-01	7.500000e-01	4
8.900000e+00	89	7.368421e+00	2.526316e+01	8.813250e+00	2.643975e+01	7.741935e-01	7.500000e-01	4
9	90	1.473684e+01	3.368421e+01	8.813250e+00	2.643975e+01	6.956522e-01	7.500000e-01	4
9.100000e+00	91	1.157895e+01	2.947368e+01	8.813250e+00	2.643975e+01	7.179487e-01	7.500000e-01	4
9.200000e+00	92	1.052632e+01	3.263158e+01	8.813250e+00	2.643975e+01	7.560976e-01	7.500000e-01	4
9.300000e+00	93	1.052632e+01	2.315789e+01	8.813250e+00	2.643975e+01	6.875000e-01	7.500000e-01	4
9.400000e+00	94	20	2.421053e+01	8.813250e+00	2.643975e+01	5.476190e-01	7.500000e-01	4
9.500000e+00	95	1.368421e+01	2.631579e+01	8.813250e+00	2.643975e+01	6.578947e-01	7.500000e-01	4
9.600000e+00	96	7.368421e+00	3.473684e+01	8.813250e+00	2.643975e+01	8.250000e-01	7.500000e-01	4
9.700000e+00	97	1.157895e+01	2.736842e+01	8.813250e+00	2.643975e+01	7.027027e-01	7.500000e-01	4
9.800000e+00	98	1.578947e+01	2.210526e+01	8.813250e+00	2.643975e+01	5.833333e-01	7.500000e-01	4
9.900000e+00	99	1.052632e+00	4.315789e+01	8.813250e+00	2.643975e+01	9.761905e-01	7.500000e-01	4
10	100	2.631579e+01	2.210526e+01	2.440201e+01	1.085099e+01	4.565217e-01	3.078033e-01	2
