coordinates 	97.41	94.97	225.41	94.97
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
1.000000e-01	1	3.684211e+01	1.263158e+01	2.756071e+01	8.380029e+00	2.553191e-01	2.331624e-01	2
2.000000e-01	2	4.842105e+01	9.473684e+00	2.756071e+01	8.380029e+00	1.636364e-01	2.331624e-01	2
3.000000e-01	3	3.368421e+01	1.578947e+01	2.756071e+01	8.380029e+00	3.191489e-01	2.331624e-01	2
4.000000e-01	4	5.052632e+01	1.263158e+01	2.756071e+01	8.380029e+00	2.000000e-01	2.331624e-01	2
5.000000e-01	5	40	5.263158e+00	2.756071e+01	8.380029e+00	1.162791e-01	2.331624e-01	2
6.000000e-01	6	4.421053e+01	1.052632e+01	2.756071e+01	8.380029e+00	1.923077e-01	2.331624e-01	2
7.000000e-01	7	3.684211e+01	1.368421e+01	2.756071e+01	8.380029e+00	2.708333e-01	2.331624e-01	2
8.000000e-01	8	3.157895e+01	8.421053e+00	2.756071e+01	8.380029e+00	2.105263e-01	2.331624e-01	2
9.000000e-01	9	4.526316e+01	1.052632e+01	2.756071e+01	8.380029e+00	1.886792e-01	2.331624e-01	2
1	10	3.368421e+01	1.684211e+01	2.756071e+01	8.380029e+00	3.333333e-01	2.331624e-01	2
1.100000e+00	11	2.631579e+01	1.368421e+01	2.756071e+01	8.380029e+00	3.421053e-01	2.331624e-01	2
1.200000e+00	12	4.210526e+01	1.052632e+01	2.756071e+01	8.380029e+00	2.000000e-01	2.331624e-01	2
1.300000e+00	13	4.947368e+01	1.578947e+01	2.756071e+01	8.380029e+00	2.419355e-01	2.331624e-01	2
1.400000e+00	14	40	1.894737e+01	2.756071e+01	8.380029e+00	3.214286e-01	2.331624e-01	2
1.500000e+00	15	2.421053e+01	1.368421e+01	2.756071e+01	8.380029e+00	3.611111e-01	2.331624e-01	2
1.600000e+00	16	2.631579e+01	7.368421e+00	2.756071e+01	8.380029e+00	2.187500e-01	2.331624e-01	2
1.700000e+00	17	5.368421e+01	8.421053e+00	2.756071e+01	8.380029e+00	1.355932e-01	2.331624e-01	2
1.800000e+00	18	4.526316e+01	2.105263e+01	2.756071e+01	8.380029e+00	3.174603e-01	2.331624e-01	2
1.900000e+00	19	3.263158e+01	7.368421e+00	2.756071e+01	8.380029e+00	1.842105e-01	2.331624e-01	2
2	20	5.263158e+01	1.157895e+01	2.756071e+01	8.380029e+00	1.803279e-01	2.331624e-01	2
2.100000e+00	21	4.210526e+01	1.473684e+01	2.756071e+01	8.380029e+00	2.592593e-01	2.331624e-01	2
2.200000e+00	22	5.368421e+01	6.315789e+00	2.756071e+01	8.380029e+00	1.052632e-01	2.331624e-01	2
2.300000e+00	23	4.421053e+01	1.789474e+01	2.756071e+01	8.380029e+00	2.881356e-01	2.331624e-01	2
2.400000e+00	24	4.842105e+01	8.421053e+00	2.756071e+01	8.380029e+00	1.481481e-01	2.331624e-01	2
2.500000e+00	25	3.789474e+01	1.368421e+01	2.756071e+01	8.380029e+00	2.653061e-01	2.331624e-01	2
2.600000e+00	26	4.421053e+01	1.473684e+01	2.756071e+01	8.380029e+00	2.500000e-01	2.331624e-01	2
2.700000e+00	27	4.210526e+00	3.368421e+01	2.540847e+00	3.339989e+01	8.888889e-01	9.293046e-01	5
2.800000e+00	28	0	4.105263e+01	0	3.594074e+01	1	1	5
2.900000e+00	29	0	3.157895e+01	0	3.594074e+01	1	1	5
3	30	0	2.842105e+01	0	3.594074e+01	1	1	5
3.100000e+00	31	0	5.157895e+01	0	3.594074e+01	1	1	5
3.200000e+00	32	0	2.947368e+01	0	3.594074e+01	1	1	5
3.300000e+00	33	0	4.421053e+01	0	3.594074e+01	1	1	5
3.400000e+00	34	0	4.421053e+01	0	3.594074e+01	1	1	5
3.500000e+00	35	0	3.052632e+01	0	3.594074e+01	1	1	5
3.600000e+00	36	0	2.947368e+01	0	3.594074e+01	1	1	5
3.700000e+00	37	0	3.263158e+01	0	3.594074e+01	1	1	5
3.800000e+00	38	0	4.631579e+01	0	3.594074e+01	1	1	5
3.900000e+00	39	0	2.842105e+01	0	3.594074e+01	1	1	5
4	40	0	3.368421e+01	0	3.594074e+01	1	1	5
4.100000e+00	41	0	5.789474e+01	0	3.594074e+01	1	1	5
4.200000e+00	42	0	3.263158e+01	0	3.594074e+01	1	1	5
4.300000e+00	43	0	2.947368e+01	0	3.594074e+01	1	1	5
4.400000e+00	44	0	3.684211e+01	0	3.594074e+01	1	1	5
4.500000e+00	45	0	4.315789e+01	0	3.594074e+01	1	1	5
4.600000e+00	46	0	1.578947e+01	0	3.594074e+01	1	1	5
4.700000e+00	47	0	2.947368e+01	0	3.594074e+01	1	1	5
4.800000e+00	48	0	3.789474e+01	0	3.594074e+01	1	1	5
4.900000e+00	49	0	5.473684e+01	0	3.594074e+01	1	1	5
5	50	0	2.105263e+01	0	3.594074e+01	1	1	5
5.100000e+00	51	0	3.157895e+01	0	3.594074e+01	1	1	5
5.200000e+00	52	0	5.368421e+01	0	3.594074e+01	1	1	5
5.300000e+00	53	0	3.473684e+01	0	3.594074e+01	1	1	5
5.400000e+00	54	0	3.684211e+01	0	3.594074e+01	1	1	5
5.500000e+00	55	0	3.684211e+01	0	3.594074e+01	1	1	5
5.600000e+00	56	0	3.578947e+01	0	3.594074e+01	1	1	5
5.700000e+00	57	0	4.210526e+01	0	3.594074e+01	1	1	5
5.800000e+00	58	0	40	0	3.594074e+01	1	1	5
5.900000e+00	59	0	3.473684e+01	0	3.594074e+01	1	1	5
