coordinates 	13.25	169.08	141.25	169.08
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
1.000000e-01	1	7.368421e+00	2.421053e+01	9.327212e+00	2.798164e+01	7.666667e-01	7.500000e-01	4
2.000000e-01	2	2.105263e+01	4.210526e+01	9.327212e+00	2.798164e+01	6.666667e-01	7.500000e-01	4
3.000000e-01	3	1.894737e+01	2.526316e+01	9.327212e+00	2.798164e+01	5.714286e-01	7.500000e-01	4
4.000000e-01	4	1.789474e+01	3.684211e+01	9.327212e+00	2.798164e+01	6.730769e-01	7.500000e-01	4
5.000000e-01	5	8.421053e+00	3.157895e+01	9.327212e+00	2.798164e+01	7.894737e-01	7.500000e-01	4
6.000000e-01	6	1.789474e+01	2.526316e+01	9.327212e+00	2.798164e+01	5.853659e-01	7.500000e-01	4
7.000000e-01	7	1.368421e+01	3.473684e+01	9.327212e+00	2.798164e+01	7.173913e-01	7.500000e-01	4
8.000000e-01	8	1.578947e+01	3.263158e+01	9.327212e+00	2.798164e+01	6.739130e-01	7.500000e-01	4
9.000000e-01	9	1.157895e+01	1.894737e+01	9.327212e+00	2.798164e+01	6.206897e-01	7.500000e-01	4
1	10	2.421053e+01	3.052632e+01	9.327212e+00	2.798164e+01	5.576923e-01	7.500000e-01	4
1.100000e+00	11	1.894737e+01	3.473684e+01	9.327212e+00	2.798164e+01	6.470588e-01	7.500000e-01	4
1.200000e+00	12	1.157895e+01	2.210526e+01	9.327212e+00	2.798164e+01	6.562500e-01	7.500000e-01	4
1.300000e+00	13	1.894737e+01	4.631579e+01	9.327212e+00	2.798164e+01	7.096774e-01	7.500000e-01	4
1.400000e+00	14	1.263158e+01	4.210526e+01	9.327212e+00	2.798164e+01	7.692308e-01	7.500000e-01	4
1.500000e+00	15	2.210526e+01	3.052632e+01	9.327212e+00	2.798164e+01	5.800000e-01	7.500000e-01	4
1.600000e+00	16	1.578947e+01	4.421053e+01	9.327212e+00	2.798164e+01	7.368421e-01	7.500000e-01	4
1.700000e+00	17	1.157895e+01	2.421053e+01	9.327212e+00	2.798164e+01	6.764706e-01	7.500000e-01	4
1.800000e+00	18	1.052632e+01	2.315789e+01	9.327212e+00	2.798164e+01	6.875000e-01	7.500000e-01	4
1.900000e+00	19	1.894737e+01	2.736842e+01	9.327212e+00	2.798164e+01	5.909091e-01	7.500000e-01	4
2	20	9.473684e+00	3.157895e+01	9.327212e+00	2.798164e+01	7.692308e-01	7.500000e-01	4
2.100000e+00	21	1.894737e+01	4.631579e+01	9.327212e+00	2.798164e+01	7.096774e-01	7.500000e-01	4
2.200000e+00	22	1.157895e+01	3.052632e+01	9.327212e+00	2.798164e+01	7.250000e-01	7.500000e-01	4
2.300000e+00	23	1.368421e+01	1.894737e+01	9.327212e+00	2.798164e+01	5.806452e-01	7.500000e-01	4
2.400000e+00	24	1.578947e+01	4.421053e+01	9.327212e+00	2.798164e+01	7.368421e-01	7.500000e-01	4
2.500000e+00	25	1.368421e+01	3.157895e+01	9.327212e+00	2.798164e+01	6.976744e-01	7.500000e-01	4
2.600000e+00	26	7.368421e+00	3.052632e+01	9.327212e+00	2.798164e+01	8.055556e-01	7.500000e-01	4
2.700000e+00	27	1.368421e+01	2.210526e+01	9.327212e+00	2.798164e+01	6.176471e-01	7.500000e-01	4
2.800000e+00	28	1.157895e+01	2.631579e+01	9.327212e+00	2.798164e+01	6.944444e-01	7.500000e-01	4
2.900000e+00	29	1.789474e+01	2.736842e+01	9.327212e+00	2.798164e+01	6.046512e-01	7.500000e-01	4
3	30	20	3.157895e+01	9.327212e+00	2.798164e+01	6.122449e-01	7.500000e-01	4
3.100000e+00	31	1.368421e+01	2.526316e+01	9.327212e+00	2.798164e+01	6.486486e-01	7.500000e-01	4
3.200000e+00	32	1.473684e+01	2.842105e+01	9.327212e+00	2.798164e+01	6.585366e-01	7.500000e-01	4
3.300000e+00	33	1.263158e+01	3.473684e+01	9.327212e+00	2.798164e+01	7.333333e-01	7.500000e-01	4
3.400000e+00	34	1.263158e+01	2.526316e+01	9.327212e+00	2.798164e+01	6.666667e-01	7.500000e-01	4
3.500000e+00	35	1.263158e+01	3.578947e+01	9.327212e+00	2.798164e+01	7.391304e-01	7.500000e-01	4
3.600000e+00	36	1.263158e+01	2.210526e+01	9.327212e+00	2.798164e+01	6.363636e-01	7.500000e-01	4
3.700000e+00	37	1.263158e+01	2.315789e+01	9.327212e+00	2.798164e+01	6.470588e-01	7.500000e-01	4
3.800000e+00	38	1.473684e+01	4.526316e+01	9.327212e+00	2.798164e+01	7.543860e-01	7.500000e-01	4
3.900000e+00	39	1.684211e+01	3.263158e+01	9.327212e+00	2.798164e+01	6.595745e-01	7.500000e-01	4
4	40	20	3.789474e+01	9.327212e+00	2.798164e+01	6.545455e-01	7.500000e-01	4
4.100000e+00	41	1.368421e+01	3.263158e+01	9.327212e+00	2.798164e+01	7.045455e-01	7.500000e-01	4
4.200000e+00	42	1.473684e+01	3.263158e+01	9.327212e+00	2.798164e+01	6.888889e-01	7.500000e-01	4
4.300000e+00	43	1.578947e+01	1.473684e+01	9.327212e+00	2.798164e+01	4.827586e-01	7.500000e-01	4
4.400000e+00	44	1.578947e+01	3.894737e+01	9.327212e+00	2.798164e+01	7.115385e-01	7.500000e-01	4
4.500000e+00	45	2.105263e+01	2.210526e+01	9.327212e+00	2.798164e+01	5.121951e-01	7.500000e-01	4
4.600000e+00	46	1.052632e+01	2.736842e+01	9.327212e+00	2.798164e+01	7.222222e-01	7.500000e-01	4
4.700000e+00	47	1.684211e+01	40	9.327212e+00	2.798164e+01	7.037037e-01	7.500000e-01	4
4.800000e+00	48	1.894737e+01	2.105263e+01	9.327212e+00	2.798164e+01	5.263158e-01	7.500000e-01	4
4.900000e+00	49	1.684211e+01	2.526316e+01	9.327212e+00	2.798164e+01	6.000000e-01	7.500000e-01	4
5	50	1.052632e+01	3.894737e+01	9.327212e+00	2.798164e+01	7.872340e-01	7.500000e-01	4
5.100000e+00	51	1.368421e+01	2.421053e+01	9.327212e+00	2.798164e+01	6.388889e-01	7.500000e-01	4
5.200000e+00	52	1.684211e+01	3.263158e+01	9.327212e+00	2.798164e+01	6.595745e-01	7.500000e-01	4
5.300000e+00	53	1.578947e+01	2.315789e+01	9.327212e+00	2.798164e+01	5.945946e-01	7.500000e-01	4
5.400000e+00	54	1.578947e+01	2.947368e+01	9.327212e+00	2.798164e+01	6.511628e-01	7.500000e-01	4
5.500000e+00	55	5.263158e+00	2.947368e+01	9.327212e+00	2.798164e+01	8.484848e-01	7.500000e-01	4
5.600000e+00	56	1.368421e+01	2.947368e+01	9.327212e+00	2.798164e+01	6.829268e-01	7.500000e-01	4
5.700000e+00	57	2.526316e+01	3.684211e+01	9.327212e+00	2.798164e+01	5.932203e-01	7.500000e-01	4
5.800000e+00	58	1.473684e+01	3.263158e+01	9.327212e+00	2.798164e+01	6.888889e-01	7.500000e-01	4
5.900000e+00	59	8.421053e+00	3.473684e+01	9.327212e+00	2.798164e+01	8.048780e-01	7.500000e-01	4
6	60	1.052632e+01	3.368421e+01	9.327212e+00	2.798164e+01	7.619048e-01	7.500000e-01	4
6.100000e+00	61	1.894737e+01	2.315789e+01	9.327212e+00	2.798164e+01	5.500000e-01	7.500000e-01	4
6.200000e+00	62	2.736842e+01	3.052632e+01	9.327212e+00	2.798164e+01	5.272727e-01	7.500000e-01	4
6.300000e+00	63	1.157895e+01	3.157895e+01	9.327212e+00	2.798164e+01	7.317073e-01	7.500000e-01	4
6.400000e+00	64	7.368421e+00	2.631579e+01	9.327212e+00	2.798164e+01	7.812500e-01	7.500000e-01	4
6.500000e+00	65	2.210526e+01	3.368421e+01	9.327212e+00	2.798164e+01	6.037736e-01	7.500000e-01	4
6.600000e+00	66	1.263158e+01	4.315789e+01	9.327212e+00	2.798164e+01	7.735849e-01	7.500000e-01	4
6.700000e+00	67	1.578947e+01	2.947368e+01	9.327212e+00	2.798164e+01	6.511628e-01	7.500000e-01	4
6.800000e+00	68	1.263158e+01	2.421053e+01	9.327212e+00	2.798164e+01	6.571429e-01	7.500000e-01	4
6.900000e+00	69	20	1.263158e+01	9.327212e+00	2.798164e+01	3.870968e-01	7.500000e-01	4
7	70	9.473684e+00	3.263158e+01	9.327212e+00	2.798164e+01	7.750000e-01	7.500000e-01	4
7.100000e+00	71	2.105263e+01	3.368421e+01	9.327212e+00	2.798164e+01	6.153846e-01	7.500000e-01	4
7.200000e+00	72	20	9.473684e+00	9.327212e+00	2.798164e+01	3.214286e-01	7.500000e-01	4
7.300000e+00	73	1.157895e+01	2.947368e+01	9.327212e+00	2.798164e+01	7.179487e-01	7.500000e-01	4
7.400000e+00	74	2.315789e+01	9.473684e+00	9.327212e+00	2.798164e+01	2.903226e-01	7.500000e-01	4
7.500000e+00	75	1.473684e+01	2.105263e+01	9.327212e+00	2.798164e+01	5.882353e-01	7.500000e-01	4
7.600000e+00	76	6.315789e+00	3.157895e+01	9.327212e+00	2.798164e+01	8.333333e-01	7.500000e-01	4
7.700000e+00	77	8.421053e+00	2.947368e+01	9.327212e+00	2.798164e+01	7.777778e-01	7.500000e-01	4
7.800000e+00	78	1.052632e+01	3.578947e+01	9.327212e+00	2.798164e+01	7.727273e-01	7.500000e-01	4
7.900000e+00	79	1.578947e+01	3.157895e+01	9.327212e+00	2.798164e+01	6.666667e-01	7.500000e-01	4
8	80	2.526316e+01	2.842105e+01	9.327212e+00	2.798164e+01	5.294118e-01	7.500000e-01	4
8.100000e+00	81	1.473684e+01	3.157895e+01	9.327212e+00	2.798164e+01	6.818182e-01	7.500000e-01	4
8.200000e+00	82	2.105263e+01	2.105263e+01	9.327212e+00	2.798164e+01	5.000000e-01	7.500000e-01	4
8.300000e+00	83	1.052632e+01	3.263158e+01	9.327212e+00	2.798164e+01	7.560976e-01	7.500000e-01	4
8.400000e+00	84	1.578947e+01	2.842105e+01	9.327212e+00	2.798164e+01	6.428571e-01	7.500000e-01	4
8.500000e+00	85	1.263158e+01	4.210526e+01	9.327212e+00	2.798164e+01	7.692308e-01	7.500000e-01	4
8.600000e+00	86	1.052632e+01	3.052632e+01	9.327212e+00	2.798164e+01	7.435897e-01	7.500000e-01	4
8.700000e+00	87	2.947368e+01	2.315789e+01	9.327212e+00	2.798164e+01	4.400000e-01	7.500000e-01	4
8.800000e+00	88	7.368421e+00	40	9.327212e+00	2.798164e+01	8.444444e-01	7.500000e-01	4
8.900000e+00	89	1.263158e+01	3.368421e+01	9.327212e+00	2.798164e+01	7.272727e-01	7.500000e-01	4
9	90	8.421053e+00	2.210526e+01	9.327212e+00	2.798164e+01	7.241379e-01	7.500000e-01	4
9.100000e+00	91	4.210526e+00	1.789474e+01	9.327212e+00	2.798164e+01	8.095238e-01	7.500000e-01	4
9.200000e+00	92	1.684211e+01	4.105263e+01	9.327212e+00	2.798164e+01	7.090909e-01	7.500000e-01	4
9.300000e+00	93	8.421053e+00	4.105263e+01	9.327212e+00	2.798164e+01	8.297872e-01	7.500000e-01	4
9.400000e+00	94	1.368421e+01	3.894737e+01	9.327212e+00	2.798164e+01	7.400000e-01	7.500000e-01	4
9.500000e+00	95	1.894737e+01	2.842105e+01	9.327212e+00	2.798164e+01	6.000000e-01	7.500000e-01	4
9.600000e+00	96	1.263158e+01	2.421053e+01	9.327212e+00	2.798164e+01	6.571429e-01	7.500000e-01	4
9.700000e+00	97	8.421053e+00	2.210526e+01	9.327212e+00	2.798164e+01	7.241379e-01	7.500000e-01	4
9.800000e+00	98	7.368421e+00	20	9.327212e+00	2.798164e+01	7.307692e-01	7.500000e-01	4
9.900000e+00	99	1.263158e+01	3.157895e+01	9.327212e+00	2.798164e+01	7.142857e-01	7.500000e-01	4
10	100	1.263158e+01	2.210526e+01	9.327212e+00	2.798164e+01	6.363636e-01	7.500000e-01	4
