coordinates 	125.76	155.05	253.76	155.05
time(s)	frame	Idon noise(photons)	Iacc noise(photons)	Idon ideal(photons)	Iacc ideal(photons)	FRET	FRET ideal	state sequence
1.000000e-01	1	7.368421e+00	4.210526e+01	1.080639e+01	3.241918e+01	8.510638e-01	7.500000e-01	4
2.000000e-01	2	2.105263e+01	3.368421e+01	1.080639e+01	3.241918e+01	6.153846e-01	7.500000e-01	4
3.000000e-01	3	1.473684e+01	3.157895e+01	1.080639e+01	3.241918e+01	6.818182e-01	7.500000e-01	4
4.000000e-01	4	8.421053e+00	2.947368e+01	1.080639e+01	3.241918e+01	7.777778e-01	7.500000e-01	4
5.000000e-01	5	1.894737e+01	3.894737e+01	1.080639e+01	3.241918e+01	6.727273e-01	7.500000e-01	4
6.000000e-01	6	1.368421e+01	2.210526e+01	1.080639e+01	3.241918e+01	6.176471e-01	7.500000e-01	4
7.000000e-01	7	4.210526e+00	2.736842e+01	1.080639e+01	3.241918e+01	8.666667e-01	7.500000e-01	4
8.000000e-01	8	1.578947e+01	4.105263e+01	1.080639e+01	3.241918e+01	7.222222e-01	7.500000e-01	4
9.000000e-01	9	1.368421e+01	4.631579e+01	1.080639e+01	3.241918e+01	7.719298e-01	7.500000e-01	4
1	10	1.789474e+01	1.684211e+01	1.080639e+01	3.241918e+01	4.848485e-01	7.500000e-01	4
1.100000e+00	11	1.578947e+01	3.473684e+01	1.080639e+01	3.241918e+01	6.875000e-01	7.500000e-01	4
1.200000e+00	12	9.473684e+00	2.631579e+01	1.080639e+01	3.241918e+01	7.352941e-01	7.500000e-01	4
1.300000e+00	13	8.421053e+00	5.052632e+01	1.080639e+01	3.241918e+01	8.571429e-01	7.500000e-01	4
1.400000e+00	14	1.789474e+01	6.105263e+01	1.080639e+01	3.241918e+01	7.733333e-01	7.500000e-01	4
1.500000e+00	15	6.315789e+00	4.421053e+01	1.080639e+01	3.241918e+01	8.750000e-01	7.500000e-01	4
1.600000e+00	16	1.894737e+01	2.947368e+01	1.080639e+01	3.241918e+01	6.086957e-01	7.500000e-01	4
1.700000e+00	17	1.263158e+01	3.368421e+01	1.080639e+01	3.241918e+01	7.272727e-01	7.500000e-01	4
1.800000e+00	18	6.315789e+00	2.421053e+01	1.080639e+01	3.241918e+01	7.931034e-01	7.500000e-01	4
1.900000e+00	19	1.578947e+01	3.157895e+01	1.080639e+01	3.241918e+01	6.666667e-01	7.500000e-01	4
2	20	1.157895e+01	5.157895e+01	1.080639e+01	3.241918e+01	8.166667e-01	7.500000e-01	4
2.100000e+00	21	1.052632e+01	1.578947e+01	1.080639e+01	3.241918e+01	6.000000e-01	7.500000e-01	4
2.200000e+00	22	1.263158e+01	3.368421e+01	1.080639e+01	3.241918e+01	7.272727e-01	7.500000e-01	4
2.300000e+00	23	8.421053e+00	4.736842e+01	1.080639e+01	3.241918e+01	8.490566e-01	7.500000e-01	4
2.400000e+00	24	7.368421e+00	3.684211e+01	1.080639e+01	3.241918e+01	8.333333e-01	7.500000e-01	4
2.500000e+00	25	1.473684e+01	3.263158e+01	1.080639e+01	3.241918e+01	6.888889e-01	7.500000e-01	4
2.600000e+00	26	1.263158e+01	2.526316e+01	1.080639e+01	3.241918e+01	6.666667e-01	7.500000e-01	4
2.700000e+00	27	1.789474e+01	2.947368e+01	1.080639e+01	3.241918e+01	6.222222e-01	7.500000e-01	4
2.800000e+00	28	1.578947e+01	3.473684e+01	1.080639e+01	3.241918e+01	6.875000e-01	7.500000e-01	4
2.900000e+00	29	1.789474e+01	2.631579e+01	1.080639e+01	3.241918e+01	5.952381e-01	7.500000e-01	4
3	30	1.263158e+01	4.526316e+01	1.080639e+01	3.241918e+01	7.818182e-01	7.500000e-01	4
3.100000e+00	31	1.894737e+01	3.578947e+01	1.080639e+01	3.241918e+01	6.538462e-01	7.500000e-01	4
3.200000e+00	32	1.157895e+01	2.947368e+01	1.080639e+01	3.241918e+01	7.179487e-01	7.500000e-01	4
3.300000e+00	33	2.210526e+01	2.842105e+01	1.080639e+01	3.241918e+01	5.625000e-01	7.500000e-01	4
3.400000e+00	34	1.894737e+01	2.631579e+01	1.080639e+01	3.241918e+01	5.813953e-01	7.500000e-01	4
3.500000e+00	35	2.105263e+01	5.368421e+01	1.080639e+01	3.241918e+01	7.183099e-01	7.500000e-01	4
3.600000e+00	36	9.473684e+00	3.263158e+01	1.080639e+01	3.241918e+01	7.750000e-01	7.500000e-01	4
3.700000e+00	37	2.842105e+01	3.263158e+01	1.080639e+01	3.241918e+01	5.344828e-01	7.500000e-01	4
3.800000e+00	38	1.684211e+01	5.263158e+01	1.080639e+01	3.241918e+01	7.575758e-01	7.500000e-01	4
3.900000e+00	39	1.684211e+01	3.473684e+01	1.080639e+01	3.241918e+01	6.734694e-01	7.500000e-01	4
4	40	1.894737e+01	3.578947e+01	1.080639e+01	3.241918e+01	6.538462e-01	7.500000e-01	4
4.100000e+00	41	4.210526e+00	2.421053e+01	1.080639e+01	3.241918e+01	8.518519e-01	7.500000e-01	4
4.200000e+00	42	8.421053e+00	4.210526e+01	1.080639e+01	3.241918e+01	8.333333e-01	7.500000e-01	4
4.300000e+00	43	2.421053e+01	2.421053e+01	1.080639e+01	3.241918e+01	5.000000e-01	7.500000e-01	4
4.400000e+00	44	1.684211e+01	40	1.080639e+01	3.241918e+01	7.037037e-01	7.500000e-01	4
4.500000e+00	45	1.263158e+01	4.105263e+01	1.080639e+01	3.241918e+01	7.647059e-01	7.500000e-01	4
4.600000e+00	46	1.684211e+01	3.789474e+01	1.080639e+01	3.241918e+01	6.923077e-01	7.500000e-01	4
4.700000e+00	47	1.789474e+01	1.894737e+01	1.080639e+01	3.241918e+01	5.142857e-01	7.500000e-01	4
4.800000e+00	48	1.263158e+01	3.368421e+01	1.080639e+01	3.241918e+01	7.272727e-01	7.500000e-01	4
4.900000e+00	49	2.736842e+01	2.105263e+01	1.080639e+01	3.241918e+01	4.347826e-01	7.500000e-01	4
